country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,0,0.771,0.077,1.42
Albania,0,5.56,0.347,0.98
Algeria,0,2.349,0.479,1.08
Andorra,8,310.619,38.827,0.84
Angola,7,0.061,0,0
Antigua and Barbuda,9,0,0,0
Argentina,7,2.279,0.089,1.38
Armenia,9,3.712,0.337,1.12
Australia,2,4.314,0.196,0.71
Austria,4,27.314,1.777,0.71
Azerbaijan,7,5.622,0,1.54
Bahamas,9,2.543,2.543,0
Bahrain,2,32.911,0,1.35
Bangladesh,2,0.213,0.018,0
Barbados,7,13.919,3.48,0
Belarus,9,14.604,0.529,2.31
Belgium,5,96.897,15.963,1.35
Belize,0,5.03,2.515,0
Benin,3,0.33,0.082,0
Bhutan,0,0,0,0
Bolivia,0,2.227,0.086,1.32
Bosnia and Herzegovina,7,6.096,1.829,1.17
Botswana,0,0,0,0
Brazil,0,4.85,0.367,1.8
Brunei,3,0,0,0.16
Bulgaria,3,2.591,0.288,1.08
Burkina Faso,0,0.909,0.048,0.96
Burundi,9,0,0,0
Cambodia,3,0,0,0.12
Cameroon,3,0.301,0,1.29
Canada,0,21.382,2.12,1.58
Cape Verde,0,0,0,0
Central African Republic,3,0,0,0
Chad,3,0,0,0
Chile,0,17.995,0.157,1.55
China,3,0.044,0.001,0.88
Colombia,0,1.847,0.216,1.52
Comoros,9,0,0,0
Congo,7,0,0,0
Costa Rica,0,2.552,0,0.94
Cote d'Ivoire,0,2.35,0,1.3
Croatia,7,9.744,0.244,0.97
Cuba,2,2.649,0.088,1.45
Cyprus,7,21.692,0,1.08
Czechia,2,21.944,1.027,1.04
Democratic Republic of Congo,0,0.078,0,1.12
Denmark,4,54.211,1.381,1.21
Djibouti,7,31.376,0,0
Dominica,7,13.891,0,0
Dominican Republic,7,7.651,0.369,1.54
Ecuador,7,5.725,0.623,1.64
Egypt,0,1.456,0.068,1.54
El Salvador,7,1.079,0.154,0
Equatorial Guinea,9,0,0,0
Eritrea,7,0.564,0,0
Estonia,4,8.292,3.015,1.03
Eswatini,7,0.862,0,0
Ethiopia,2,0.009,0,0
Fiji,0,2.231,0,0
Finland,7,44.94,-0.18,1.29
France,5,60.224,12.762,1.5
Gabon,3,1.348,0,0
Gambia,0,0,0,0
Georgia,7,3.509,0,0.95
Germany,7,38.802,2.697,1.07
Ghana,6,0,0,1.41
Greece,0,1.919,0.576,0.99
Grenada,9,0,0,0
Guatemala,0,0.502,0.056,0
Guinea,0,0.533,0,1.14
Guinea-Bissau,9,0,0,0
Guyana,7,8.9,0,0
Haiti,7,0.263,0,0
Honduras,7,3.029,0,1.25
Hungary,2,1.139,0.414,1.4
Iceland,4,222.711,5.861,0.82
India,0,0.862,0.027,1.98
Indonesia,3,0.797,0.04,1.51
International,9,0,0,0
Iran,3,27.074,1.619,0.91
Iraq,7,1.74,0.075,1.25
Ireland,4,74.932,3.24,1.56
Israel,7,52.105,0.924,1.03
Italy,5,59.525,10.519,0.88
Jamaica,0,0,0,0
Japan,3,1.85,0.024,1.67
Jordan,7,0.392,0.098,0.74
