country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,8,0,0,2.672
Albania,0,0,0,100.076
Algeria,6,0,0,6.294
Andorra,3,0,0,3714.489
Angola,6,0,0,8.002
Antigua and Barbuda,8,0,0,0
Argentina,7,0,0,259.139
Armenia,7,0,0,328.357
Australia,8,0,0,0.549
Austria,5,126.799,20.874,272.695
Azerbaijan,2,0,0,51.977
Bahamas,8,0,0,0
Bahrain,1,0,0,163.377
Bangladesh,6,0,0,8.719
Barbados,6,0,0,20.879
Belarus,0,0,0,93.552
Belgium,9,453.855,69.89,1094.687
Belize,8,0,0,0
Benin,8,0,0,0
Bhutan,8,0,0,0
Bolivia,6,0,0,8.481
Bosnia and Herzegovina,1,0,0,214.276
Botswana,1,0,0,153.086
Brazil,2,0,0,73.984
Brunei,8,0,0,0
Bulgaria,5,306.543,21.444,322.806
Burkina Faso,8,0,0,0.383
Burundi,8,0,0,0
Cambodia,8,0,0,0.06
Cameroon,6,0,0,8.401
Canada,0,0,0,108.605
Cape Verde,2,0,0,48.562
Central African Republic,8,0,0,0.207
Chad,8,0,0,0.244
Chile,2,0,0,80.298
China,8,0,0,0.017
Colombia,1,0,0,180.159
Comoros,8,0,0,0
Congo,8,0,0,0
Costa Rica,7,0,0,269.33
Cote d'Ivoire,8,0,0,0.607
Croatia,5,210.461,0,201.692
Cuba,8,0,0,2.56
Cyprus,0,0,0,103.893
Czechia,9,578.113,83.388,959.288
Democratic Republic of Congo,8,0,0,0.346
Denmark,1,25.034,2.935,182.314
Djibouti,8,0,0,5.061
Dominica,8,0,0,0
Dominican Republic,4,0,0,29.13
Ecuador,4,0,0,30.777
Egypt,8,0,0,1.632
El Salvador,2,0,0,52.419
Equatorial Guinea,8,0,0,0
Eritrea,8,0,0,0
Estonia,4,27.138,3.015,12.815
Eswatini,6,0,0,7.758
Ethiopia,8,0,0,3.166
Fiji,8,0,0,0
Finland,4,13.356,1.805,22.019
France,3,272.101,42.299,1913.563
Gabon,6,0,0,8.087
Gambia,8,0,0,2.069
Georgia,7,0,0,469.27
Germany,1,0,0,149.909
Ghana,8,0,0,2.735
Greece,2,0,0,68.502
Grenada,8,0,0,0
Guatemala,6,0,0,5.972
Guinea,8,0,0,0
Guinea-Bissau,8,0,0,0
Guyana,8,0,0,3.814
Haiti,8,0,0,0
Honduras,2,0,0,75.924
Hong Kong,8,0,0,0
Hungary,5,269.348,0,239.743
Iceland,1,0,0,164.103
India,4,0,0,26.427
Indonesia,6,0,0,11.78
International,8,0,0,0
Iran,2,0,0,70.958
Iraq,0,0,0,91.765
Ireland,1,69.667,7.696,190.166
Israel,0,0,0,102.131
Italy,5,236.199,21.237,281.285
Jamaica,6,0,0,11.82
Japan,8,0,0,3.226
Jordan,1,0,0,192.882
Kazakhstan,6,0,0,8.841
Kenya,8,0,0,5.133
Kosovo,8,0,0,0
Kuwait,1,0,0,159.698
Kyrgyzstan,2,0,0,64.376
Laos,8,0,0,0
Latvia,4,83.766,0,41.883
Lebanon,0,0,0,116.622
Lesotho,8,0,0,1.4
Liberia,8,0,0,4.548
Libya,1,0,0,176.095
Liechtenstein,9,0,0,970.186
Lithuania,5,118.283,0,281.013
Luxembourg,3,182.116,25.56,2472.938
Madagascar,8,0,0,0
Malawi,8,0,0,0.209
Malaysia,4,0,0,38.312
Maldives,2,0,0,49.95
Mali,8,0,0,0.444
Malta,1,0,0,181.184
Marshall Islands,8,0,0,0
Mauritania,8,0,0,2.796
Mauritius,8,0,0,3.145
Mexico,4,0,0,32.311
Moldova,2,0,0,76.352
Monaco,0,0,0,101.926
Mongolia,8,0,0,0.305
Montenegro,1,0,0,178.326
Morocco,2,0,0,61.337
Mozambique,8,0,0,5.599
Myanmar,4,0,0,26.209
Namibia,6,0,0,5.903
Nepal,2,0,0,59.753
Netherlands,7,0,33.09,604.907
New Zealand,8,0,0,0.207
Nicaragua,8,0,0,0
Niger,8,0,0,0
Nigeria,8,0,0,0.577
North Macedonia,0,0,0,117.597
Norway,2,9.961,0,79.871
Oman,2,0,0,82.638
Pakistan,8,0,0,3.499
Palestine,0,0,0,99.972
Panama,0,0,0,127.701
Papua New Guinea,8,0,0,0.559
Paraguay,2,0,0,72.204
Peru,8,0,0,0
Philippines,6,0,0,14.619
Poland,5,324.521,0,270.592
Portugal,5,163.975,23.537,239.979
Qatar,0,0,0,90.939
Romania,1,0,42.781,147.835
Russia,0,0,0,117.505
Rwanda,8,0,0,0.54
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,2,0,0,49.012
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,9,0,0,972.361
Sao Tome and Principe,8,0,0,4.563
Saudi Arabia,6,0,0,10.255
Senegal,8,0,0,0.836
Serbia,2,0,0,50.113
Seychelles,8,0,0,0
Sierra Leone,8,0,0,0
Singapore,8,0,0,0.513
Slovakia,1,0,0,240.309
Slovenia,5,251.571,39.443,543.548
Solomon Islands,8,0,0,0
Somalia,8,0,0,0
South Africa,6,0,0,15.023
South Korea,8,0,0,1.716
South Sudan,8,0,0,0
Spain,9,342.382,46.263,1116.207
Sri Lanka,4,0,0,25.265
Sudan,8,0,0,0.114
Suriname,6,0,0,17.046
Sweden,8,0,0,0
Switzerland,3,0,0,2015.109
Syria,8,0,0,3.028
Taiwan,8,0,0,0
Tajikistan,8,0,0,4.508
Tanzania,8,0,0,0
Thailand,8,0,0,0.143
Timor,8,0,0,0.758
Togo,8,0,0,0.483
Trinidad and Tobago,6,0,0,17.149
Tunisia,7,0,0,304.604
Turkey,4,0,0,26.061
Uganda,8,0,0,2.492
Ukraine,0,0,0,128.619
United Arab Emirates,0,0,0,112.331
United Kingdom,5,142.725,12.55,307.869
United States,5,129.923,27.015,200.917
Uruguay,6,0,0,6.045
Uzbekistan,6,0,0,10.756
Vanuatu,8,0,0,0
Vatican,8,0,0,0
Venezuela,6,0,0,16.95
Vietnam,8,0,0,0.01
Yemen,8,0,0,0
Zambia,8,0,0,4.515
Zimbabwe,8,0,0,1.817
