country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,4,0,0,20.088
Albania,3,0,0,2.78
Algeria,3,0,0,4.447
Andorra,9,0,0,0
Angola,9,0,0,0.03
Antigua and Barbuda,9,0,0,0
Argentina,0,0,0,15.577
Armenia,2,0,0,126.213
Australia,9,0,0,0.588
Austria,1,12.88,3.109,5.552
Azerbaijan,0,0,0,12.526
Bahamas,3,0,0,7.629
Bahrain,2,0,0,228.023
Bangladesh,0,0,0,11.373
Barbados,3,0,0,6.96
Belarus,8,0,0,99.584
Belgium,6,111.824,22.089,25.799
Belize,9,0,0,0
Benin,9,0,0,0
Bhutan,3,0,0,3.888
Bolivia,4,0,0,28.784
Bosnia and Herzegovina,3,0,0,5.791
Botswana,9,0,0,0
Brazil,8,0,0,77.663
Brunei,9,0,0,0
Bulgaria,1,37.131,4.174,5.181
Burkina Faso,9,0,0,0
Burundi,9,0,0,0
Cambodia,9,0,0,0.06
Cameroon,9,0,0,0
Canada,4,0,0,31.901
Cape Verde,0,0,0,16.187
Central African Republic,0,0,0,15.115
Chad,9,0,0,2.253
Chile,7,0,0,514.851
China,9,0,0,0.002
Colombia,4,0,0,20.557
Comoros,9,0,0,0
Congo,3,0,0,3.262
Costa Rica,9,0,0,1.374
Cote d'Ivoire,9,0,0,0.948
Croatia,1,20.462,0,0
Cuba,9,0,0,1.324
Cyprus,9,0,0,0
Czechia,3,8.684,2.148,7.19
Democratic Republic of Congo,9,0,0,0.893
Denmark,1,20.372,3.28,10.186
Djibouti,9,0,0,0
Dominica,9,0,0,0
Dominican Republic,4,0,0,39.916
Ecuador,4,0,0,24.372
Egypt,3,0,0,7.104
El Salvador,0,0,0,14.492
Equatorial Guinea,9,0,0,0
Eritrea,9,0,0,0
Estonia,1,30.154,3.015,10.554
Eswatini,0,0,0,11.205
Ethiopia,9,0,0,0.531
Fiji,9,0,0,0
Finland,1,18.77,3.79,5.595
France,6,262.312,24.941,5.209
Gabon,8,0,0,92.554
Gambia,9,0,0,0
Georgia,9,0,0,1.253
Germany,3,0,0,3.294
Ghana,3,0,0,4.216
Greece,9,0,0,0.192
Grenada,9,0,0,0
Guatemala,0,0,0,17.359
Guinea,0,0,0,8.3
Guinea-Bissau,9,0,0,0
Guyana,9,0,0,0
Haiti,3,0,0,4.648
Honduras,9,0,0,0
Hungary,5,47.824,0,3.623
Iceland,3,0,0,2.93
India,3,0,0,4.804
Indonesia,3,0,0,3.47
International,9,0,0,0
Iran,4,0,0,22.252
Iraq,3,0,0,7.657
Ireland,5,61.363,10.328,15.391
Israel,9,0,0,0.578
Italy,6,153.27,9.461,11.065
Jamaica,9,0,0,2.026
Japan,9,0,0,0.198
Jordan,9,0,0,0.392
Kazakhstan,9,0,0,0
Kenya,9,0,0,0.577
Kosovo,0,0,0,10.865
Kuwait,2,0,0,210.745
Kyrgyzstan,9,0,0,2.299
Laos,9,0,0,0
Latvia,1,12.724,0,8.483
Lebanon,9,0,0,1.612
Lesotho,9,0,0,0
Liberia,9,0,0,1.186
Libya,9,0,0,0.437
Liechtenstein,9,0,0,0
Lithuania,3,0,0,4.408
Luxembourg,5,54.315,11.183,14.378
Madagascar,9,0,0,1.445
Malawi,9,0,0,0
Malaysia,9,0,0,1.483
Maldives,8,0,0,72.15
Mali,9,0,0,2.272
Malta,4,0,0,20.383
Marshall Islands,9,0,0,0
Mauritania,3,0,0,5.807
Mauritius,9,0,0,0
