country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,9,0,0,4.084
Albania,6,0,0,19.112
Algeria,6,0,0,13.523
Andorra,4,0,0,38.827
Angola,7,0,0,0.943
Antigua and Barbuda,6,0,0,20.423
Argentina,3,0,0,99.965
Armenia,1,0,0,149.161
Australia,2,0,0,8.157
Austria,6,9.771,1.221,18.764
Azerbaijan,0,0,0,46.453
Bahamas,6,0,0,12.715
Bahrain,1,0,0,228.611
Bangladesh,6,0,0,18.423
Barbados,7,0,0,0
Belarus,6,0,0,16.827
Belgium,4,12.511,2.416,22.52
Belize,7,0,0,0
Benin,6,0,0,11.466
Bhutan,7,0,0,1.296
Bolivia,1,0,0,166.709
Bosnia and Herzegovina,0,0,0,69.19
Botswana,7,0,0,0
Brazil,1,0,0,160.788
Brunei,7,0,0,0
Bulgaria,8,83.76,4.03,42.887
Burkina Faso,7,0,0,0.335
Burundi,7,0,0,0.589
Cambodia,7,0,0,0
Cameroon,7,0,0,0
Canada,6,0,0,10.996
Cape Verde,3,0,0,80.937
Central African Republic,9,0,0,3.313
Chad,7,0,0,0.061
Chile,1,0,0,143.386
China,7,0,0,0.052
Colombia,1,0,0,175.58
Comoros,7,0,0,0
Congo,0,0,0,49.836
Costa Rica,3,0,0,83.037
Cote d'Ivoire,2,0,0,5.383
Croatia,8,33.372,0,23.872
Cuba,7,0,0,0.353
Cyprus,9,0,0,2.283
Czechia,6,6.91,1.868,12.139
Democratic Republic of Congo,7,0,0,0.558
Denmark,2,3.453,0.863,8.46
Djibouti,2,0,0,10.121
Dominica,7,0,0,0
Dominican Republic,3,0,0,126.292
Ecuador,0,0,0,61.157
Egypt,2,0,0,6.87
El Salvador,4,0,0,38.543
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,9,3.015,1.508,3.015
Eswatini,0,0,0,57.75
Ethiopia,9,0,0,2.853
Fiji,7,0,0,0
Finland,9,1.083,0.18,1.444
France,8,101.818,6.925,12.884
Gabon,3,0,0,87.162
Gambia,7,0,0,0
Georgia,7,0,0,1.003
Germany,2,0,0,7.102
Ghana,6,0,0,14.386
Greece,9,0,0,2.399
Grenada,7,0,0,0
Guatemala,0,0,0,48.561
Guinea,2,0,0,5.406
Guinea-Bissau,6,0,0,12.703
Guyana,2,0,0,6.357
Haiti,9,0,0,2.368
Honduras,3,0,0,88.646
Hungary,9,8.592,0,1.449
Iceland,7,0,0,0
India,4,0,0,25.545
Indonesia,2,0,0,5.345
International,7,0,0,0
Iran,4,0,0,28.324
Iraq,0,0,0,50.295
Ireland,2,2.43,1.62,6.481
Israel,1,0,0,185.43
Italy,9,13.579,0.827,3.821
Jamaica,7,0,0,1.013
Japan,2,0,0,4.697
Jordan,7,0,0,0.294
Kazakhstan,3,0,0,96.29
Kenya,2,0,0,7.234
Kosovo,0,0,0,53.291
