country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,2,0,0,1.439
Albania,2,0,0,2.085
Algeria,2,0,0,1.026
Andorra,8,0,0,258.849
Angola,7,0,0,0.03
Antigua and Barbuda,5,0,0,40.846
Argentina,2,0,0,1.637
Armenia,6,0,0,6.749
Australia,0,0,0,3.843
Austria,9,95.155,26.981,37.973
Azerbaijan,6,0,0,7.496
Bahamas,6,0,0,10.172
Bahrain,9,0,0,32.323
Bangladesh,3,0,0,0.249
Barbados,6,0,0,10.439
Belarus,4,0,0,17.038
Belgium,1,493.114,110.099,119.072
Belize,7,0,0,0
Benin,7,0,0,0
Bhutan,7,0,0,0
Bolivia,2,0,0,0.942
Bosnia and Herzegovina,9,0,0,27.432
Botswana,7,0,0,0
Brazil,6,0,0,8.812
Brunei,7,0,0,0
Bulgaria,0,30.654,3.742,4.03
Burkina Faso,2,0,0,0.957
Burundi,7,0,0,0
Cambodia,7,0,0,0.06
Cameroon,7,0,0,0
Canada,9,0,0,34.683
Cape Verde,7,0,0,0
Central African Republic,7,0,0,0
Chad,7,0,0,0.061
Chile,4,0,0,15.746
China,7,0,0,0.037
Colombia,0,0,0,3.95
Comoros,7,0,0,0
Congo,7,0,0,0
Costa Rica,0,0,0,3.141
Cote d'Ivoire,2,0,0,0.986
Croatia,4,0,0,14.615
Cuba,0,0,0,4.061
Cyprus,9,0,0,33.109
Czechia,4,38.472,9.338,18.209
Democratic Republic of Congo,3,0,0,0.212
Denmark,8,81.489,21.926,67.505
Djibouti,7,0,0,0
Dominica,7,0,0,0
Dominican Republic,6,0,0,11.8
Ecuador,7,0,0,0
Egypt,2,0,0,1.251
El Salvador,2,0,0,1.388
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,9,105.538,8.292,30.907
Eswatini,7,0,0,0
Ethiopia,7,0,0,0.07
Fiji,2,0,0,1.116
Finland,9,41.691,14.98,23.824
France,1,457.628,107.302,58.523
Gabon,0,0,0,2.696
Gambia,7,0,0,0
Georgia,2,0,0,2.005
Germany,5,0,0,51.191
Ghana,0,0,0,2.349
Greece,6,0,0,7.387
Grenada,7,0,0,0
Guatemala,3,0,0,0.391
Guinea,2,0,0,1.218
Guinea-Bissau,6,0,0,7.622
Guyana,0,0,0,2.543
Haiti,7,0,0,0.088
Honduras,3,0,0,0.707
Hungary,6,72.358,0,7.557
Iceland,8,126.007,35.165,70.33
India,3,0,0,0.386
Indonesia,2,0,0,0.903
International,7,0,0,0
Iran,9,0,0,24.871
Iraq,2,0,0,2.262
Ireland,8,167.686,28.96,69.869
Israel,5,0,0,43.556
Italy,1,537.695,62.717,50.263
Jamaica,2,0,0,1.689
Japan,0,0,0,2.965
Jordan,3,0,0,0.392
Kazakhstan,2,0,0,1.864
Kenya,3,0,0,0.26
Kosovo,6,0,0,10.348
Kuwait,4,0,0,18.265
Kyrgyzstan,2,0,0,1.839
Laos,3,0,0,0.275
Latvia,0,21.737,0,3.181
Lebanon,2,0,0,1.026
Lesotho,7,0,0,0
Liberia,7,0,0,0
Libya,7,0,0,0.146
Liechtenstein,9,0,0,26.221
Lithuania,4,0,0,13.591
Luxembourg,1,303.526,49.523,202.883
Madagascar,3,0,0,0.217
Malawi,7,0,0,0.157
Malaysia,0,0,0,5.252
Maldives,7,0,0,0
Mali,3,0,0,0.444
Malta,8,20.383,9.059,117.77
Marshall Islands,7,0,0,0
Mauritania,7,0,0,0
Mauritius,4,0,0,18.871
Mexico,0,0,0,2.684
Moldova,4,0,0,22.558
Monaco,5,0,0,50.963
Mongolia,7,0,0,0
Montenegro,6,0,0,12.738
Morocco,2,0,0,1.734
Mozambique,7,0,0,0
Myanmar,7,0,0,0
Namibia,7,0,0,0
Nepal,7,0,0,0
Netherlands,5,0,77.036,45.696
New Zealand,6,0,0,11.198
Nicaragua,7,0,0,0
Niger,2,0,0,1.033
Nigeria,7,0,0,0.078
North Macedonia,4,0,0,13.92
Norway,5,51.095,0,40.766
Oman,6,0,0,7.833
Pakistan,2,0,0,1.032
Palestine,2,0,0,1.372
Panama,9,0,0,25.957
Papua New Guinea,7,0,0,0
Paraguay,3,0,0,0.28
Peru,6,0,0,11.919
Philippines,2,0,0,0.949
Poland,6,0,0,11.494
Portugal,8,115.724,26.577,69.826
Qatar,5,0,0,78.096
Romania,4,0,14.243,18.713
Russia,6,0,0,7.908
Rwanda,7,0,0,0
Saint Kitts and Nevis,4,0,0,18.8
Saint Lucia,7,0,0,0
Saint Vincent and the Grenadines,6,0,0,9.013
Samoa,7,0,0,0
San Marino,8,0,0,383.051
Sao Tome and Principe,7,0,0,0
Saudi Arabia,0,0,0,5.458
Senegal,3,0,0,0.657
Serbia,9,0,0,36.299
Seychelles,7,0,0,0
Sierra Leone,7,0,0,0
Singapore,4,0,0,18.119
Slovakia,6,0,0,8.609
Slovenia,4,52.431,15.393,18.279
Solomon Islands,7,0,0,0
Somalia,7,0,0,0.063
South Africa,2,0,0,1.062
South Korea,2,0,0,0.917
South Sudan,7,0,0,0.089
Spain,8,0,0,112.652
Sri Lanka,3,0,0,0.327
Sudan,7,0,0,0.046
Suriname,7,0,0,0
Sweden,5,0,0,73.075
Switzerland,5,0,0,68.865
Syria,7,0,0,0
Taiwan,7,0,0,0.126
Tajikistan,7,0,0,0
Tanzania,7,0,0,0
Thailand,3,0,0,0.544
Timor,7,0,0,0
Togo,3,0,0,0.846
