country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,7,0,0,5.395
Albania,2,0,0,23.629
Algeria,9,0,0,10.695
Andorra,5,0,0,0
Angola,5,0,0,0
Antigua and Barbuda,5,0,0,0
Argentina,1,0,0,79.742
Armenia,6,0,0,180.546
Australia,7,0,0,6.667
Austria,9,7.328,1.221,10.215
Azerbaijan,8,0,0,53.456
Bahamas,7,0,0,5.086
Bahrain,6,0,0,358.49
Bangladesh,2,0,0,21.185
Barbados,5,0,0,0
Belarus,2,0,0,23.388
Belgium,3,14.237,2.761,5.608
Belize,5,0,0,0
Benin,5,0,0,0
Bhutan,5,0,0,0
Bolivia,1,0,0,123.276
Bosnia and Herzegovina,1,0,0,75.591
Botswana,5,0,0,0
Brazil,6,0,0,209.687
Brunei,5,0,0,0
Bulgaria,0,69.512,4.605,34.54
Burkina Faso,5,0,0,0
Burundi,5,0,0,0
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,7,0,0,8.24
Cape Verde,1,0,0,77.34
Central African Republic,7,0,0,7.868
Chad,5,0,0,0
Chile,1,0,0,107.971
China,5,0,0,0.023
Colombia,1,0,0,81.442
Comoros,5,0,0,2.3
Congo,8,0,0,47.843
Costa Rica,8,0,0,68.707
Cote d'Ivoire,9,0,0,11.752
Croatia,3,22.167,0,12.91
Cuba,5,0,0,0.353
Cyprus,7,0,0,3.425
Czechia,9,7.937,0.934,12.046
Democratic Republic of Congo,5,0,0,0
Denmark,4,3.108,0.863,2.072
Djibouti,9,0,0,11.134
Dominica,5,0,0,0
Dominican Republic,1,0,0,106.749
Ecuador,5,0,0,0
Egypt,9,0,0,10.016
El Salvador,8,0,0,39.931
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,7,2.262,0.754,6.031
Eswatini,1,0,0,70.68
Ethiopia,7,0,0,8.072
Fiji,5,0,0,0
Finland,4,3.429,0.361,0.541
France,0,111.132,7.706,0
Gabon,8,0,0,57.509
Gambia,5,0,0,0
Georgia,5,0,0,1.253
Germany,7,0,0,4.249
Ghana,2,0,0,27.484
Greece,7,0,0,3.166
Grenada,5,0,0,0
Guatemala,2,0,0,34.83
Guinea,7,0,0,4.645
Guinea-Bissau,5,0,0,0
Guyana,5,0,0,0
Haiti,7,0,0,4.736
Honduras,8,0,0,55.53
Hungary,4,13.664,0,0.518
Iceland,5,0,0,0
India,2,0,0,18.028
Indonesia,7,0,0,6.775
International,5,0,0,0
Iran,2,0,0,32.038
Iraq,8,0,0,68.146
Ireland,4,2.43,1.823,0.81
Israel,6,0,0,153.312
Italy,3,16.043,1.174,3.192
Jamaica,5,0,0,2.026
Japan,5,0,0,1.629
Jordan,5,0,0,0
Kazakhstan,5,0,0,0
Kenya,7,0,0,5.17
Kosovo,1,0,0,94.683
Kuwait,6,0,0,178.431
Kyrgyzstan,1,0,0,87.061
Laos,5,0,0,0
Latvia,4,2.651,0,3.711
Lebanon,7,0,0,5.714
Lesotho,5,0,0,0
Liberia,5,0,0,1.779
Libya,9,0,0,12.516
Liechtenstein,5,0,0,0
Lithuania,7,0,0,3.673
Luxembourg,1,41.535,3.195,75.083
Madagascar,7,0,0,3.647
Malawi,5,0,0,2.405
Malaysia,5,0,0,0.093
Maldives,2,0,0,29.6
Mali,5,0,0,0.494
Malta,5,0,0,0
Marshall Islands,5,0,0,0
Mauritania,9,0,0,13.549
Mauritius,5,0,0,0
Mexico,8,0,0,54.253
Moldova,1,0,0,81.805
Monaco,5,0,0,0
Mongolia,5,0,0,0
Montenegro,1,0,0,84.387
Morocco,7,0,0,4.443
Mozambique,5,0,0,0.992
Myanmar,5,0,0,0.018
Namibia,2,0,0,21.252
Nepal,9,0,0,8.752
Netherlands,7,0,1.809,3.035
New Zealand,5,0,0,0.622
Nicaragua,5,0,0,0
Niger,5,0,0,0.124
Nigeria,5,0,0,2.231
North Macedonia,1,0,0,77.758
Norway,5,1.476,0,0.553
Oman,6,0,0,236.947
Pakistan,9,0,0,15.207
Palestine,1,0,0,74.881
Panama,6,0,0,222.492
Papua New Guinea,5,0,0,0
Paraguay,7,0,0,7.291
Peru,1,0,0,110.185
Philippines,2,0,0,22.686
Poland,3,44.469,0,7.319
Portugal,0,50.212,7.257,43.445
Qatar,6,0,0,211.033
Romania,2,0,0,28.85
Russia,8,0,0,44.774
Rwanda,5,0,0,1.699
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,5,0,0,0
Sao Tome and Principe,5,0,0,0
Saudi Arabia,1,0,0,87.207
Senegal,7,0,0,6.57
