country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,8,0,0,1.747
Albania,3,0,0,58.725
Algeria,8,0,0,3.147
Andorra,8,0,0,0
Angola,1,0,0,7.089
Antigua and Barbuda,7,0,0,30.635
Argentina,0,0,0,341.935
Armenia,0,0,0,242.303
Australia,8,0,0,0.784
Austria,6,44.302,11.88,134.238
Azerbaijan,7,0,0,18.838
Bahamas,8,0,0,0
Bahrain,0,0,0,287.967
Bangladesh,1,0,0,8.75
Barbados,8,0,0,0
Belarus,3,0,0,50.48
Belgium,5,95.775,18.379,494.236
Belize,9,0,0,158.442
Benin,8,0,0,0
Bhutan,8,0,0,0
Bolivia,7,0,0,22.531
Bosnia and Herzegovina,2,0,0,138.075
Botswana,7,0,0,19.986
Brazil,2,0,0,130.552
Brunei,8,0,0,0
Bulgaria,6,152.984,8.059,74.261
Burkina Faso,8,0,0,0.909
Burundi,8,0,0,0
Cambodia,8,0,0,0
Cameroon,1,0,0,10.51
Canada,3,0,0,62.265
Cape Verde,9,0,0,167.27
Central African Republic,8,0,0,0.207
Chad,8,0,0,0.67
Chile,4,0,0,82.443
China,8,0,0,0.028
Colombia,9,0,0,166.952
Comoros,1,0,0,4.6
Congo,8,0,0,0
Costa Rica,0,0,0,261.282
Cote d'Ivoire,8,0,0,1.782
Croatia,6,87.936,0,132.025
Cuba,8,0,0,1.677
Cyprus,7,0,0,23.975
Czechia,5,176.768,38.472,503.969
Democratic Republic of Congo,8,0,0,0.201
Denmark,4,19.854,2.935,77.173
Djibouti,8,0,0,0
Dominica,8,0,0,0
Dominican Republic,4,0,0,66.741
Ecuador,4,0,0,85.813
Egypt,8,0,0,1.182
El Salvador,7,0,0,16.188
Equatorial Guinea,1,0,0,7.128
Eritrea,8,0,0,1.974
Estonia,7,27.138,3.769,33.923
Eswatini,1,0,0,12.929
Ethiopia,1,0,0,7.846
Fiji,8,0,0,0
Finland,3,0,0,53.423
France,0,116.479,21.724,277.31
Gabon,8,0,0,0
Gambia,8,0,0,1.655
Georgia,2,0,0,118.32
Germany,3,0,0,57.338
Ghana,8,0,0,3.798
Greece,3,0,0,41.638
Grenada,8,0,0,0
Guatemala,3,0,0,43.314
Guinea,8,0,0,2.894
Guinea-Bissau,8,0,0,0
Guyana,3,0,0,47.04
Haiti,8,0,0,1.403
Honduras,4,0,0,66.232
Hong Kong,8,0,0,0
Hungary,6,83.227,0,96.477
Iceland,0,0,0,278.388
India,3,0,0,51.084
Indonesia,7,0,0,17.732
International,8,0,0,0
Iran,3,0,0,52.29
Iraq,4,0,0,87.563
Ireland,2,32.201,5.063,101.665
Israel,5,0,0,433.826
Italy,6,70.838,5.921,73.732
Jamaica,7,0,0,27.692
Japan,1,0,0,5.06
Jordan,2,0,0,129.078
Kazakhstan,7,0,0,19.066
Kenya,1,0,0,5.04
Kosovo,7,0,0,17.074
Kuwait,9,0,0,163.444
Kyrgyzstan,3,0,0,37.553
Laos,8,0,0,0
Latvia,3,22.267,0,57.788
Lebanon,9,0,0,200.28
Lesotho,1,0,0,8.869
Liberia,8,0,0,0.989
Libya,2,0,0,113.37
Liechtenstein,2,0,0,104.885
Lithuania,3,0,0,52.162
Luxembourg,9,38.34,1.598,159.751
Madagascar,8,0,0,0.758
Malawi,8,0,0,0.314
Malaysia,1,0,0,11.586
Maldives,9,0,0,159.1
Mali,8,0,0,1.235
Malta,2,0,0,144.948
Marshall Islands,8,0,0,0
Mauritania,8,0,0,1.075
Mauritius,8,0,0,0
Mexico,3,0,0,41.107
Moldova,0,0,0,277.891
Monaco,3,0,0,50.963
Mongolia,8,0,0,0
Montenegro,0,0,0,334.362
Morocco,4,0,0,79.354
Mozambique,1,0,0,4.639
Myanmar,7,0,0,18.6
Namibia,7,0,0,26.368
Nepal,9,0,0,149.776
Netherlands,0,0,15.174,342.401
New Zealand,8,0,0,0.415
Nicaragua,8,0,0,0
Niger,8,0,0,0.041
Nigeria,8,0,0,0.5
North Macedonia,9,0,0,174.716
Norway,3,4.98,0,38.368
Oman,2,0,0,130.027
Pakistan,8,0,0,2.992
Palestine,4,0,0,81.546
Panama,9,0,0,174.749
Papua New Guinea,8,0,0,0.894
Paraguay,2,0,0,123.519
Peru,4,0,0,82.889
Philippines,7,0,0,20.368
Poland,6,109.336,0,113.088
Portugal,6,78.555,11.278,125.335
Qatar,4,0,0,73.931
Romania,9,0,31.553,162.702
Russia,4,0,0,77.74
Rwanda,8,0,0,0.154
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,1,0,0,5.446
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,0,0,0,265.189
Sao Tome and Principe,7,0,0,31.94
Saudi Arabia,1,0,0,12.093
Senegal,8,0,0,0.956
Serbia,7,0,0,22.191
Seychelles,8,0,0,0
Sierra Leone,8,0,0,0.752
Singapore,8,0,0,1.538
Slovakia,9,54.582,0,189.939
Slovenia,6,63.013,10.101,186.153
Solomon Islands,8,0,0,0
Somalia,8,0,0,0
South Africa,7,0,0,29.271
South Korea,8,0,0,1.053
South Sudan,8,0,0,0.089
Spain,6,227.677,33.9,265.705
Sri Lanka,8,0,0,1.354
Sudan,8,0,0,0.046
Suriname,3,0,0,42.616
Sweden,4,0,0,84.66
