country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,5,4.316,1.39,0
Albania,5,4.17,0.82,0
Algeria,5,3.626,1.17,0
Andorra,0,0,0.51,0
Angola,5,0,0,0
Antigua and Barbuda,4,0,0,0
Argentina,5,4.16,1.28,0
Armenia,1,55.007,1.36,0
Australia,0,0.745,0.77,0
Austria,0,3.775,0.69,10.77
Azerbaijan,5,6.608,1.43,0
Bahamas,4,7.629,0,0
Bahrain,2,125.765,1.29,0
Bangladesh,5,4.797,1.33,0
Barbados,5,0,0,0
Belarus,1,95.774,1.2,0
Belgium,5,23.469,0.71,46.766
Belize,5,0,0,0
Benin,0,0,0,0
Bhutan,5,0,0,0
Bolivia,5,7.196,1.45,0
Bosnia and Herzegovina,5,12.497,1.16,0
Botswana,5,0,0,0
Brazil,2,52.484,1.44,0
Brunei,0,2.286,0.03,0
Bulgaria,0,10.65,1.02,5.613
Burkina Faso,0,1.961,0.95,0
Burundi,4,0,0,0
Cambodia,0,0,0.04,0
Cameroon,0,6.065,1.24,0
Canada,2,39.187,0.95,0
Cape Verde,5,8.993,1.08,0
Central African Republic,0,1.863,0,0
Chad,5,0,0.97,0
Chile,2,53.986,1.47,0
China,0,0.001,0.45,0
Colombia,5,6.8,1.35,0
Comoros,4,5.75,0,0
Congo,5,5.074,0.81,0
Costa Rica,0,1.178,1.04,0
Cote d'Ivoire,5,1.971,1.18,0
Croatia,5,1.705,0.76,0
Cuba,5,1.589,0.65,0
Cyprus,5,5.708,0.63,0
Czechia,0,7.284,0.79,4.109
Democratic Republic of Congo,5,1.027,1.14,0
Denmark,0,20.2,0.87,7.942
Djibouti,5,4.049,0.96,0
Dominica,5,0,0,0
Dominican Republic,5,30.144,1.16,0
Ecuador,5,0,0.86,0
Egypt,5,3.782,1.32,0
El Salvador,5,7.092,1.2,0
Equatorial Guinea,1,88.383,0.55,0
Eritrea,5,0,0,0
Estonia,5,1.508,0.64,6.031
Eswatini,5,3.448,0.83,0
Ethiopia,5,0.148,2.54,0
Fiji,5,0,0,0
Finland,0,29.058,0.89,7.941
France,2,54.187,0.95,47.416
Gabon,5,0,1.16,0
Gambia,5,0,0,0
Georgia,5,1.504,0.66,0
Germany,0,13.785,0.7,0
Ghana,0,11.972,1.37,0
Greece,0,2.015,0.81,0
Grenada,4,0,0,0
Guatemala,5,1.954,1.35,0
Guinea,5,3.427,1.12,0
Guinea-Bissau,4,31.504,0.87,0
Guyana,5,0,0,0
Haiti,5,0,1.38,0
Honduras,5,19.284,1.38,0
