country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,3,0.411,0.9,0
Albania,5,53.513,1.03,0
Algeria,0,8.438,0.89,0
Andorra,3,0,1.43,0
Angola,0,1.856,1.12,0
Antigua and Barbuda,3,0,0,0
Argentina,2,194.067,1.13,0
Armenia,3,37.459,0.9,0
Australia,0,5.922,0.63,0
Austria,3,23.428,1.17,2.554
Azerbaijan,0,13.117,1.01,0
Bahamas,3,38.144,1,0
Bahrain,2,209.805,1.02,0
Bangladesh,0,15.453,0.94,0
Barbados,3,10.439,0.81,0
Belarus,3,8.678,1.14,0
Belgium,1,30.631,0.99,7.334
Belize,1,42.754,1.17,0
Benin,3,0,0.94,0
Bhutan,1,22.032,0.76,0
Bolivia,5,72.903,0.89,0
Bosnia and Herzegovina,5,90.526,1.16,0
Botswana,0,0,0.77,0
Brazil,2,221.745,0.97,0
Brunei,3,2.286,0,0
Bulgaria,3,29.215,0.96,9.211
Burkina Faso,3,0,1,0
Burundi,3,0,0.72,0
Cambodia,3,0,0.24,0
Cameroon,0,7.949,1.01,0
Canada,0,8.187,1.12,0
Cape Verde,5,64.75,1.08,0
Central African Republic,0,2.485,0.6,0
Chad,0,0.487,0.98,0
Chile,5,74.126,0.97,0
China,0,0.024,0.59,0
Colombia,2,204.882,0.96,0
Comoros,3,0,0.66,0
Congo,0,0,0.58,0
Costa Rica,4,165.289,1.13,0
Cote d'Ivoire,3,2.123,0.94,0
Croatia,5,53.346,1.34,0
Cuba,0,2.384,0.95,0
Cyprus,1,26.259,0.97,0
Czechia,3,34.27,1.23,2.988
Democratic Republic of Congo,3,0.547,1.06,0
Denmark,0,14.502,1.16,0.518
Djibouti,0,0,0.37,0
Dominica,3,0,0,0
Dominican Republic,5,56.14,0.84,0
Ecuador,1,42,0.97,0
Egypt,0,1.378,0.99,0
El Salvador,1,26.98,1.02,0
Equatorial Guinea,3,0,0.42,0
Eritrea,0,2.538,0.25,0
Estonia,3,14.323,1.34,0
Eswatini,1,19.825,0.86,0
Ethiopia,0,13.439,1.13,0
Fiji,0,0,0,0
Finland,3,7.761,1.19,0
France,5,53.437,1.25,6.143
Gabon,0,0,1.03,0
Gambia,1,41.793,1.02,0
Georgia,0,2.005,0.97,0
Germany,0,17.438,1.1,0
Ghana,0,3.057,0.97,0
Greece,0,16.118,1.17,0
Grenada,3,0,0,0
Guatemala,5,62.404,1,0
Guinea,0,3.96,1.08,0
Guinea-Bissau,3,0,0.58,0
Guyana,1,39.412,1.26,0
Haiti,3,0.175,0.93,0
Honduras,1,40.183,1.05,0
Hungary,3,2.484,1.67,0
Iceland,3,11.722,0.94,0
India,1,41.467,1.09,0
Indonesia,0,8.946,1.13,0
International,3,0,0,0
Iran,1,26.347,0.98,0
Iraq,5,98.502,1.03,0
Ireland,0,17.214,1.22,0.81
Israel,2,225.982,1.14,0
Italy,0,14.488,1.48,1.092
Jamaica,1,40.525,1.58,0
Japan,3,5.772,0.82,0
Jordan,0,7.547,1.57,0
Kazakhstan,0,0,0.54,0
Kenya,0,4.575,0.74,0
Kosovo,5,70.365,0.89,0
Kuwait,4,143.541,1,0
Kyrgyzstan,0,18.24,0.66,0
Laos,3,0,0,0
Latvia,3,2.651,1.09,0
Lebanon,5,77.944,1.21,0
Lesotho,0,15.871,0.98,0
Liberia,0,0.989,0.9,0
Libya,1,39.585,1.21,0
Liechtenstein,3,52.443,0.14,0
Lithuania,3,7.714,1.18,0
Luxembourg,5,70.29,0.99,3.195
Madagascar,0,2.636,0.76,0
Malawi,0,0.209,0.84,0
Malaysia,0,0.34,1.02,0
Maldives,2,249.749,1.04,0
Mali,3,0.247,1.09,0
Malta,5,86.063,1,0
Marshall Islands,3,0,0,0
Mauritania,3,6.882,0.87,0
Mauritius,3,0.786,0.3,0
Mexico,1,38.128,0.97,0
Moldova,4,131.384,1.09,0
Monaco,3,0,0.47,0
Mongolia,0,0.61,0.32,0
Montenegro,4,105.085,1.1,0
Morocco,1,34.57,1.09,0
Mozambique,0,2.176,1.11,0
Myanmar,0,0.551,1.98,0
Namibia,1,51.163,1.12,0
Nepal,1,29.344,1.27,0
Netherlands,1,26.787,1.03,2.801
New Zealand,0,1.037,1.07,0
Nicaragua,3,27.625,0.37,0
Niger,3,0.041,0.75,0
Nigeria,0,1.222,0.83,0
North Macedonia,3,60.479,0.96,0
Norway,3,10.883,1.16,0
Oman,1,28.003,1.03,0
Pakistan,3,2.037,0.86,0
Palestine,5,91.151,1.27,0
Panama,2,207.659,0.94,0
Papua New Guinea,3,2.012,0.78,0
Paraguay,5,87.767,1.22,0
Peru,2,185.37,1.03,0
Philippines,1,26.574,0.97,0
Poland,3,20.16,1.01,0
Portugal,0,18.83,1.18,4.021
Qatar,5,80.526,0.88,0
Romania,5,55.1,1,25.471
Russia,1,31.788,0.97,0
Rwanda,0,17.835,1.35,0
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,2,176.793,0.25,0
Sao Tome and Principe,3,0,0.57,0
Saudi Arabia,1,31.999,0.85,0
Senegal,3,2.568,0.85,0
Serbia,0,15.578,0.7,0
Seychelles,3,40.675,0.18,0
Sierra Leone,3,0.501,0.96,0
Singapore,0,5.299,0.6,0
Slovakia,3,5.129,1.31,0
Slovenia,3,10.101,1.22,0
Solomon Islands,3,0,0,0
Somalia,3,0.378,0.71,0
South Africa,1,26.421,0.63,0
South Korea,0,6.242,1.33,0
South Sudan,0,0.268,0.94,0
Spain,4,152.22,1.36,14.48
Sri Lanka,3,0.56,1.17,0
Sudan,0,1.619,1.02,0
Suriname,4,112.506,0.94,0
Sweden,1,22.279,1.12,0
Switzerland,3,23.34,1.18,0
Syria,0,4.114,1.07,0
Taiwan,3,0,0.82,0
Tajikistan,3,3.46,0.93,0
Tanzania,3,0,0,0
Thailand,0,0,1.03,0
Timor,3,0,0,0
Togo,3,1.691,1.05,0
Trinidad and Tobago,4,109.325,1.56,0
Tunisia,3,14.892,1.46,0
Turkey,3,17.809,1.13,0
Uganda,0,1.399,1.5,0
Ukraine,1,39.215,1.13,0
United Arab Emirates,1,34.276,1.17,0
