country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,5,0,0.103,4.213
Albania,1,0,0,3.127
Algeria,1,0,0.068,3.375
Andorra,8,0,12.942,0
Angola,7,0,0,0.091
Antigua and Barbuda,3,0,0,10.212
Argentina,1,0.054,0.155,2.301
Armenia,0,0,0.337,27.672
Australia,7,0.989,0,0.471
Austria,3,0.853,0.555,8.772
Azerbaijan,5,0,0.099,4.931
Bahamas,7,0,0,0
Bahrain,6,2.579,0,76.399
Bangladesh,1,0.035,0.012,3.467
Barbados,7,0,0,0
Belarus,6,1.02,0.423,94.187
Belgium,2,2.032,9.405,44.264
Belize,7,0,0,0
Benin,1,0,0.082,2.145
Bhutan,7,0,0,0
Bolivia,5,0.036,0.343,5.311
Bosnia and Herzegovina,5,0,0.305,7.315
Botswana,7,0,0,0
Brazil,0,0,1.91,23.593
Brunei,7,0,0,0
Bulgaria,5,0,0.288,7.052
Burkina Faso,7,0,0.048,0.191
Burundi,7,0,0,0
Cambodia,7,0,0,0
Cameroon,7,0,0,0
Canada,2,0.807,6.014,49.971
Cape Verde,1,0,0,1.799
Central African Republic,5,0,0,4.555
Chad,7,0,0,0
Chile,2,0.466,0.366,51.527
China,7,0,0,0.002
Colombia,3,0.084,0.413,9.807
Comoros,7,0,0,0
Congo,1,0,0,1.631
Costa Rica,7,0.033,0,1.178
Cote d'Ivoire,1,0,0.038,2.199
Croatia,1,0,1.462,2.192
Cuba,1,0.185,0.265,3.178
Cyprus,3,2.771,0,7.992
Czechia,5,0.42,0.374,5.136
Democratic Republic of Congo,7,0.003,0.011,0.357
Denmark,0,2.494,1.381,26.415
Djibouti,3,0,0,8.097
Dominica,7,0,0,0
Dominican Republic,0,0.153,1.106,29.13
Ecuador,6,0.154,9.239,79.465
Egypt,1,0,0.137,3.498
El Salvador,5,0.226,0,4.471
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,5,0.577,0,3.769
Eswatini,5,0,0,5.172
Ethiopia,7,0.008,0,0.017
Fiji,7,0.046,0,0
Finland,3,0.609,1.263,10.107
France,7,0,3.34,0.092
Gabon,7,0,0,0
Gambia,7,0,0,0.414
Georgia,5,0,0.251,6.768
Germany,3,0,1.349,12.747
Ghana,7,0,0,0
Greece,1,0.2,0,2.015
Grenada,7,0,0,0
Guatemala,1,0.022,0,2.512
Guinea,1,0,0,3.198
Guinea-Bissau,0,0,0,26.423
Guyana,7,0,0,0
Haiti,7,0,0,0.351
Honduras,1,0,0.404,3.332
Hungary,3,0.35,1.139,9.109
Iceland,1,2.541,0,2.93
India,1,0.053,0.05,1.735
Indonesia,1,0.015,0.029,1.583
International,7,0,0,0
Iran,3,0.14,0.75,11.977
Iraq,1,0.083,0.025,1.691
Ireland,2,1.509,6.683,44.757
Israel,3,1.277,0.462,13.402
Italy,0,1.227,4.449,32.5
Jamaica,1,0.108,0,3.377
Japan,1,0.054,0.229,2.166
Jordan,7,0,0,0.588
Kazakhstan,3,1.012,0,10.385
Kenya,7,0.027,0.074,0.279
Kosovo,1,0,0,3.622
Kuwait,6,0,0.937,82.659
Kyrgyzstan,1,0,0,1.533
Laos,7,0,0,0
Latvia,5,1.715,0.53,6.362
Lebanon,7,0,0,0.586
Lesotho,7,0,0,0
Liberia,1,0,0.395,2.175
Libya,7,0.022,0,0.291
Liechtenstein,7,0,0,0
Lithuania,5,2.601,0,5.143
Luxembourg,0,2.225,3.195,28.755
Madagascar,7,0.003,0,0.144
Malawi,7,0.004,0,0
Malaysia,1,0,0.031,2.132
Maldives,2,0.82,0,42.55
Mali,7,0,0,0.889
Malta,5,2.283,0,4.53
Marshall Islands,7,0,0,0
Mauritania,7,0,0,0
Mauritius,7,0,0,0
Mexico,3,0.024,0.876,11.75
Moldova,0,0,1.487,20.575
Monaco,7,0,0,0
Mongolia,7,0,0,0
Montenegro,7,0,0,0
Morocco,5,0.059,0.027,3.956
Mozambique,7,0.005,0,0.096
Myanmar,7,0.003,0,0
Namibia,7,0.022,0,0
Nepal,7,0.019,0,0.069
Netherlands,0,0,5.719,27.838
New Zealand,1,1.172,0.207,1.244
Nicaragua,7,0,0,0
Niger,7,0,0.041,0.372
Nigeria,7,0,0.049,1.155
North Macedonia,3,0.174,1.92,13.92
Norway,3,0.279,0,8.301
Oman,0,0,0,19.387
Pakistan,5,0.036,0.104,4.477
Palestine,1,0,0,1.764
Panama,2,0.243,0.927,43.571
Papua New Guinea,7,0,0,0
Paraguay,3,0.062,0,9.394
Peru,6,0.053,2.214,105.636
Philippines,1,0.036,0.1,2.592
Poland,5,0.414,0.185,6.024
Portugal,0,1.243,1.765,30.01
Qatar,4,1.12,0.694,238.454
Romania,3,0.432,1.403,16.998
Russia,2,1.519,0.658,54.36
Rwanda,7,0.105,0,0.463
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,7,0,0,0
Saint Vincent and the Grenadines,7,0,0,0
Samoa,7,0,0,0
San Marino,4,0,0,324.12
Sao Tome and Principe,3,0,4.563,9.126
Saudi Arabia,2,0.368,0.201,38.605
Senegal,5,0.054,0,5.435
Serbia,7,0.868,0,0
Seychelles,7,0,0,0
Sierra Leone,1,0,0,1.504
Singapore,6,0,0.171,159.307
Slovakia,1,0.677,0,1.282
Slovenia,1,0.346,0.481,2.405
Solomon Islands,7,0,0,0
Somalia,7,0,0,0
South Africa,5,0.168,0.219,5.126
South Korea,7,0,0.039,0.117
South Sudan,7,0,0,0.893
