country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,8,0,0.411,2.183
Albania,2,0,1.39,28.841
Algeria,3,0,0.16,11.015
Andorra,5,0,0,0
Angola,8,0,0.091,1.339
Antigua and Barbuda,5,0,0,0
Argentina,6,0.127,0.774,58.789
Armenia,0,0,2.025,194.72
Australia,4,2.117,0,7.177
Austria,3,0.559,0.222,12.658
Azerbaijan,6,0,0.789,51.286
Bahamas,5,0,0,0
Bahrain,0,4.489,2.351,276.801
Bangladesh,2,0.067,0.285,16.188
Barbados,5,0,0,0
Belarus,2,0,0.529,17.462
Belgium,2,0.485,0,20.536
Belize,5,0,0,0
Benin,5,0,0,0
Bhutan,8,0,0,2.592
Bolivia,6,0.16,4.54,84.554
Bosnia and Herzegovina,6,0,0.61,48.159
Botswana,1,0,0,36.145
Brazil,7,0,2.969,116.819
Brunei,5,0,0,0
Bulgaria,3,0.404,0.144,11.082
Burkina Faso,5,0,0,0.144
Burundi,5,0,0,0
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,4,0.778,0.291,5.246
Cape Verde,5,0.639,0,0
Central African Republic,5,0,0,0
Chad,5,0,0.061,0.365
Chile,7,1.003,5.127,157.563
China,5,0,0,0.032
Colombia,7,0.731,3.695,94.59
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,6,0.325,0.393,71.651
Cote d'Ivoire,3,0.052,0.076,12.245
Croatia,3,0.186,0.244,12.179
Cuba,5,0.263,0,0.53
Cyprus,4,1.346,0,7.992
Czechia,4,0.167,0,5.509
Democratic Republic of Congo,5,0.004,0,0.692
Denmark,5,1.577,0,0
Djibouti,8,0,0,4.049
Dominica,5,0,0,0
Dominican Republic,7,0.274,1.567,130.716
Ecuador,1,0.105,0.907,37.465
Egypt,3,0,0.87,8.912
El Salvador,1,0.378,0.925,43.631
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,5,0.21,0,0
Eswatini,1,0,1.724,34.478
Ethiopia,8,0.034,0.026,1.374
Fiji,5,0.108,0,0
Finland,5,0.421,0,0.541
France,5,0.131,0,0
Gabon,5,0,0,0
Gambia,5,0,0,0
Georgia,5,0,0,1.253
Germany,8,0,0.012,2.506
Ghana,4,0.064,0.129,8.689
Greece,8,0.265,0,2.974
Grenada,5,0,0,0
