country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,1,0,0.565,4.984
Albania,6,0,0.695,25.714
Algeria,3,0,0.205,10.832
Andorra,7,0,0,0
Angola,2,0,0.061,1.217
Antigua and Barbuda,7,0,0,0
Argentina,4,0.205,1.372,65.913
Armenia,5,0,4.05,117.777
Australia,1,1.645,0,5.137
Austria,1,0.671,0,6.218
Azerbaijan,4,0,0.69,52.963
Bahamas,7,0,0,0
Bahrain,0,0,0,293.844
Bangladesh,3,0.08,0.334,18.38
Barbados,7,0,0,0
Belarus,6,0,0.741,21.06
Belgium,2,1.201,0,0
Belize,7,0,0,0
Benin,7,0,0,0
Bhutan,7,0,0,0
Bolivia,5,0.157,4.626,88.752
Bosnia and Herzegovina,4,0,2.438,49.683
Botswana,7,0,0,0
Brazil,0,0,5.9,213.14
Brunei,7,0,0,0
Bulgaria,6,0,0.576,27.056
Burkina Faso,7,0,0,0.144
Burundi,7,0,0,0
Cambodia,7,0,0,0
Cameroon,5,0,1.733,87.547
Canada,1,1.178,0.45,5.511
Cape Verde,4,0.441,1.799,64.75
Central African Republic,1,0,0,7.868
Chad,7,0,0,0.061
Chile,5,0.631,2.616,128.791
China,7,0,0,0.019
Colombia,5,0.415,2.928,82.798
Comoros,7,0,0,0
Congo,7,0,0,0
Costa Rica,4,0.24,0,48.095
Cote d'Ivoire,1,0.049,0.038,8.643
Croatia,3,0.21,0,12.667
Cuba,2,0.251,0,1.324
Cyprus,2,1.36,0,1.142
Czechia,3,0.388,0.093,11.112
Democratic Republic of Congo,7,0.01,0,0
Denmark,2,2.851,0.345,1.726
Djibouti,4,0,0,56.68
Dominica,7,0,0,0
Dominican Republic,6,0.337,1.567,27.839
Ecuador,4,0.121,2.947,49.028
Egypt,1,0,0.655,10.329
El Salvador,4,0.385,0.925,43.169
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,2,0.55,0,0.754
Eswatini,6,0,0.862,38.788
Ethiopia,7,0.017,0,0
Fiji,7,0,0,0
Finland,2,0.821,0,0.902
France,1,1.016,0.199,7.277
Gabon,7,0,0,0
Gambia,7,0,0,0
Georgia,2,0,0,1.253
Germany,8,0,0.119,3.33
Ghana,6,0.082,0,28.674
Greece,8,0.84,0.096,2.59
Grenada,7,0,0,0
Guatemala,4,0.099,1.284,45.491
Guinea,8,0,0,1.98
