country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,3,0,0,5.163
Albania,0,0,0,37.529
Algeria,3,0,0,13.956
Andorra,3,0,0,0
Angola,3,0,0,1.187
Antigua and Barbuda,3,0,0,0
Argentina,2,0,0,135.566
Armenia,2,0,0,158.273
Australia,3,0,0,11.49
Austria,0,9.66,1.665,18.875
Azerbaijan,0,0,0,34.224
Bahamas,2,0,0,139.861
Bahrain,2,0,0,210.98
Bangladesh,0,0,0,17.342
Barbados,3,0,0,0
Belarus,0,0,0,17.673
Belgium,0,17.516,3.451,18.983
Belize,3,0,0,10.06
Benin,3,0,0,0.33
Bhutan,3,0,0,0
Bolivia,1,0,0,95.691
Bosnia and Herzegovina,1,0,0,105.766
Botswana,0,0,0,29.767
Brazil,2,0,0,282.091
Brunei,3,0,0,0
Bulgaria,0,92.395,3.454,38.714
Burkina Faso,3,0,0,0.191
Burundi,3,0,0,1.43
Cambodia,3,0,0,0.239
Cameroon,3,0,0,0
Canada,0,0,0,16.109
Cape Verde,1,0,0,64.75
Central African Republic,3,0,0,3.313
Chad,3,0,0,1.583
Chile,2,0,0,123.299
China,3,0,0,0.097
Colombia,2,0,0,156.143
Comoros,3,0,0,3.45
Congo,3,0,0,0
Costa Rica,2,0,0,150.762
Cote d'Ivoire,3,0,0,10.16
Croatia,0,32.154,0,25.333
Cuba,3,0,0,0.353
Cyprus,3,0,0,5.708
Czechia,0,8.404,1.868,21.477
Democratic Republic of Congo,3,0,0,1.05
Denmark,3,3.28,0.518,6.906
Djibouti,3,0,0,1.012
Dominica,3,0,0,0
Dominican Republic,2,0,0,144.913
Ecuador,1,0,0,50.501
Egypt,3,0,0,6.528
El Salvador,1,0,0,61.978
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,2.82
Estonia,3,2.262,1.508,1.508
Eswatini,1,0,0,71.542
Ethiopia,3,0,0,3.558
Fiji,3,0,0,0
Finland,3,0,0,1.805
France,0,90.619,6.297,16.27
Gabon,3,0,0,0
Gambia,3,0,0,9.931
Georgia,3,0,0,3.008
Germany,3,0,0,7.221
Ghana,3,0,0,0
Greece,3,0,0,3.166
Grenada,3,0,0,0
Guatemala,1,0,0,58.999
Guinea,3,0,0,4.493
Guinea-Bissau,3,0,0,0
Guyana,3,0,0,1.271
Haiti,3,0,0,2.631
Honduras,1,0,0,80.77
Hungary,3,7.867,0,1.449
Iceland,3,0,0,2.93
India,0,0,0,35.732
Indonesia,3,0,0,6.968
International,3,0,0,0
Iran,0,0,0,31.205
Iraq,1,0,0,58.698
Ireland,3,2.633,1.215,1.418
Israel,2,0,0,229.911
