country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,8,2.697,0.8,0
Albania,7,40.656,1.12,0
Algeria,5,14.64,1.06,0
Andorra,6,0,1.08,0
Angola,8,1.521,1.14,0
Antigua and Barbuda,4,0,0,0
Argentina,0,131.406,1.17,0
Armenia,3,80.655,0.8,0
Australia,8,10.941,1.24,0
Austria,1,13.213,1.08,1.665
Azerbaijan,5,40.634,0.87,0
Bahamas,2,165.29,1.87,0
Bahrain,2,257.995,0.99,0
Bangladesh,5,17.973,0.95,0
Barbados,6,0,0.48,0
Belarus,4,12.17,0.85,0
Belgium,7,20.19,1.46,4.228
Belize,8,0,0,0
Benin,1,0,0.95,0
Bhutan,8,0,0,0
Bolivia,0,98.175,1.03,0
Bosnia and Herzegovina,0,81.687,1.17,0
Botswana,6,0,0.84,0
Brazil,2,192.022,1.06,0
Brunei,1,0,0,0
Bulgaria,7,35.979,1.03,5.613
Burkina Faso,6,0.239,0.99,0
Burundi,4,0,0.68,0
Cambodia,1,0,0.37,0
Cameroon,6,2.599,1,0
Canada,8,10.598,1.04,0
Cape Verde,7,46.764,1.08,0
Central African Republic,6,0,0.61,0
Chad,8,0.244,0.83,0
Chile,0,98.189,0.9,0
China,8,0.144,1.47,0
Colombia,2,202.111,1.19,0
Comoros,4,0,0.67,0
Congo,8,0,0.67,0
Costa Rica,0,98.741,1.18,0
Cote d'Ivoire,6,2.199,0.9,0
Croatia,1,10.231,0.83,0
Cuba,8,2.031,2.09,0
Cyprus,6,7.992,1.74,0
Czechia,7,26.426,1.24,1.774
Democratic Republic of Congo,6,0.324,1.05,0
Denmark,6,6.215,1.33,0.518
Djibouti,6,9.109,0.88,0
Dominica,6,0,0,0
Dominican Republic,5,49.226,1.04,0
Ecuador,0,63.368,1.03,0
Egypt,6,4.544,0.65,0
El Salvador,0,63.365,1.09,0
Equatorial Guinea,4,0,0.28,0
Eritrea,8,0,0.28,0
Estonia,4,3.015,1.61,0.754
Eswatini,0,75.851,1.14,0
Ethiopia,8,5.68,1.29,0
Fiji,6,0,0,0
Finland,1,1.083,1.19,0
France,6,11.107,1.3,5.531
Gabon,8,0,1.07,0
Gambia,1,0,1.47,0
Georgia,6,2.005,0.94,0
Germany,6,7.102,1.22,0
Ghana,7,25.167,1.06,0
Greece,6,4.989,1.36,0
Grenada,4,0,0,0
Guatemala,0,63.743,1.07,0
Guinea,8,5.406,1.09,0
Guinea-Bissau,4,0,0.69,0
Guyana,8,8.9,1.27,0
