country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,0,20.319,1.08,0
Albania,6,4.865,1.31,0
Algeria,6,2.372,0.84,0
Andorra,7,0,0.39,0
Angola,6,0.091,0,0
Antigua and Barbuda,2,0,0,0
Argentina,0,17.125,1.3,0
Armenia,3,258.501,1.21,0
Australia,4,0.235,0.91,0
Austria,7,0.444,0.99,1.888
Azerbaijan,0,30.969,1.33,0
Bahamas,2,0,0.08,0
Bahrain,3,223.321,1.15,0
Bangladesh,4,16.656,1.23,0
Barbados,6,0,0,0
Belarus,1,93.023,0.93,0
Belgium,6,13.288,0.77,10.009
Belize,6,0,0,0
Benin,7,0,0.97,0
Bhutan,0,14.256,0,0
Bolivia,0,24.415,1.26,0
Bosnia and Herzegovina,4,0,1.18,0
Botswana,4,0,0,0
Brazil,8,88.973,1.19,0
Brunei,7,0,0,0
Bulgaria,7,2.303,1.44,1.727
Burkina Faso,7,0.048,0.94,0
Burundi,2,0,0,0
Cambodia,7,0.06,0.06,0
Cameroon,4,11.64,1.14,0
Canada,0,18.626,0.77,0
Cape Verde,0,21.583,1.1,0
Central African Republic,0,13.251,1,0
Chad,6,0.061,0.76,0
Chile,3,335.056,1.14,0
China,6,0.003,1.32,0
Colombia,0,23.76,1.24,0
Comoros,2,0,0.72,0
Congo,6,0,0.77,0
Costa Rica,6,10.797,1.47,0
Cote d'Ivoire,4,6.9,1.24,0
Croatia,4,0,0.51,0
Cuba,5,1.589,0.96,0
Cyprus,6,4.567,0.99,0
Czechia,7,5.696,1.06,0.934
Democratic Republic of Congo,6,1.541,1.1,0
Denmark,4,4.144,0.88,2.59
Djibouti,0,38.461,0.76,0
Dominica,6,0,0,0
Dominican Republic,0,37.334,1.13,0
Ecuador,0,22.218,1.11,0
Egypt,0,14.335,1.21,0
El Salvador,5,12.488,1.16,0
Equatorial Guinea,2,0,0.35,0
Eritrea,5,0,0,0
Estonia,7,6.031,0.98,0
Eswatini,5,9.481,1.44,0
Ethiopia,6,0.748,1.32,0
Fiji,6,0,0,0
Finland,7,3.068,0.71,1.083
France,6,5.255,1.07,15.688
Gabon,6,0,1.1,0
Gambia,6,0,0,0
Georgia,6,0.251,0.79,0
Germany,4,3.581,0.88,0
Ghana,4,5.664,1.22,0
Greece,4,1.631,1.26,0
Grenada,2,0,0,0
Guatemala,5,14.68,1.28,0
Guinea,6,0,1.1,0
Guinea-Bissau,2,0,0.8,0
Guyana,5,0,0.62,0
Haiti,0,22.977,1.22,0
Honduras,5,17.366,1.26,0
Hungary,4,1.863,0.66,0
Iceland,7,2.93,0.39,0
India,6,7.872,1.23,0
Indonesia,6,2.457,1.2,0
International,2,0,0,0
Iran,7,28.145,0.88,0
Iraq,0,31.525,1.8,0
Ireland,6,3.645,0.51,6.886
Israel,0,16.175,1.65,0
Italy,7,3.258,0.71,4.747
Jamaica,6,0.675,0.96,0
Japan,7,0.308,0.94,0
Jordan,7,1.274,1.36,0
Kazakhstan,6,9.746,1.06,0
Kenya,5,3.106,1.28,0
Kosovo,0,18.626,1.48,0
Kuwait,8,167.894,0.87,0
Kyrgyzstan,6,5.058,1.24,0
Laos,7,0,0,0
Latvia,4,1.06,0.82,0
Lebanon,6,1.612,1.13,0
Lesotho,4,0,0,0
Liberia,6,2.768,1.03,0
Libya,5,0,1.22,0
Liechtenstein,2,0,0,0
Lithuania,4,3.306,0.92,0
Luxembourg,7,6.39,0.98,3.195
Madagascar,6,0.939,1.21,0
Malawi,4,1.516,1.25,0
Malaysia,6,0.587,0.79,0
Maldives,2,3.7,0.95,0
Mali,4,0.494,1.05,0
Malta,2,4.53,0.87,0
Marshall Islands,2,0,0,0
Mauritania,0,21.937,1.43,0
Mauritius,4,0,0.05,0
Mexico,0,27.022,1.17,0
Moldova,0,46.852,1.18,0
Monaco,2,0,0,0
Mongolia,6,0,0.56,0
Montenegro,2,0,0.06,0
Morocco,5,1.978,1.14,0
Mozambique,4,0.48,1.13,0
Myanmar,6,0.037,0.77,0
Namibia,4,0,0,0
Nepal,5,7.31,1.54,0
Netherlands,4,13.948,1,7.295
New Zealand,7,0,0.19,0
Nicaragua,2,0,0.23,0
Niger,7,0.124,0.71,0
Nigeria,6,1.227,1.18,0
North Macedonia,1,52.799,1.55,0
Norway,7,2.951,0.97,0
Oman,8,169.584,1.21,0
Pakistan,4,21.404,1.29,0
Palestine,6,1.568,1.32,0
Panama,8,97.572,1.28,0
Papua New Guinea,4,0,0,0
Paraguay,6,6.309,1.22,0
Peru,8,144.275,1.08,0
Philippines,6,5.065,1.16,0
Poland,4,15.193,1.12,0
Portugal,0,33.54,1.09,5.688
Qatar,3,553.616,0.93,0
Romania,4,9.824,1.05,7.485
Russia,8,61.473,0.99,0
Rwanda,6,0.618,1.4,0
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,9.013,0,0
Samoa,2,0,0,0
San Marino,4,0,0.56,0
Sao Tome and Principe,1,63.88,0.45,0
Saudi Arabia,8,87.465,1.18,0
Senegal,4,4.718,1.06,0
Serbia,7,12.051,1.14,0
Seychelles,7,0,0,0
Sierra Leone,6,2.883,0.98,0
Singapore,8,65.466,0.83,0
Slovakia,4,0,0.96,0
Slovenia,7,0.481,1.39,0
Solomon Islands,7,0,0,0
Somalia,7,2.831,0.82,0
South Africa,0,38.982,1.35,0
South Korea,4,0.741,1.05,0
South Sudan,0,28.855,0.81,0
Spain,4,5.133,0.85,0
Sri Lanka,6,0.981,0.84,0
Sudan,5,0,1.13,0
Suriname,0,37.502,1.12,0
Sweden,0,45.746,1.09,0
