country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,7,2.826,1.43,0
Albania,5,5.56,0.76,0
Algeria,6,4.538,1.36,0
Andorra,4,0,0.54,0
Angola,7,0,0,0
Antigua and Barbuda,8,0,0,0
Argentina,5,3.496,1.22,0
Armenia,8,21.935,1.34,0
Australia,6,0.314,0.55,0
Austria,6,4.996,0.59,14.545
Azerbaijan,7,4.833,1.06,0
Bahamas,8,0,0,0
Bahrain,1,64.646,1.29,0
Bangladesh,5,3.892,1.43,0
Barbados,5,0,0,0
Belarus,3,102.97,1.37,0
Belgium,1,45.299,0.74,66.353
Belize,6,0,0,0
Benin,6,0,0,0
Bhutan,7,0,0,0
Bolivia,7,4.883,1.45,0
Bosnia and Herzegovina,1,28.042,1.16,0
Botswana,7,0,0,0
Brazil,1,30.344,1.49,0
Brunei,4,0,0.06,0
Bulgaria,6,6.908,1.11,5.613
Burkina Faso,7,0.144,0.95,0
Burundi,8,0,0,0
Cambodia,4,0,0.05,0
Cameroon,6,4.784,1.25,0
Canada,1,45.44,1.04,0
Cape Verde,7,0,1.07,0
Central African Republic,6,0,0,0
Chad,5,0,0,0
Chile,1,27.202,1.44,0
China,4,0.003,0.34,0
Colombia,5,5.07,1.34,0
Comoros,8,0,0,0
Congo,5,0,0.8,0
Costa Rica,7,1.57,0.91,0
Cote d'Ivoire,7,2.085,1.19,0
Croatia,5,3.654,0.5,0
Cuba,7,2.649,0.85,0
Cyprus,5,6.85,0.66,0
Czechia,4,7.003,0.69,5.976
Democratic Republic of Congo,7,0.223,1.14,0
Denmark,1,27.105,0.91,11.395
Djibouti,5,5.061,0.76,0
Dominica,7,0,0,0
Dominican Republic,1,21.755,1.17,0
Ecuador,1,23.635,0.85,0
Egypt,7,2.208,1.32,0
El Salvador,5,4.934,1.2,0
Equatorial Guinea,8,0,0.54,0
Eritrea,5,0,0,0
Estonia,6,4.523,0.63,9.046
Eswatini,7,17.239,0,0
