country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,16.055,1.22,0
Albania,7,7.297,1.5,0
Algeria,4,3.649,0.89,0
Andorra,5,0,0.48,0
Angola,4,0.03,0,0
Antigua and Barbuda,8,0,0,0
Argentina,7,15.599,1.36,0
Armenia,3,125.539,1.32,0
Australia,6,0.431,0.95,0
Austria,5,3.775,0.81,3.553
Azerbaijan,1,16.274,1.35,0
Bahamas,8,0,0.06,0
Bahrain,0,191.586,1.19,0
Bangladesh,7,9.357,1.25,0
Barbados,4,0,0,0
Belarus,3,94.927,0.99,0
Belgium,1,11.821,0.71,18.033
Belize,7,0,0,0
Benin,5,0.165,0.97,0
Bhutan,4,1.296,0,0
Bolivia,2,54.142,1.36,0
Bosnia and Herzegovina,6,5.791,1.17,0
Botswana,5,0,0,0
Brazil,3,96.909,1.29,0
Brunei,5,0,0,0
Bulgaria,5,2.447,0.91,3.166
Burkina Faso,5,0.622,0.94,0
Burundi,8,0,0,0
Cambodia,5,0,0.04,0
Cameroon,6,0,1.19,0
Canada,1,23.82,0.84,0
Cape Verde,4,0,1.09,0
Central African Republic,4,6.419,0.99,0
Chad,4,0.913,0.84,0
Chile,0,226.405,1.32,0
China,4,0.002,1.05,0
Colombia,1,21.638,1.31,0
Comoros,8,0,0,0
Congo,1,15.223,0.81,0
Costa Rica,6,5.497,1.37,0
Cote d'Ivoire,6,2.995,1.21,0
Croatia,5,0,0.17,0
Cuba,7,0.971,1.02,0
Cyprus,4,0,0.85,0
Czechia,5,3.362,0.92,1.587
Democratic Republic of Congo,4,1.597,1.12,0
Denmark,5,9.15,0.83,3.798
Djibouti,0,231.781,1.44,0
Dominica,6,0,0,0
Dominican Republic,2,42.312,1.08,0
Ecuador,2,42.396,0.95,0
Egypt,7,8.892,1.36,0
El Salvador,7,10.33,1.17,0
Equatorial Guinea,8,0,0.49,0
Eritrea,7,0,0,0
Estonia,5,4.523,0.99,0.754
Eswatini,7,9.481,1.08,0
Ethiopia,4,0.261,1.82,0
Fiji,4,0,0,0
Finland,5,11.551,0.76,1.985
France,4,2.926,1.16,22.475
Gabon,2,36.393,1.12,0
Gambia,4,0,0,0
Georgia,7,0.752,0.88,0
Germany,5,3.867,0.78,0
Ghana,5,5.986,1.24,0
Greece,6,1.055,0.94,0
Grenada,8,0,0,0
Guatemala,7,10.661,1.33,0
Guinea,4,0,1.11,0
Guinea-Bissau,8,8.638,0.81,0
Guyana,7,0,0.6,0
Haiti,7,12.804,1.39,0
Honduras,7,24.13,1.29,0
Hungary,6,2.277,0.73,0
Iceland,5,2.93,0.75,0
India,4,5.285,1.28,0
Indonesia,6,2.508,1.1,0
International,8,0,0,0
Iran,5,24.764,1.05,0
Iraq,7,7.135,1.69,0
Ireland,1,13.771,0.55,9.721
Israel,4,4.621,1.55,0
Italy,6,9.659,0.7,8.352
Jamaica,7,1.689,0.9,0
Japan,8,0.206,0.82,0
Jordan,4,0.196,0.84,0
Kazakhstan,1,17.841,1.2,0
Kenya,7,2.287,1.49,0
Kosovo,7,4.657,1.11,0
Kuwait,0,162.04,0.98,0
Kyrgyzstan,4,7.97,1.24,0
Laos,5,0,0,0
Latvia,5,2.121,0.82,0
Lebanon,4,3.077,1.15,0
Lesotho,5,0,0,0
Liberia,7,0,1.01,0
Libya,7,3.202,0,0
Liechtenstein,8,0,0,0
Lithuania,6,2.939,0.85,0
Luxembourg,5,9.585,0.73,6.39
Madagascar,6,0.939,1.44,0
Malawi,5,0,1.33,0
Malaysia,4,0.463,1.13,0
Maldives,8,35.15,1.07,0
Mali,5,1.926,1.07,0
Malta,8,2.265,0.53,0
Marshall Islands,8,0,0,0
Mauritania,4,5.162,1.45,0
Mauritius,4,0,0.06,0
Mexico,1,26.859,1.22,0
Moldova,2,57.512,1.13,0
Monaco,6,0,0,0
Mongolia,6,2.135,0.59,0
Montenegro,8,0,0,0
Morocco,7,0.65,0.78,0
Mozambique,5,0.448,1.12,0
Myanmar,4,0,0.71,0
Namibia,6,0.394,0,0
Nepal,7,3.913,1.88,0
Netherlands,6,11.088,0.85,10.388
New Zealand,5,0,0.15,0
Nicaragua,8,0,0.24,0
Niger,8,0,0.7,0
Nigeria,7,1.887,1.19,0
North Macedonia,8,12,1.36,0
Norway,5,3.32,0.79,0
Oman,2,49.935,1.27,0
Pakistan,7,9.398,1.27,0
Palestine,4,0.98,1.19,0
Panama,2,65.125,1.3,0
Papua New Guinea,5,0,0,0
Paraguay,4,0.981,1.13,0
