country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,2,6.011,0.87,0
Albania,1,23.282,1.23,0
Algeria,0,3.922,1.37,0
Andorra,3,0,0.35,0
Angola,2,0.243,1.12,0
Antigua and Barbuda,8,0,0,0
Argentina,6,58.59,1.29,0
Armenia,5,239.941,1.08,0
Australia,3,1.451,1.73,0
Austria,3,4.552,1.23,1.221
Azerbaijan,6,58.19,1.25,0
Bahamas,8,0,0.07,0
Bahrain,5,298.546,1.08,0
Bangladesh,1,21.021,1.07,0
Barbados,0,0,0,0
Belarus,8,48.469,0.76,0
Belgium,3,7.593,0.98,3.451
Belize,0,0,0,0
Benin,3,4.289,0.97,0
Bhutan,2,0,0,0
Bolivia,6,94.063,1.19,0
Bosnia and Herzegovina,7,26.823,1.18,0
Botswana,0,1.276,0,0
Brazil,5,201.003,1.14,0
Brunei,3,0,0,0
Bulgaria,3,18.421,1.31,2.303
Burkina Faso,3,0.574,0.97,0
Burundi,4,0,0.64,0
Cambodia,3,0,0.15,0
Cameroon,7,12.13,1.05,0
Canada,0,8.479,0.83,0
Cape Verde,1,30.576,1.1,0
Central African Republic,7,9.938,0.89,0
Chad,0,0,0.75,0
Chile,5,190.885,0.9,0
China,2,0.014,1.09,0
Colombia,6,69.591,1.27,0
Comoros,8,0,0.72,0
Congo,0,0,0.72,0
Costa Rica,1,28.857,1.49,0
Cote d'Ivoire,7,9.857,1.12,0
Croatia,3,5.359,3.01,0
Cuba,2,0.088,0.56,0
Cyprus,3,1.142,0.93,0
Czechia,4,11.859,1.49,1.214
Democratic Republic of Congo,2,2.077,1.08,0
Denmark,7,9.323,0.99,1.381
Djibouti,7,13.158,0.61,0
Dominica,0,0,0,0
Dominican Republic,6,64.068,1.19,0
Ecuador,2,0,1.18,0
Egypt,7,13.876,1,0
El Salvador,1,27.289,1.15,0
Equatorial Guinea,8,0,0.26,0
Eritrea,2,0.282,0.42,0
Estonia,3,0.754,0.57,1.508
Eswatini,2,13.791,1.23,0
Ethiopia,2,1.618,0.99,0
Fiji,0,0,0,0
Finland,4,2.166,0.8,0.361
France,3,1.241,1.07,9.652
Gabon,1,48.074,1.08,0
Gambia,0,0,0,0
Georgia,3,0.752,0.66,0
Germany,0,4.667,1.08,0
Ghana,7,14.321,1.18,0
Greece,3,0.768,1.14,0
Grenada,8,0,0,0
Guatemala,2,15.573,1.22,0
Guinea,2,10.203,1.1,0
Guinea-Bissau,8,0,0.78,0
Guyana,2,3.814,0.82,0
Haiti,2,9.208,1.01,0
Honduras,6,63.405,1.22,0
Hungary,3,0.725,0.88,0
Iceland,3,5.861,1.28,0
India,2,12.262,1.23,0
Indonesia,0,4.069,1.11,0
International,8,0,0,0
Iran,7,30.133,1.02,0
Iraq,6,54.696,1.31,0
Ireland,0,1.013,0.75,1.823
Israel,6,56.265,1.59,0
Italy,7,9.543,1.09,1.77
Jamaica,0,2.702,1.13,0
Japan,4,0.664,1.36,0
Jordan,3,2.352,0.95,0
Kazakhstan,1,27.694,1.12,0
Kenya,2,4.724,1.24,0
Kosovo,7,26.904,1.36,0
Kuwait,5,198.1,1.19,0
Kyrgyzstan,1,34.947,1.57,0
Laos,3,0,0,0
Latvia,3,0,0.98,0
Lebanon,0,3.223,1.2,0
Lesotho,3,0,0,0
Liberia,2,1.977,1.01,0
Libya,2,4.512,1.24,0
Liechtenstein,8,0,0,0
Lithuania,4,0.367,0.84,0
Luxembourg,3,11.183,1.65,0
Madagascar,0,2.275,1.36,0
Malawi,7,7.214,1.29,0
Malaysia,3,0.185,0.57,0
Maldives,8,42.55,1.02,0
Mali,3,1.333,1.03,0
Malta,8,0,0.56,2.265
Marshall Islands,8,0,0,0
Mauritania,1,48.821,1.13,0
Mauritius,4,0.786,0.12,0
Mexico,1,42.169,1.11,0
Moldova,6,90.234,1.03,0
Monaco,8,25.482,0.13,0
Mongolia,0,0.305,0.69,0
Montenegro,8,17.514,2.21,0
Morocco,7,15.253,1.56,0
Mozambique,2,0.16,1.11,0
Myanmar,2,0.018,0.69,0
Namibia,3,1.574,0,0
Nepal,2,21.588,1.15,0
Netherlands,7,4.786,0.74,3.385
New Zealand,4,0.622,1.44,0
Nicaragua,4,0,0.24,0
Niger,4,0,0.74,0
Nigeria,2,3.148,1.1,0
North Macedonia,8,64.319,1.05,0
Norway,3,2.951,1.02,0
Oman,5,223.631,1.13,0
Pakistan,7,18.308,0.93,0
Palestine,1,31.168,2.42,0
Panama,5,165.942,1.18,0
Papua New Guinea,3,0.112,0,0
Paraguay,2,14.861,1.68,0
Peru,6,117.646,1.02,0
Philippines,2,4.289,1.21,0
Poland,3,7.768,0.88,0
Portugal,1,35.992,1.05,7.159
Qatar,5,416.166,0.9,0
Romania,3,16.686,1.19,9.669
Russia,1,49.097,0.91,0
Rwanda,2,2.471,1.27,0
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,8,0,0,0
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,4,0,0.33,0
Sao Tome and Principe,8,13.689,0.48,0
Saudi Arabia,6,89.706,1.04,0
Senegal,7,5.674,1.01,0
Serbia,4,21.015,1.45,0
Seychelles,4,0,0,0
Sierra Leone,3,0.878,0.97,0
Singapore,7,32.648,0.76,0
Slovakia,4,3.297,1.48,0
Slovenia,3,3.367,1.75,0.962
Solomon Islands,4,0,0,0
Somalia,3,1.447,0.79,0
South Africa,6,95.905,1.38,0
South Korea,3,0.546,0.83,0
South Sudan,2,1.072,0.78,0
Spain,3,7.144,1.08,0
Sri Lanka,3,0.467,0.93,0
Sudan,2,0,1.05,0
Suriname,6,64.776,1.18,0
Sweden,5,168.131,1.03,0
Switzerland,4,5.084,1.38,0
Syria,0,0,1.27,0
Taiwan,4,0,0.29,0
Tajikistan,0,6.605,0.89,0
Tanzania,4,0,0,0
Thailand,0,0.029,0.95,0
Timor,4,0,0,0
Togo,3,0.846,1.04,0
Trinidad and Tobago,0,0,0.04,0
Tunisia,4,0.085,0.99,0
Turkey,7,17.69,1.12,0
Uganda,2,0.175,0.94,0
Ukraine,3,21.745,1.15,0
United Arab Emirates,1,45.499,0.95,0
United Kingdom,7,11.446,0.84,4.655
United States,6,104.005,1.28,15.991
Uruguay,7,4.894,1.08,0
Uzbekistan,7,9.8,1.32,0
Vanuatu,0,0,0,0
Vatican,8,0,0,0
Venezuela,2,6.295,1.33,0
Vietnam,0,0.031,0.59,0
Yemen,0,0.771,1,0
Zambia,3,0.653,0.9,0
Zimbabwe,0,0.336,1.19,0
