country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,0.873,0.94,0
Albania,2,32.316,0.91,0
Algeria,4,7.731,0.86,0
Andorra,8,103.54,1.45,0
Angola,4,2.282,1.13,0
Antigua and Barbuda,5,0,0,0
Argentina,7,232.411,1.12,0
Armenia,5,32.735,0.97,0
Australia,4,4.078,0.62,0
Austria,2,22.651,1.14,3.331
Azerbaijan,4,14.104,0.99,0
Bahamas,7,150.033,0.97,0
Bahrain,7,275.038,1.04,0
Bangladesh,4,11.84,0.91,0
Barbados,3,6.96,0.77,0
Belarus,1,12.593,1.1,0
Belgium,2,21.657,1.05,5.867
Belize,8,108.143,1.16,0
Benin,3,0,0.94,0
Bhutan,4,2.592,0.77,0
Bolivia,8,57.312,0.86,0
Bosnia and Herzegovina,0,82.297,1.16,0
Botswana,2,38.697,0.78,0
Brazil,7,200.692,0.96,0
Brunei,3,0,0,0
Bulgaria,2,27.056,0.99,8.923
Burkina Faso,3,0.096,1,0
Burundi,5,0,0.72,0
Cambodia,3,0,0.26,0
Cameroon,6,10.058,1.01,0
Canada,6,13.354,1.18,0
Cape Verde,7,154.68,1.08,0
Central African Republic,6,0,0.62,0
Chad,6,0.244,1,0
Chile,8,74.23,0.98,0
China,4,0.013,0.65,0
Colombia,7,175.54,0.93,0
Comoros,5,4.6,0.66,0
Congo,6,0,0.57,0
Costa Rica,7,176.086,1.13,0
Cote d'Ivoire,3,1.365,0.95,0
Croatia,2,35.32,1.05,0
Cuba,4,2.913,1.08,0
Cyprus,6,2.283,0.73,0
Czechia,0,46.596,1.41,3.735
Democratic Republic of Congo,3,0.078,1.06,0
Denmark,2,17.092,1.24,0.691
Djibouti,6,0,0.51,0
Dominica,3,0,0,0
Dominican Republic,4,24.336,0.96,0
Ecuador,4,30.72,1.01,0
Egypt,6,1.72,1.01,0
El Salvador,4,14.03,1.02,0
Equatorial Guinea,5,17.106,0.46,0
Eritrea,4,0,0.25,0
Estonia,1,15.077,1.31,0
Eswatini,2,35.34,0.86,0
Ethiopia,4,10.203,0.87,0
Fiji,6,1.116,0,0
Finland,1,10.107,1.23,0
France,0,76.325,1.27,6.404
Gabon,6,0,1.03,0
Gambia,4,27.31,0.87,0
Georgia,6,5.766,1.69,0
Germany,6,14.478,1.05,0
Ghana,3,5.214,0.98,0
Greece,2,19.86,1.11,0
Grenada,5,0,0,0
Guatemala,8,45.714,0.98,0
Guinea,6,5.33,1.08,0
Guinea-Bissau,5,0,0.55,0
Guyana,8,85.181,1.2,0
Haiti,1,0.526,0.93,0
Honduras,8,76.227,1.04,0
Hong Kong,6,0,0,0
Hungary,6,12.215,2.11,0
Iceland,2,26.374,0.96,0
India,8,56.78,1.09,0
Indonesia,6,10.145,1.16,0
International,5,0,0,0
Iran,6,20.025,0.84,0
Iraq,8,84.629,1.04,0
Ireland,2,43.339,1.21,1.215
Israel,7,260.18,1.28,0
Italy,6,16.126,1.2,1.77
Jamaica,4,0,1.4,0
Japan,1,4.957,0.78,0
Jordan,6,6.175,1.45,0
Kazakhstan,8,49.157,0.56,0
Kenya,4,2.12,0.72,0
Kosovo,8,76.056,0.87,0
Kuwait,7,164.381,1.09,0
Kyrgyzstan,4,9.197,0.71,0
Laos,3,0,0,0
Latvia,3,4.241,1.14,0
Lebanon,8,68.713,1.16,0
Lesotho,4,0,0.98,0
Liberia,6,0.198,0.91,0
Libya,8,95.761,1.2,0
Liechtenstein,5,0,0.12,0
Lithuania,3,8.449,1.13,0
Luxembourg,3,0,1.12,1.598
Madagascar,6,3.395,0.82,0
Malawi,6,0.523,0.81,0
Malaysia,6,0.433,1.34,0
Maldives,7,368.149,0.99,0
Mali,3,0.049,1.09,0
Malta,0,58.885,0.87,0
Marshall Islands,5,0,0,0
Mauritania,1,5.807,0.9,0
Mauritius,1,0,0.27,0
Mexico,8,50.228,0.98,0
Moldova,0,71.394,1.04,0
Monaco,5,0,0.5,0
Mongolia,6,0.61,0.38,0
Montenegro,7,130.56,1.38,0
Morocco,4,32.267,1.1,0
Mozambique,6,3.935,1.11,0
Myanmar,4,0.68,1.9,0
Namibia,0,55.885,1.02,0
Nepal,4,36.689,1.21,0
Netherlands,2,33.265,1.13,2.568
New Zealand,3,1.037,0.89,0
Nicaragua,1,26.266,0.4,0
Niger,1,0,0.76,0
Nigeria,6,1.159,0.79,0
North Macedonia,0,54.719,0.97,0
Norway,2,16.417,1.36,0
Oman,4,40.34,1.08,0
Pakistan,3,1.358,0.93,0
Palestine,8,108.205,1.24,0
Panama,7,132.104,0.93,0
Papua New Guinea,3,0.112,0.75,0
Paraguay,8,94.777,1.21,0
Peru,7,147.732,0.99,0
Philippines,4,31.438,0.9,0
Poland,3,14.532,0.91,0
Portugal,2,22.654,1.22,4.315
Qatar,8,74.972,0.9,0
Romania,0,54.736,1,27.134
Russia,2,32.001,1.01,0
Rwanda,4,6.099,0.93,0
