country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,3,1.747,1.43,0
Albania,8,4.865,0.92,0
Algeria,2,2.873,1.23,0
Andorra,6,0,0.56,0
Angola,2,0.03,0,0
Antigua and Barbuda,4,0,0,0
Argentina,8,2.478,1.24,0
Armenia,4,23.285,1.31,0
Australia,2,0.784,0.47,0
Austria,2,8.549,0.57,16.1
Azerbaijan,8,2.762,0.88,0
Bahamas,4,5.086,0,0
Bahrain,0,34.674,1.3,0
Bangladesh,8,2.538,1.44,0
Barbados,3,0,0,0
Belarus,5,92.388,1.46,0
Belgium,5,69.804,0.8,77.915
Belize,2,0,0,0
Benin,2,0.825,0,0
Bhutan,3,0,0,0
Bolivia,3,7.196,1.45,0
Bosnia and Herzegovina,8,9.144,1.16,0
Botswana,3,0,0,0
Brazil,2,17.764,1.51,0
Brunei,6,0,0.08,0
Bulgaria,2,7.628,1.2,5.325
Burkina Faso,3,0.144,0.95,0
Burundi,4,0,0,0
Cambodia,6,0,0.05,0
Cameroon,2,3.88,1.26,0
Canada,0,44.036,1.08,0
Cape Verde,0,28.778,0,0
Central African Republic,2,0.621,0,0
Chad,3,0,0,0
Chile,0,24.743,1.4,0
China,6,0.002,0.36,0
Colombia,3,4.658,1.33,0
Comoros,4,0,0,0
Congo,8,0,0.8,0
Costa Rica,2,0.393,0.85,0
Cote d'Ivoire,2,2.767,1.2,0
Croatia,8,3.41,0.5,0
Cuba,3,2.825,0.88,0
Cyprus,8,7.992,0.65,0
Czechia,6,4.856,0.65,6.723
Democratic Republic of Congo,2,0.29,1.13,0
Denmark,2,22.444,0.93,12.085
Djibouti,8,15.182,0.8,0
Dominica,2,0,0,0
Dominican Republic,8,19.266,1.15,0
Ecuador,8,0,0.86,0
Egypt,3,2.101,1.31,0
El Salvador,8,3.7,1.19,0
Equatorial Guinea,4,0,0.54,0
Eritrea,8,0,0,0
Estonia,2,6.031,0.66,8.292
Eswatini,3,2.586,0,0
Ethiopia,2,0.009,0.34,0
Fiji,3,0,0,0
Finland,6,18.229,0.97,11.19
France,5,8.824,1.02,70.442
Gabon,3,0,1.15,0
Gambia,2,0,0,0
Georgia,8,7.52,1.14,0
Germany,2,15.003,0.68,0
