country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,7,0,0,84.26
Albania,6,0,0,89.81
Algeria,6,0,0,92.13
Andorra,1,0,0,52.78
Angola,6,0,0,90.74
Antigua and Barbuda,2,0,0,0
Argentina,6,0.05,16,100
Armenia,2,0,0,0
Australia,4,0.318,318.9,69.44
Austria,5,0.674,57.5,77.78
Azerbaijan,6,0,0,91.67
Bahamas,2,0,0,0
Bahrain,5,2.394,53,75
Bangladesh,6,0.019,7.5,93.52
Barbados,6,0,0,88.89
Belarus,2,0.633,10.7,16.67
Belgium,7,0.939,7.5,81.48
Belize,7,0,0,75
Benin,7,0,0,70.83
Bhutan,7,0,0,83.33
Bolivia,7,0.01,6.1,84.26
Bosnia and Herzegovina,6,0,0,92.59
Botswana,7,0,0,86.11
Brazil,7,0,0,74.54
Brunei,1,0,0,58.33
Bulgaria,0,0,20.4,73.15
Burkina Faso,7,0,0,84.26
Burundi,2,0,0,13.89
Cambodia,1,0,0,57.41
Cameroon,7,0,0,71.3
Canada,7,0.273,9.3,72.69
Cape Verde,7,0,0,79.63
Central African Republic,7,0,0,68.52
Chad,6,0,0,88.89
Chile,7,0.185,10.3,73.15
China,1,0,0,56.94
Colombia,7,0.064,0,84.26
Comoros,2,0,0,0
Congo,6,0,0,97.22
Costa Rica,7,0.052,0,75.93
Cote d'Ivoire,7,0.01,8,80.56
Croatia,0,0,42.9,96.3
Cuba,0,0.164,31.9,83.33
Cyprus,3,1.513,185,94.44
Czechia,5,0.779,53.9,60.19
Democratic Republic of Congo,7,0.001,11.8,80.56
Denmark,0,1.688,30.7,68.52
Djibouti,6,0,0,94.44
Dominica,7,0,0,79.63
Dominican Republic,6,0.119,3.7,96.3
Ecuador,6,0.035,0,93.52
Egypt,7,0,0,84.26
El Salvador,5,0.158,86.7,94.44
Equatorial Guinea,2,0,0,0
Eritrea,6,0,0,93.52
Estonia,5,1.251,60.1,77.78
Eswatini,7,0,0,84.26
Ethiopia,3,0.006,129.5,80.56
Fiji,5,0.025,83.9,88.89
Finland,0,0.653,23.7,60.19
France,6,0,0,87.96
Gabon,7,0,0,81.48
Gambia,7,0,0,78.7
Georgia,6,0,0,100
Germany,7,0,0,76.85
Ghana,5,0,76.2,62.04
Greece,0,0.127,44.4,84.26
Grenada,2,0,0,0
Guatemala,6,0.024,12.1,96.3
Guinea,7,0,0,78.7
Guinea-Bissau,2,0,0,0
Guyana,7,0,0,87.04
Haiti,6,0,0,89.81
Honduras,6,0,0,100
Hungary,0,0.207,24.3,76.85
Iceland,3,1.867,122.1,53.7
India,0,0,25.3,96.3
Indonesia,7,0.009,6.3,71.76
International,2,0,0,0
Iran,1,0.151,7.9,53.7
Iraq,5,0.044,76.2,85.19
Ireland,6,0.761,4.6,90.74
Israel,0,1.573,41.4,87.96
Italy,6,0.862,17.5,93.52
Jamaica,7,0.048,4.2,80.56
Japan,1,0.044,7.9,47.22
Jordan,6,0,0,96.3
Kazakhstan,5,0.467,65.3,92.13
Kenya,5,0.015,73.6,88.89
Kosovo,6,0,0,92.59
Kuwait,6,0,0,88.89
Kyrgyzstan,6,0,0,92.13
Laos,6,0,0,96.3
Latvia,3,0.691,98.4,69.44
Lebanon,7,0,0,85.19
Lesotho,6,0,0,90.74
Liberia,6,0,0,87.96
Libya,6,0.012,21.9,100
Liechtenstein,2,0,0,0
Lithuania,3,2.037,106.4,81.48
Luxembourg,7,1.205,16.8,70.37
Madagascar,7,0,0,72.22
Malawi,5,0.003,83.9,60.19
Malaysia,5,0,52.9,73.15
Maldives,2,0,24,0
Mali,7,0,0,72.22
Malta,3,1.834,119.1,0
Marshall Islands,2,0,0,0
Mauritania,7,0,0,77.78
Mauritius,7,0,0,82.41
Mexico,7,0.026,4.6,82.41
Moldova,7,0,0,84.26
Monaco,7,0,0,85.19
Mongolia,1,0,0,65.74
Montenegro,2,0,0,0
Morocco,6,0.046,6.2,93.52
Mozambique,0,0.002,36.3,56.48
Myanmar,0,0.005,41.3,86.11
Namibia,7,0,0,73.15
Nepal,5,0.012,91.3,96.3
Netherlands,7,0,0,79.63
New Zealand,4,1.477,400.4,96.3
Nicaragua,2,0,0,24.07
Niger,1,0,0,61.11
Nigeria,7,0,9.8,82.87
North Macedonia,2,0.112,9.5,0
Norway,0,0.661,34.1,71.3
Oman,6,0,0,92.59
Pakistan,6,0,10.4,92.59
Palestine,6,0,0,96.3
