location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,44706,203,209.429,1690,12,10,1148.418,5.215,5.38,43.413,0.308,0.257,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,32761,565,704.429,699,14,10.857,11384.043,196.331,244.78,242.894,4.865,3.773,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,74862,1088,1026.143,2272,17,16.857,1707.189,24.811,23.401,51.812,0.388,0.384,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.52,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,6256,49,54.857,76,0,0,80968.097,634.181,709.987,983.628,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,14493,80,148.857,337,1,2.143,440.969,2.434,4.529,10.254,0.03,0.065,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,139,0,0.714,4,0,0,1419.41,0,7.294,40.846,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,1370366,4184,8553.571,37002,100,223.714,30320.665,92.575,189.256,818.705,2.213,4.95,0.89,0,0,0,0,0,0,0,0,9768,3213109,71.093,0.216,20923,0.463,0.409,2.4,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,126224,1385,1269.571,1952,21,27,42596.703,467.395,428.441,658.74,7.087,9.112,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27834,13,12.143,907,0,0,1091.535,0.51,0.476,35.569,0,0,1.04,0,0,0,0,0,0,0,0,0,9709190,380.754,0,47122,1.848,0,3880.6,47.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,247188,5226,6176,2388,60,79.857,27445.816,580.254,685.735,265.145,6.662,8.867,0.9,683,75.835,3775,419.146,0,0,0,0,29831,2881435,319.932,3.312,30508,3.387,0.202,4.9,82.41,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,93094,3196,2486.571,1131,24,23.429,9181.615,315.213,245.244,111.548,2.367,2.311,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.91,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,7413,18,32.429,163,0,1,18850.7,45.773,82.463,414.497,0,2.543,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,85705,114,143.143,338,0,0.571,50367.805,66.996,84.123,198.639,0,0.336,0.88,0,0,0,0,0,0,0,0,8375,1962910,1153.579,4.922,9784,5.75,0.015,68.4,58.33,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,447341,2060,2144,6388,38,27.714,2716.271,12.508,13.018,38.788,0.231,0.168,1.12,0,0,0,0,0,0,0,0,13870,2646899,16.072,0.084,15411,0.094,0.139,7.2,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,259,4,1.286,7,0,0,901.274,13.919,4.474,24.359,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,123999,1564,1402,1096,7,7.143,13122.53,165.515,148.37,115.987,0.741,0.756,1.16,0,0,0,0,0,0,0,0,0,0,0,0,25686,2.718,0.055,18.3,22.22,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,558779,1875,3262.857,15618,96,171,48213.763,161.783,281.533,1347.586,8.283,14.755,0.63,1194,103.023,5025,433.578,0,0,2155.945,186.024,10725,5703154,492.092,0.925,28610,2.469,0.114,8.8,63.89,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,5183,73,46,116,4,3.714,13035.026,183.592,115.688,291.735,10.06,9.341,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,2916,0,10.286,43,0,0,240.531,0,0.848,3.547,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,382,3,1,0,0,0,495.067,3.888,1.296,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,143978,56,104.571,8907,3,8.286,12334.245,4.797,8.958,763.041,0.257,0.71,0.91,0,0,0,0,0,0,0,0,671,351996,30.155,0.057,1033,0.088,0.101,9.9,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,80006,697,1150,2276,30,55.286,24386.014,212.447,350.523,693.73,9.144,16.851,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.15,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,9594,0,195.571,31,0,0.571,4079.732,0,83.164,13.182,0,0.243,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.93,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,6071401,18615,29758.286,169183,194,483.571,28563.313,87.576,140,795.933,0.913,2.275,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
