location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,24770,664,632.143,475,20,16.286,636.297,17.057,16.239,12.202,0.514,0.418,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,1521,57,39.286,36,0,0.286,528.529,19.807,13.651,12.51,0,0.099,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,10919,109,109.286,767,7,8.571,249.002,2.486,2.492,17.491,0.16,0.195,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,853,0,0.143,51,0,0,11039.928,0,1.849,660.066,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.59,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,140,2,7,6,0,0.286,4.26,0.061,0.213,0.183,0,0.009,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,26,0,0,3,0,0,265.501,0,0,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,31577,1282,1254.714,833,18,24.143,698.671,28.365,27.762,18.431,0.398,0.534,1.31,0,0,0,0,0,0,0,0,4429,238443,5.276,0.098,6003,0.133,0.209,4.8,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,16667,663,505.286,269,5,9.857,5624.598,223.742,170.518,90.779,1.687,3.326,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,7335,15,10,102,0,0,287.648,0.588,0.392,4,0,0,1.43,0,0,0,0,0,0,0,0,29702,1812353,71.073,1.165,27842,1.092,0,2784.2,50.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,17109,31,29.571,677,0,0.714,1899.649,3.442,3.283,75.169,0,0.079,1.01,12,1.332,57,6.329,0,0,0,0,3864,524840,58.274,0.429,5035,0.559,0.006,170.3,47.22,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,9957,387,343.429,119,4,4.429,982.033,38.169,33.871,11.737,0.395,0.437,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,103,0,0,11,0,0,261.921,0,0,27.972,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,18227,514,494.857,42,5,2.286,10711.79,302.072,290.822,24.683,2.938,1.343,1.12,0,0,0,0,0,0,0,0,7571,418413,245.896,4.449,7337,4.312,0.067,14.8,75,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,87520,3141,3107.286,1171,32,40.429,531.425,19.072,18.868,7.11,0.194,0.245,1.16,0,0,0,0,0,0,0,0,14505,504428,3.063,0.088,15211,0.092,0.204,4.9,62.96,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,96,0,0.571,7,0,0,334.063,0,1.988,24.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,53973,732,763.286,308,5,5.571,5711.839,77.466,80.777,32.595,0.529,0.59,0.87,0,0,0,0,0,0,0,0,0,0,0,0,15687,1.66,0.049,20.6,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,60029,111,114.714,9655,5,8.571,5179.55,9.578,9.898,833.073,0.431,0.74,0.8,85,7.334,400,34.514,0,0,144.674,12.483,6245,1063440,91.758,0.539,12411,1.071,0.009,108.2,51.85,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,20,0,0.143,2,0,0,50.299,0,0.359,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.15,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,442,30,25.857,6,0,0.429,36.459,2.475,2.133,0.495,0,0.035,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,66,0,1,0,0,0,85.535,0,1.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,18459,617,688,611,26,20.857,1581.338,52.857,58.939,52.343,2.227,1.787,1.24,0,0,0,0,0,0,0,0,1303,47372,4.058,0.112,1442,0.124,0.477,2.1,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,2893,0,41,163,0,0.571,881.793,0,12.497,49.683,0,0.174,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.85,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,60,0,2.857,1,0,0,25.514,0,1.215,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,867624,17110,25123.714,43332,612,982.429,4081.795,80.495,118.196,203.858,2.879,4.622,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.31,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
Brunei,141,0,0,2,0,0,322.298,0,0,4.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,0,2.7,75.86,0.853
Bulgaria,3290,24,80.429,174,2,2,473.487,3.454,11.575,25.042,0.288,0.288,1.37,16,2.303,247,35.548,0,0,0,0,1975,103077,14.835,0.284,1882,0.271,0.043,23.4,38.89,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.813
Burkina Faso,894,2,0.714,53,0,0,42.768,0.096,0.034,2.535,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,20903278,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.423
Burundi,85,0,0.286,1,0,0,7.148,0,0.024,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89,11890781,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,0,0,6.144,0.8,61.58,0.417
Cambodia,128,0,0.286,0,0,0,7.656,0,0.017,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,16718971,90.672,25.6,4.412,2.385,3645.07,0,270.892,4,2,33.7,66.229,0.8,69.82,0.582
Cameroon,8681,0,110.429,212,0,0,327.019,0,4.16,7.986,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.19,26545864,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,0,0,2.735,1.3,59.29,0.556
Canada,100404,361,460.857,8218,35,48.714,2660.261,9.565,12.211,217.741,0.927,1.291,0.76,0,0,0,0,0,0,0,0,38852,2152776,57.039,1.029,36565,0.969,0.013,79.3,70.83,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,0,2.5,82.43,0.926
Cape Verde,750,24,28,6,0,0.143,1348.95,43.166,50.361,10.792,0,0.257,1.1,0,0,0,0,0,0,0,0,151,0,0,0.272,211,0.38,0.133,7.5,79.17,555988,135.58,25.7,4.46,3.437,6222.554,0,182.219,2.42,2.1,16.5,0,2.1,72.98,0.654
Central African Republic,2057,0,60.429,7,0,0.286,425.901,0,12.512,1.449,0,0.059,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.81,4829764,7.479,18.3,3.655,2.251,661.24,0,435.727,6.1,0,0,16.603,1,53.28,0.367
Chad,850,2,1.857,73,1,0.571,51.748,0.122,0.113,4.444,0.061,0.035,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.07,16425859,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,0,0,5.818,0,54.24,0.404
Chile,208572,6938,5973.714,3323,222,240.857,10910.741,362.938,312.495,173.832,11.613,12.6,1.02,0,0,0,0,0,0,0,0,20151,832127,43.53,1.054,18768,0.982,0.318,3.1,78.24,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,0,2.11,80.18,0.843
China,84335,49,20.571,4638,0,0,58.593,0.034,0.014,3.222,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,0,4.34,76.91,0.752
Colombia,50939,2193,1671.857,1667,75,58.286,1001.103,43.099,32.857,32.762,1.474,1.145,1.27,0,0,0,0,0,0,0,0,12192,495024,9.729,0.24,12044,0.237,0,0,87.04,50882884,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.747
Comoros,176,0,5,2,0,0,202.393,0,5.75,2.3,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869595,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.503
Congo,728,0,6.429,24,0,0.286,131.93,0,1.165,4.349,0,0.052,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.15,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,0,64.57,0.606
Costa Rica,1715,53,56.714,12,0,0.286,336.663,10.404,11.133,2.356,0,0.056,1.44,0,0,0,0,0,0,0,0,308,24174,4.745,0.06,357,0.07,0,0,72.22,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
Cote d'Ivoire,5084,236,192.143,45,0,1.286,192.734,8.947,7.284,1.706,0,0.049,1.21,0,0,0,0,0,0,0,0,848,36783,1.394,0.032,748,0.028,0.257,3.9,62.96,26378275,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,0,0,19.351,0,57.78,0.492
Croatia,2252,1,0.714,107,0,0.429,548.563,0.244,0.174,26.064,0,0.104,1.99,0,0,7,1.705,0,0,3.021,0.736,143,70110,17.078,0.035,196,0.048,0.004,274.5,54.63,4105268,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,0,5.54,78.49,0.831
Cuba,2248,10,8.143,84,0,0.143,198.471,0.883,0.719,7.416,0,0.013,0.78,0,0,0,0,0,0,0,0,2486,136249,12.029,0.219,2245,0.198,0.004,275.7,100,11326616,110.408,43.1,14.738,9.719,0,0,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.777
Cyprus,983,3,2.714,18,0,0,1122.276,3.425,3.099,20.55,0,0,0.82,0,0,0,0,0,0,1,1.142,1252,140781,160.727,1.429,1332,1.521,0.002,490.8,62.96,875899,127.657,37.3,13.416,8.563,32415.132,0,141.171,9.24,19.6,52.7,0,3.4,80.98,0.869
Czechia,10024,33,56.571,329,1,0.286,936.037,3.082,5.283,30.722,0.093,0.027,1.08,10,0.934,68,6.35,16.089,1.502,91.506,8.545,1121,498150,46.517,0.105,3363,0.314,0.017,59.4,41.67,10708982,137.176,43.3,19.027,11.58,32605.906,0,227.485,6.82,30.5,38.3,0,6.63,79.38,0.888
Democratic Republic of Congo,4778,54,108.857,107,1,3.143,53.349,0.603,1.215,1.195,0.011,0.035,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,0,0,4.472,0,60.68,0.457
Denmark,12393,54,35,597,0,1.143,2139.6,9.323,6.043,103.07,0,0.197,0.95,9,1.554,49,8.46,0,0,18.955,3.272,9060,800962,138.283,1.564,13708,2.367,0.003,391.7,57.41,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,0,2.5,80.9,0.929
Djibouti,4465,16,36.857,43,2,2.143,4519.222,16.194,37.305,43.522,2.024,2.169,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.26,988002,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,0,1.4,67.11,0.476
Dominica,18,0,0,0,0,0,250.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.22,71991,98.567,0,0,0,9673.367,0,227.376,11.62,0,0,0,3.8,75,0.715
Dominican Republic,22962,390,480.286,592,15,7.714,2116.722,35.952,44.275,54.573,1.383,0.711,1.15,0,0,0,0,0,0,0,0,1759,110781,10.212,0.162,1963,0.181,0.245,4.1,87.04,10847904,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.736
Ecuador,46751,395,518.714,3896,22,39.286,2649.824,22.388,29.4,220.823,1.247,2.227,1.11,0,0,0,0,0,0,0,0,896,89842,5.092,0.051,1352,0.077,0,0,83.33,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
Egypt,44598,1618,1502.714,1575,91,48.286,435.807,15.811,14.684,15.391,0.889,0.472,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.696
El Salvador,3720,117,100.714,74,2,3,573.525,18.038,15.527,11.409,0.308,0.463,1.16,0,0,0,0,0,0,0,0,2399,125759,19.389,0.37,2405,0.371,0.042,23.9,96.3,6486201,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
Equatorial Guinea,1306,0,0,12,0,0,930.872,0,0,8.553,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402985,45.194,22.4,2.846,1.752,22604.873,0,202.812,7.78,0,0,24.64,2.1,58.74,0.591
Eritrea,96,31,8.143,0,0,0,27.069,8.741,2.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.52,3546427,44.304,19.3,3.607,2.171,1510.459,0,311.11,6.05,0.2,11.4,0,0.7,66.32,0.44
Estonia,1973,0,4.857,69,0,0,1487.329,0,3.662,52.015,0,0,0.63,1,0.754,15,11.308,1.001,0.755,8.01,6.039,809,110837,83.554,0.61,1115,0.841,0.004,229.6,41.67,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,0,4.69,78.74,0.871
Eswatini,490,4,22.429,4,1,0.143,422.354,3.448,19.332,3.448,0.862,0.123,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,1160164,79.492,21.5,3.163,1.845,7738.975,0,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.588
Ethiopia,3345,179,189.286,57,2,4.286,29.096,1.557,1.646,0.496,0.017,0.037,1.24,0,0,0,0,0,0,0,0,4845,181349,1.577,0.042,5484,0.048,0.035,29,80.56,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463
Fiji,18,0,0,0,0,0,20.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4126,4.603,0.022,71,0.079,0,0,78.7,896444,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,0,2.3,67.44,0.741
Finland,7104,17,17.571,326,1,0.429,1282.144,3.068,3.171,58.837,0.18,0.077,0.69,1,0.18,26,4.693,0,0,0,0,826,226012,40.791,0.149,2228,0.402,0.008,126.8,44.44,5540718,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.92
