location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,17270,758,687.286,298,24,10,443.636,19.472,17.655,7.655,0.617,0.257,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,1184,20,19.143,33,0,0,411.425,6.95,6.652,11.467,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,9733,107,125.143,673,6,7.143,221.956,2.44,2.854,15.347,0.137,0.163,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.85,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,851,7,12.571,51,0,0,11014.043,90.597,162.705,660.066,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.59,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,86,0,2.143,4,0,0,2.617,0,0.065,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,26,0,0.143,3,0,0,265.501,0,1.459,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,19268,949,762.143,583,14,11.857,426.323,20.998,16.863,12.899,0.31,0.262,1.32,0,0,0,0,0,0,0,0,5366,178140,3.942,0.119,4641,0.103,0.164,6.1,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,10524,515,392.857,170,12,10.286,3551.525,173.797,132.577,57.37,4.05,3.471,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,7240,11,12.857,102,0,-0.143,283.923,0.431,0.504,4,0,-0.006,0.9,0,0,0,0,0,0,0,0,22313,1512700,59.322,0.875,24911,0.977,0.001,1937.5,62.04,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,16771,12,25.714,670,1,3.571,1862.12,1.332,2.855,74.392,0.111,0.397,0.88,21,2.332,66,7.328,0,0,0,0,6580,462958,51.403,0.731,6322,0.702,0.004,245.9,50,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,6260,325,241.714,76,5,3.143,617.407,32.054,23.84,7.496,0.493,0.31,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.19,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,102,0,0.286,11,0,0,259.378,0,0.727,27.972,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,12815,504,446.143,20,1,0.714,7531.222,296.195,262.193,11.754,0.588,0.42,1.18,0,0,0,0,0,0,0,0,7040,337773,198.505,4.137,6664,3.916,0.067,14.9,75,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,55140,2695,2406.857,746,37,28.857,334.812,16.364,14.615,4.53,0.225,0.175,1.3,0,0,0,0,0,0,0,0,12510,345546,2.098,0.076,11291,0.069,0.213,4.7,62.96,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,92,0,0,7,0,0,320.144,0,0,24.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,45116,861,880,248,5,4.857,4774.523,91.118,93.128,26.245,0.529,0.514,0.95,0,0,0,0,0,0,0,0,0,0,0,0,12643,1.338,0.07,14.4,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,58685,70,156.143,9522,17,22.571,5063.585,6.04,13.473,821.598,1.467,1.948,0.71,145,12.511,739,63.764,0,0,0,0,14800,931469,80.371,1.277,10589,0.914,0.015,67.8,75,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,18,0,0,2,0,0,45.269,0,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,244,0,4.857,3,0,0,20.127,0,0.401,0.247,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,47,0,2.714,0,0,0,60.911,0,3.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
