location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,12459,625,616.143,228,7,5.714,320.05,16.055,15.828,5.857,0.18,0.147,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,1050,21,12.286,33,0,0.286,364.862,7.297,4.269,11.467,0,0.099,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.11,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,8857,160,187.857,623,6,7.857,201.979,3.649,4.284,14.207,0.137,0.179,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.85,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,763,0,0.143,51,0,0,9875.105,0,1.849,660.066,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,71,1,2.714,4,0,0.143,2.16,0.03,0.083,0.122,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,25,0,0,3,0,0,255.29,0,0,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,13933,705,664.286,500,16,13.857,308.281,15.599,14.698,11.063,0.354,0.307,1.36,0,0,0,0,0,0,0,0,4798,145653,3.223,0.106,4258,0.094,0.156,6.4,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,7774,372,357.571,98,7,4.429,2623.485,125.539,120.669,33.072,2.362,1.495,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,7150,11,9.857,103,0,0.429,280.393,0.431,0.387,4.039,0,0.017,0.95,0,0,0,0,0,0,0,0,50098,1338321,52.483,1.965,32393,1.27,0,3286.3,65.28,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,16591,34,34,645,2,1.714,1842.134,3.775,3.775,71.616,0.222,0.19,0.81,32,3.553,84,9.327,0,0,0,0,7521,418706,46.49,0.835,5588,0.62,0.006,164.4,59.26,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,4568,165,133.857,54,2,1.571,450.53,16.274,13.202,5.326,0.197,0.155,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,100,0,0.429,11,0,0,254.292,0,1.09,27.972,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,9692,326,257.714,15,1,0.429,5695.873,191.586,151.456,8.815,0.588,0.252,1.19,0,0,0,0,0,0,0,0,4904,291127,171.092,2.882,5071,2.98,0.051,19.7,75,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,38292,1541,1650.571,544,22,22.571,232.51,9.357,10.022,3.303,0.134,0.137,1.25,0,0,0,0,0,0,0,0,8015,266509,1.618,0.049,8943,0.054,0.185,5.4,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,92,0,0.286,7,0,0,320.144,0,0.994,24.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.48,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,38956,897,932.857,214,6,5,4122.624,94.927,98.722,22.647,0.635,0.529,0.99,0,0,0,0,0,0,0,0,0,0,0,0,14092,1.491,0.066,15.1,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,57592,137,229.857,9364,30,30.571,4969.276,11.821,19.833,807.965,2.589,2.638,0.71,209,18.033,1050,90.598,0,0,0,0,17772,857345,73.975,1.533,11912,1.028,0.019,51.8,75,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,18,0,0,2,0,0,45.269,0,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.19,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,210,2,11.429,3,0,0.143,17.322,0.165,0.943,0.247,0,0.012,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,28,1,1,0,0,0,36.288,1.296,1.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,7768,632,407,280,6,11.571,665.466,54.142,34.867,23.987,0.514,0.991,1.36,0,0,0,0,0,0,0,0,1426,25065,2.147,0.122,928,0.079,0.439,2.3,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,2435,19,13.857,151,2,2.143,742.194,5.791,4.224,46.025,0.61,0.653,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,35,0,1.429,1,0,0,14.883,0,0.607,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.11,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,411821,20599,17177.429,25598,1086,962.714,1937.44,96.909,80.812,120.428,5.109,4.529,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.02,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
Brunei,141,0,0,2,1,0.143,322.298,0,0,4.572,2.286,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.78,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,0,2.7,75.86,0.853
Bulgaria,2460,17,24,133,3,2.429,354.036,2.447,3.454,19.141,0.432,0.35,0.91,22,3.166,229,32.957,0,0,0,0,1557,76391,10.994,0.224,1164,0.168,0.021,48.5,56.48,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.813
Burkina Faso,845,13,5.143,53,1,0.143,40.424,0.622,0.246,2.535,0.048,0.007,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.19,20903278,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.423
Burundi,42,0,0,1,0,0,3.532,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89,11890781,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,0,0,6.144,0.8,61.58,0.417
Cambodia,124,0,0.286,0,0,0,7.417,0,0.017,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,16718971,90.672,25.6,4.412,2.385,3645.07,0,270.892,4,2,33.7,66.229,0.8,69.82,0.582
Cameroon,5436,0,243.286,175,0,4.143,204.778,0,9.165,6.592,0,0.156,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.89,26545864,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,0,0,2.735,1.3,59.29,0.556
Canada,88989,899,1059.143,6876,123,103.714,2357.814,23.82,28.063,182.184,3.259,2.748,0.84,0,0,0,0,0,0,0,0,27941,1530931,40.563,0.74,22258,0.59,0.048,21,70.83,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,0,2.5,82.43,0.926
Cape Verde,390,0,5.857,4,0,0.143,701.454,0,10.535,7.194,0,0.257,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.17,555988,135.58,25.7,4.46,3.437,6222.554,0,182.219,2.42,2.1,16.5,0,2.1,72.98,0.654
Central African Republic,702,31,40.571,1,0,0.143,145.349,6.419,8.4,0.207,0,0.03,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,4829764,7.479,18.3,3.655,2.251,661.24,0,435.727,6.1,0,0,16.603,1,53.28,0.367
Chad,715,15,21.429,64,2,1,43.529,0.913,1.305,3.896,0.122,0.061,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.07,16425859,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,0,0,5.818,0,54.24,0.404
Chile,97183,4328,4996.857,841,35,42.429,5083.801,226.405,261.394,43.994,1.831,2.22,1.32,0,0,0,0,0,0,0,0,13398,506816,26.512,0.701,14979,0.784,0.334,3,78.24,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,0,2.11,80.18,0.843
China,84106,3,6.143,4638,0,0,58.434,0.002,0.004,3.222,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,0,4.34,76.91,0.752
Colombia,24104,1101,916.714,803,27,24.714,473.715,21.638,18.016,15.781,0.531,0.486,1.31,0,0,0,0,0,0,0,0,12346,283464,5.571,0.243,9847,0.194,0,0,87.04,50882884,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.747
