location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,1027,30,51.571,36,3,2,26.382,0.771,1.325,0.925,0.077,0.051,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,584,22,16.714,26,0,0.429,202.933,7.645,5.808,9.035,0,0.149,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.81,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,2718,89,105,384,9,10.143,61.983,2.03,2.394,8.757,0.205,0.231,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.13,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,717,4,10.143,37,1,1.143,9279.752,51.77,131.274,478.871,12.942,14.791,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.78,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,24,0,0.714,2,0,0,0.73,0,0.022,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.74,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,23,0,0,3,0,0.143,234.866,0,0,30.635,0,1.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,2941,102,104.714,136,4,5.571,65.072,2.257,2.317,3.009,0.089,0.123,1.25,0,0,0,0,0,0,0,0,1818,33160,0.734,0.04,1636,0.036,0.064,15.6,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,1339,48,42.857,22,2,1.143,451.871,16.199,14.463,7.424,0.675,0.386,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,6623,13,38.857,67,0,0.857,259.727,0.51,1.524,2.627,0,0.034,0.4,0,0,0,0,0,0,0,0,10738,431734,16.931,0.421,9943,0.39,0.004,255.9,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,14795,46,107.714,470,18,14.571,1642.721,5.107,11.96,52.185,1.999,1.618,0.45,194,21.54,611,67.841,0,0,0,0,3706,182949,20.313,0.411,4934,0.548,0.022,45.8,77.78,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,1436,38,41.143,19,0,1,141.629,3.748,4.058,1.874,0,0.099,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.67,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,60,5,1.857,9,0,0.143,152.575,12.715,4.723,22.886,0,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,1907,26,78,7,0,0.143,1120.721,15.28,45.84,4.114,0,0.084,1.32,0,0,0,0,0,0,0,0,3575,90307,53.072,2.101,3283,1.929,0.024,42.1,75,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,2948,492,306.429,101,10,8.857,17.9,2.987,1.861,0.613,0.061,0.054,1.92,0,0,0,0,0,0,0,0,2974,29578,0.18,0.018,2350,0.014,0.13,7.7,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,75,0,0.429,5,0,0.143,260.987,0,1.491,17.399,0,0.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.89,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,6264,457,477.857,51,4,3.143,662.905,48.363,50.571,5.397,0.423,0.333,1.61,0,0,0,0,0,0,0,0,4335,102566,10.854,0.459,4938,0.523,0.097,10.3,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,39983,1487,1342,5828,145,275,3449.899,128.305,115.793,502.864,12.511,23.728,0.94,1079,93.101,4996,431.076,0,0,0,0,11916,227877,19.662,1.028,10088,0.87,0.133,7.5,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,18,0,0,2,0,0,45.269,0,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,54,19,2.714,1,0,0,4.454,1.567,0.224,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.83,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,5,0,0,0,0,0,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,564,44,33.429,33,1,0.857,48.317,3.769,2.864,2.827,0.086,0.073,1.42,0,0,0,0,0,0,0,0,163,4298,0.368,0.014,225,0.019,0.149,6.7,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,1309,24,38.857,49,1,1.429,398.986,7.315,11.844,14.935,0.305,0.435,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.59,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
