location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,39616,68,47.286,1472,1,1.714,1017.665,1.747,1.215,37.813,0.026,0.044,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,14899,169,156.143,411,4,3.286,5177.219,58.725,54.258,142.817,1.39,1.142,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,52658,138,138.286,1783,12,6,1200.838,3.147,3.154,40.66,0.274,0.137,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,2568,0,74,54,1,0.143,33236.265,0,957.743,698.893,12.942,1.849,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,5958,233,120.571,208,-3,3.286,181.28,7.089,3.669,6.329,-0.091,0.1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,111,3,1.429,3,0,0,1133.486,30.635,14.588,30.635,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,856369,15454,13052.429,22710,484,346,18947.987,341.935,288.798,502.481,10.709,7.656,1.05,0,0,0,0,0,0,0,0,30967,2125440,47.027,0.685,26248,0.581,0.497,2,87.96,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,54473,718,517.571,1004,9,5.857,18382.956,242.303,174.664,338.819,3.037,1.977,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27226,20,16.714,897,0,1,1067.691,0.784,0.655,35.177,0,0.039,0.94,0,0,0,0,0,0,0,0,42837,7895078,309.612,1.68,30775,1.207,0.001,1841.3,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,52057,1209,910.143,838,8,5.143,5780.001,134.238,101.055,93.045,0.888,0.571,1.26,107,11.88,399,44.302,0,0,0,0,21762,1756856,195.068,2.416,17183,1.908,0.053,18.9,40.74,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,41304,191,142.143,603,1,1.429,4073.704,18.838,14.019,59.472,0.099,0.141,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.2,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,4713,0,84.286,102,0,0.857,11984.803,0,214.332,259.378,0,2.18,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,74422,490,435.429,264,2,1.429,43736.92,287.967,255.896,155.15,1.175,0.84,0.91,0,0,0,0,0,0,0,0,0,0,0,0,10714,6.296,0.041,24.6,63.89,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,374592,1441,1372.143,5460,20,26.857,2274.536,8.75,8.332,33.153,0.121,0.163,0.98,0,0,0,0,0,0,0,0,12605,2042376,12.401,0.077,11477,0.07,0.12,8.4,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,203,0,1.429,7,0,0,706.404,0,4.971,24.359,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.19,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,81982,477,423.286,880,6,5.857,8675.967,50.48,44.795,93.128,0.635,0.62,1.26,0,0,0,0,0,0,0,0,0,1999089,211.559,0,17064,1.806,0.025,40.3,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,143596,5728,3219.571,10126,18,14.714,12390.057,494.236,277.798,873.713,1.553,1.27,1.57,213,18.379,1110,95.775,0,0,0,0,50165,3610011,311.487,4.328,38839,3.351,0.083,12.1,47.22,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,2373,63,54.429,34,0,1,5967.995,158.442,136.886,85.509,0,2.515,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.44,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,2411,0,7.714,41,0,0,198.875,0,0.636,3.382,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.22,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,304,0,3.143,0,0,0,393.98,0,4.073,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,137969,263,321.857,8228,36,32.429,11819.469,22.531,27.573,704.873,3.084,2.778,0.77,0,0,0,0,0,0,0,0,1139,309509,26.515,0.098,1300,0.111,0.248,4,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,29528,453,254.143,913,5,7.429,9000.203,138.075,77.463,278.285,1.524,2.264,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,3219,47,6.714,18,0,0.286,1368.841,19.986,2.855,7.654,0,0.121,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.89,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,5028444,27750,25907.429,148957,729,611,23656.652,130.552,121.883,700.778,3.43,2.874,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.43,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
