location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,11176,591,586.143,220,1,6.714,287.092,15.182,15.057,5.651,0.026,0.172,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,1004,6,8,32,0,0.143,348.878,2.085,2.78,11.12,0,0.05,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,8503,197,186,609,9,7.714,193.906,4.492,4.242,13.888,0.205,0.176,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.85,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,763,1,0.286,51,0,0,9875.105,12.942,3.698,660.066,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,70,1,2.857,4,0,0.143,2.13,0.03,0.087,0.122,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.48,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,25,0,0,3,0,0,255.29,0,0,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,12628,552,608.143,467,15,12.143,279.407,12.214,13.456,10.333,0.332,0.269,1.37,0,0,0,0,0,0,0,0,3664,136730,3.025,0.081,4376,0.097,0.139,7.2,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,7113,452,327.143,87,6,3.714,2400.418,152.536,110.401,29.36,2.025,1.253,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,7126,12,8.286,102,0,0.429,279.452,0.471,0.325,4,0,0.017,0.89,0,0,0,0,0,0,0,0,19405,1244200,48.792,0.761,26024,1.021,0,3140.7,65.28,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,16539,36,38.571,641,1,1.714,1836.361,3.997,4.283,71.172,0.111,0.19,0.78,31,3.442,108,11.991,0,0,0,0,3484,405341,45.006,0.387,5638,0.626,0.007,146.2,59.26,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
