location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,41814,86,95.571,1551,4,2.857,1074.127,2.209,2.455,39.842,0.103,0.073,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,22300,396,322.857,536,4,6.143,7748.975,137.605,112.189,186.253,1.39,2.135,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.93,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,59527,548,357.286,1999,19,8.286,1357.482,12.497,8.148,45.586,0.433,0.189,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,5045,135,75.429,75,0,0.429,65294.765,1747.234,976.232,970.685,0,5.547,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,11813,236,248.429,296,5,3,359.426,7.181,7.559,9.006,0.152,0.091,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.19,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,130,2,0.857,3,0,0,1327.506,20.423,8.753,30.635,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,1205928,10652,10770.714,32520,468,349.857,26682.316,235.686,238.312,719.536,10.355,7.741,0.92,0,0,0,0,0,0,0,0,25258,2825318,62.513,0.559,23173,0.513,0.465,2.2,81.94,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,97150,2374,2071.286,1448,35,29.286,32785.126,801.152,698.995,488.655,11.811,9.883,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27630,8,9.286,907,0,0,1083.534,0.314,0.364,35.569,0,0,0.82,0,0,0,0,0,0,0,0,46392,8933563,350.337,1.819,40475,1.587,0,4358.7,47.69,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,125099,6901,5086.143,1227,35,28.571,13890.012,766.233,564.725,136.236,3.886,3.172,1.47,383,42.525,2201,244.382,0,0,0,0,29433,2334815,259.24,3.268,25964,2.883,0.196,5.1,75,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,59509,1227,1053.143,780,12,11.571,5869.215,121.016,103.869,76.929,1.184,1.141,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.35,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,6843,53,42,150,1,2,17401.233,134.775,106.803,381.439,2.543,5.086,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,82624,261,228.857,327,3,1.429,48557.138,153.387,134.497,192.174,1.763,0.84,0.88,0,0,0,0,0,0,0,0,10036,1780051,1046.115,5.898,10021,5.889,0.023,43.8,58.33,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,414164,1517,1583.571,6004,21,20.429,2514.819,9.211,9.616,36.457,0.128,0.124,1.05,0,0,0,0,0,0,0,0,13914,2387504,14.497,0.084,12997,0.079,0.122,8.2,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,239,1,0.714,7,0,0,831.678,3.48,2.486,24.359,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,102313,984,966.857,995,3,3.714,10827.55,104.134,102.32,105.299,0.317,0.393,1.15,0,0,0,0,0,0,0,0,0,2573132,272.309,0,22105,2.339,0.044,22.9,22.22,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,468213,15672,14268,12331,205,165.857,40399.354,1352.245,1231.102,1063.97,17.688,14.311,0.88,1412,121.833,7407,639.107,0,0,0,0,44997,5172656,446.318,3.883,49353,4.258,0.289,3.5,65.74,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,3905,115,92,64,3,1.714,9820.91,289.22,231.376,160.957,7.545,4.311,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,2745,62,14.571,43,2,0.286,226.425,5.114,1.202,3.547,0.165,0.024,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,358,0,1.714,0,0,0,463.964,0,2.222,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,142062,126,105.857,8758,7,9.143,12170.106,10.794,9.069,750.277,0.6,0.783,0.84,0,0,0,0,0,0,0,0,1323,334208,28.631,0.113,854,0.073,0.124,8.1,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,55598,1776,1551.571,1358,41,28.143,16946.399,541.329,472.923,413.922,12.497,8.578,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,6642,0,51.286,24,0,0.429,2824.43,0,21.809,10.206,0,0.182,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.78,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,5590025,23976,17393.571,161106,610,378.571,26298.648,112.797,81.829,757.934,2.87,1.781,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
Brunei,148,0,0,3,0,0,338.299,0,0,6.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.19,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,0,2.7,75.86,0.853
Bulgaria,64591,4054,2732.857,1466,54,38.429,9295.749,583.44,393.305,210.982,7.772,5.531,1.39,239,34.396,3191,459.239,0,0,0,0,11066,746392,107.419,1.593,9378,1.35,0.291,3.4,48.15,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.813
Burkina Faso,2539,9,10.429,67,0,0,121.464,0.431,0.499,3.205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,20903278,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.423
