location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,40937,104,92.857,1520,4,3,1051.599,2.672,2.385,39.046,0.103,0.077,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,19445,288,299.286,480,3,3.714,6756.898,100.076,103.998,166.794,1.042,1.291,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,56419,276,257.571,1922,8,8.143,1286.606,6.294,5.874,43.83,0.182,0.186,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,4325,287,100.286,72,3,1.429,55976.186,3714.489,1297.945,931.858,38.827,18.489,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,9644,263,259.286,270,2,3.143,293.432,8.002,7.889,8.215,0.061,0.096,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,124,0,0.714,3,0,0,1266.236,0,7.294,30.635,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,1102301,11712,14234.143,29301,405,369.286,24389.469,259.139,314.944,648.313,8.961,8.171,0.96,0,0,0,0,0,0,0,0,26060,2604891,57.636,0.577,27675,0.612,0.514,1.9,80.09,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,78810,973,1907.143,1196,16,15,26595.942,328.357,643.602,403.613,5.4,5.062,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27539,14,19.143,905,0,0,1079.966,0.549,0.751,35.49,0,0,0.85,0,0,0,0,0,0,0,0,31186,8567028,335.963,1.223,37665,1.477,0.001,1967.6,65.28,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,83267,2456,2477.143,992,13,12.571,9245.314,272.695,275.043,110.144,1.443,1.396,1.52,188,20.874,1142,126.799,0,0,0,0,23216,2111575,234.453,2.578,22714,2.522,0.109,9.2,60.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,50486,527,741.571,679,8,7,4979.301,51.977,73.139,66.968,0.789,0.69,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.35,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,6410,0,91,132,0,1.286,16300.146,0,231.406,335.666,0,3.269,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,80533,278,329.857,316,4,2,47328.282,163.377,193.853,185.709,2.351,1.175,0.88,0,0,0,0,0,0,0,0,19642,1698489,998.182,11.543,11551,6.788,0.029,35,63.89,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,400251,1436,1435,5818,15,19.571,2430.339,8.719,8.713,35.327,0.091,0.119,1,0,0,0,0,0,0,0,0,11103,2271550,13.793,0.067,12839,0.078,0.112,8.9,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
