location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,28837,409,581,585,12,15.714,740.771,10.506,14.925,15.028,0.308,0.404,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,1962,71,63,44,1,1.143,681.771,24.672,21.892,15.289,0.347,0.397,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,11771,140,121.714,845,8,11.143,268.431,3.193,2.776,19.27,0.182,0.254,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,855,0,0.286,52,0,0.143,11065.812,0,3.698,673.008,0,1.849,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.59,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,183,7,6.143,9,0,0.429,5.568,0.213,0.187,0.274,0,0.013,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,26,0,0,3,0,0,265.501,0,0,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,42785,1581,1601.143,1011,19,25.429,946.659,34.981,35.427,22.369,0.42,0.563,1.3,0,0,0,0,0,0,0,0,5626,287882,6.37,0.124,7063,0.156,0.227,4.4,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,20268,560,514.429,350,18,11.571,6839.824,188.983,173.604,118.114,6.074,3.905,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,7474,13,19.857,102,0,0,293.099,0.51,0.779,4,0,0,1.61,0,0,0,0,0,0,0,0,35946,2041324,80.052,1.41,32710,1.283,0.001,1647.3,50.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,17341,18,33.143,690,2,1.857,1925.409,1.999,3.68,76.612,0.222,0.206,1.14,8,0.888,61,6.773,0,0,0,0,2376,560584,62.243,0.264,5106,0.567,0.006,154.1,47.22,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,12729,491,396,154,6,5,1255.428,48.426,39.056,15.189,0.592,0.493,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,104,0,0.143,11,0,0,264.464,0,0.363,27.972,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,21764,433,505.286,63,3,3,12790.443,254.469,296.95,37.024,1.763,1.763,1.09,0,0,0,0,0,0,0,0,0,0,0,0,8521,5.008,0.059,16.9,75,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,112306,3531,3540.857,1464,39,41.857,681.926,21.44,21.5,8.889,0.237,0.254,1.08,0,0,0,0,0,0,0,0,15585,615127,3.735,0.095,15814,0.096,0.224,4.5,74.54,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,97,0,0.143,7,0,0,337.543,0,0.497,24.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,58505,569,647.429,346,3,5.429,6191.45,60.216,68.516,36.616,0.317,0.574,0.8,0,0,0,0,0,0,0,0,0,0,0,0,18184,1.924,0.036,28.1,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,60550,0,74.429,9696,0,5.857,5224.504,0,6.422,836.611,0,0.505,0.89,50,4.314,295,25.454,0,0,123.428,10.65,6602,1152341,99.429,0.57,12700,1.096,0.006,170.6,51.85,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,22,0,0.286,2,0,0,55.329,0,0.719,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.15,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,765,115,46.143,13,2,1,63.102,9.486,3.806,1.072,0.165,0.082,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,68,0,0.286,0,0,0,88.127,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,24388,876,847,773,33,23.143,2089.261,75.045,72.56,66.221,2.827,1.983,1.21,0,0,0,0,0,0,0,0,1825,58789,5.036,0.156,1631,0.14,0.519,1.9,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,3273,0,54.286,169,0,0.857,997.618,0,16.546,51.512,0,0.261,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.85,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,89,0,4.143,1,0,0,37.846,0,1.762,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,1083341,15762,30816.714,50591,615,1037,5096.65,74.153,144.979,238.009,2.893,4.879,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.31,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
Brunei,141,0,0,3,0,0.143,322.298,0,0,6.857,0,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,0,2.7,75.86,0.853
Bulgaria,3905,33,87.857,199,0,3.571,561.996,4.749,12.644,28.64,0,0.514,1.3,13,1.871,322,46.341,0,0,0,0,0,0,0,0,1917,0.276,0.046,21.8,36.11,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.813
Burkina Faso,903,2,1.286,53,0,0,43.199,0.096,0.062,2.535,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,20903278,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.423
Burundi,144,40,8.429,1,0,0,12.11,3.364,0.709,0.084,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89,11890781,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,0,0,6.144,0.8,61.58,0.417
