location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,1940,110,109,61,2,3,49.835,2.826,2.8,1.567,0.051,0.077,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,766,16,18.857,30,0,0.429,266.176,5.56,6.553,10.425,0,0.149,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.81,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,3848,199,134,444,7,6,87.752,4.538,3.056,10.125,0.16,0.137,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.85,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,743,0,2.857,42,1,0.714,9616.256,0,36.978,543.584,12.942,9.245,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.78,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,27,0,0.286,2,0,0,0.822,0,0.009,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,24,0,0,3,0,0,245.078,0,0,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,4285,158,163,214,7,8.857,94.81,3.496,3.607,4.735,0.155,0.196,1.22,0,0,0,0,0,0,0,0,2380,51824,1.147,0.053,2055,0.045,0.079,12.6,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,1932,65,65.571,30,0,0.857,651.99,21.935,22.128,10.124,0,0.289,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,6752,8,14.286,91,2,3.429,264.786,0.314,0.56,3.569,0.078,0.134,0.55,0,0,0,0,0,0,0,0,13731,544410,21.35,0.538,13138,0.515,0.001,919.6,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,15402,45,68.143,580,11,10,1710.117,4.996,7.566,64.399,1.221,1.11,0.59,131,14.545,386,42.858,0,0,0,0,8176,247754,27.509,0.908,6566,0.729,0.01,96.4,75,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,1766,49,35.429,23,1,0.429,174.176,4.833,3.494,2.268,0.099,0.042,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.96,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,80,0,2.143,11,0,0.286,203.434,0,5.449,27.972,0,0.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,2921,110,127.714,8,0,0.143,1716.637,64.646,75.056,4.702,0,0.084,1.29,0,0,0,0,0,0,0,0,5199,126905,74.581,3.055,4158,2.444,0.031,32.6,75,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,7103,641,475.857,163,8,6.143,43.13,3.892,2.889,0.99,0.049,0.037,1.43,0,0,0,0,0,0,0,0,4965,64666,0.393,0.03,4082,0.025,0.117,8.6,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,80,0,0.714,7,1,0.286,278.386,0,2.486,24.359,3.48,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.89,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,13181,973,842.857,84,5,3.714,1394.915,102.97,89.198,8.89,0.529,0.393,1.37,0,0,0,0,0,0,0,0,7958,168986,17.883,0.842,7719,0.817,0.109,9.2,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,47859,525,852.857,7501,170,177,4129.472,45.299,73.588,647.217,14.668,15.272,0.74,769,66.353,3609,311.399,0,0,0,0,22660,382365,32.992,1.955,18289,1.578,0.047,21.4,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,18,0,0,2,0,0,45.269,0,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.85,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
