location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,40687,61,85.571,1509,2,3.143,1045.177,1.567,2.198,38.764,0.051,0.081,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,18556,306,293.571,469,4,3.714,6447.981,106.331,102.012,162.972,1.39,1.291,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,55630,273,233.143,1897,9,8,1268.613,6.226,5.317,43.26,0.205,0.182,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,4038,227,94.429,69,6,1.429,52261.697,2937.941,1222.139,893.03,77.655,18.489,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,8829,247,229.571,265,5,4.429,268.634,7.515,6.985,8.063,0.152,0.135,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,122,0,1.429,3,0,0,1245.813,0,14.588,30.635,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,1069368,15718,14822.714,28338,381,373.571,23660.795,347.776,327.967,627.005,8.43,8.266,0.98,0,0,0,0,0,0,0,0,31672,2542201,56.249,0.701,29055,0.643,0.51,2,82.87,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,73310,2474,1692.857,1145,14,12.714,24739.862,834.899,571.287,386.402,4.725,4.291,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27495,19,16.714,905,0,0.143,1078.24,0.745,0.655,35.49,0,0.006,0.93,0,0,0,0,0,0,0,0,0,0,0,0,38153,1.496,0,2282.7,65.28,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,74415,2571,1861.143,954,13,10.286,8262.458,285.464,206.647,105.925,1.443,1.142,1.54,158,17.543,900,99.929,0,0,0,0,28024,2046426,227.219,3.112,20586,2.286,0.09,11.1,60.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
