location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,42159,126,94,1565,6,3.857,1082.99,3.237,2.415,40.202,0.154,0.099,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,24206,501,429.143,559,2,5.857,8411.286,174.091,149.122,194.246,0.695,2.035,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.93,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,62051,670,539.857,2048,12,10.714,1415.04,15.279,12.311,46.704,0.274,0.244,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,5383,64,79.714,75,0,0,69669.32,828.318,1031.7,970.685,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,12433,98,199.714,307,4,3,378.291,2.982,6.077,9.341,0.122,0.091,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.19,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,131,0,0.429,3,0,0,1337.718,0,4.376,30.635,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,1242182,5331,9807,33560,212,345.714,27484.471,117.953,216.989,742.547,4.691,7.649,0.91,0,0,0,0,0,0,0,0,12227,2913117,64.456,0.271,23173,0.513,0.423,2.4,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,106424,2175,2024.286,1559,26,28,35914.815,733.995,683.134,526.114,8.774,9.449,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27665,7,9.143,907,0,0,1084.907,0.275,0.359,35.569,0,0,0.84,0,0,0,0,0,0,0,0,0,9097814,356.779,0,38947,1.527,0,4259.8,52.31,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,153153,5933,6181.714,1411,34,40.143,17004.908,658.754,686.369,156.666,3.775,4.457,1.32,459,50.964,2533,281.244,0,0,0,0,26867,2452692,272.328,2.983,28092,3.119,0.22,4.5,75,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
