location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,39341,44,16.286,1464,0,1.286,1010.6,1.13,0.418,37.608,0,0.033,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,14266,149,143.857,396,4,2.714,4957.259,51.776,49.989,137.605,1.39,0.943,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,52136,141,152.714,1760,4,6.571,1188.934,3.215,3.483,40.136,0.091,0.15,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,2110,0,39.143,53,0,0,27308.613,0,506.605,685.951,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,5402,32,97.714,195,2,3,164.363,0.974,2.973,5.933,0.061,0.091,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,107,0,0.857,3,0,0,1092.639,0,8.753,30.635,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,798486,7668,12451.571,21018,223,752.714,17667.27,169.662,275.503,465.043,4.934,16.655,1.05,0,0,0,0,0,0,0,0,13398,2009101,44.453,0.296,25048,0.554,0.497,2,87.96,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,52496,571,442.286,977,5,3.714,17715.779,192.695,149.258,329.707,1.687,1.253,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27148,13,14.857,894,0,2.714,1064.632,0.51,0.583,35.059,0,0.106,0.82,0,0,0,0,0,0,0,0,0,0,0,0,31046,1.217,0,2089.7,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,48146,714,752.857,813,4,3.714,5345.754,79.277,83.591,90.269,0.444,0.412,1.17,103,11.436,373,41.415,0,0,0,0,0,1686373,187.242,0,18696,2.076,0.04,24.8,40.74,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,40691,130,95.429,596,1,1.429,4013.246,12.822,9.412,58.782,0.099,0.141,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.98,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,4409,77,81.571,96,0,1,11211.754,195.805,207.43,244.121,0,2.543,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,72662,352,471.571,260,2,2.571,42702.589,206.866,277.137,152.799,1.175,1.511,0.92,0,0,0,0,0,0,0,0,9735,1468655,863.111,5.721,10029,5.894,0.047,21.3,63.89,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,368690,1125,1363.143,5348,23,26.714,2238.699,6.831,8.277,32.473,0.14,0.162,0.94,0,0,0,0,0,0,0,0,9859,1992627,12.099,0.06,11458,0.07,0.119,8.4,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,199,3,1.286,7,0,0,692.485,10.439,4.474,24.359,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.19,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,79852,0,320.429,851,0,4.714,8450.554,0,33.91,90.059,0,0.499,1.25,0,0,0,0,0,0,0,0,0,1936540,204.94,0,17068,1.806,0.019,53.3,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,130235,2612,2293.714,10064,20,12,11237.214,225.374,197.911,868.364,1.726,1.035,1.47,186,16.049,866,74.722,0,0,547.333,47.226,17961,3432114,296.137,1.55,37040,3.196,0.062,16.1,47.22,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,2131,51,43.714,29,1,0.714,5359.375,128.263,109.94,72.934,2.515,1.796,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.44,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,2357,0,2.429,41,0,0.143,194.421,0,0.2,3.382,0,0.012,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.22,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,298,15,3.571,0,0,0,386.204,19.44,4.629,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,136868,299,423.857,8101,28,34.714,11725.149,25.615,36.311,693.993,2.399,2.974,0.79,0,0,0,0,0,0,0,0,765,304738,26.106,0.066,1408,0.121,0.301,3.3,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,28354,379,204.857,879,8,8.143,8642.365,115.52,62.441,267.921,2.438,2.482,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,3172,0,35.857,16,0,0,1348.855,0,15.248,6.804,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.89,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,4915289,8456,26140,146352,365,658.714,23124.307,39.782,122.977,688.523,1.717,3.099,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.13,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
Brunei,146,0,0,3,0,0,333.727,0,0,6.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.19,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,0,2.7,75.86,0.853
Bulgaria,21587,69,218.857,844,3,6.857,3106.738,9.93,31.497,121.466,0.432,0.987,1.39,56,8.059,917,131.972,0,0,0,0,2843,541798,77.974,0.409,3799,0.547,0.058,17.4,35.19,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.813
Burkina Faso,2167,13,22.714,59,0,0.429,103.668,0.622,1.087,2.823,0,0.021,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.11,20903278,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.423
Burundi,513,0,4,1,0,0,43.143,0,0.336,0.084,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81,11890781,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,0,0,6.144,0.8,61.58,0.417
Cambodia,278,0,0.286,0,0,0,16.628,0,0.017,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.04,16718971,90.672,25.6,4.412,2.385,3645.07,0,270.892,4,2,33.7,66.229,0.8,69.82,0.582
Cameroon,20924,0,27,420,0,0.286,788.221,0,1.017,15.822,0,0.011,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.22,26545864,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,0,0,2.735,1.3,59.29,0.556
Canada,168501,2141,1867.571,9533,45,30.714,4464.53,56.727,49.482,252.582,1.192,0.814,1.26,0,0,0,0,0,0,0,0,62178,7625793,202.05,1.647,72583,1.923,0.026,38.9,60.65,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,0,2.5,82.43,0.926
Cape Verde,6360,64,84.143,65,3,1.143,11439.096,115.11,151.339,116.909,5.396,2.056,1.07,0,0,0,0,0,0,0,0,181,0,0,0.326,469,0.844,0.179,5.6,67.13,555988,135.58,25.7,4.46,3.437,6222.554,0,182.219,2.42,2.1,16.5,0,2.1,72.98,0.654
Central African Republic,4845,0,5.571,62,0,0,1003.155,0,1.154,12.837,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.48,4829764,7.479,18.3,3.655,2.251,661.24,0,435.727,6.1,0,0,16.603,1,53.28,0.367
Chad,1217,3,5.571,86,1,0.286,74.09,0.183,0.339,5.236,0.061,0.017,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.15,16425859,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,0,0,5.818,0,54.24,0.404
Chile,470179,1708,1754,12979,60,48.286,24595.829,89.348,91.755,678.953,3.139,2.526,0.98,0,0,0,0,0,0,0,0,36333,3458530,180.921,1.901,34020,1.78,0.052,19.4,81.94,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,0,2.11,80.18,0.843
China,90629,25,20.857,4739,0,0,62.966,0.017,0.014,3.293,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,0,4.34,76.91,0.752
Colombia,855052,6905,5999.429,26712,156,174.857,16804.315,135.704,117.907,524.97,3.066,3.436,1.01,0,0,0,0,0,0,0,0,28094,3454160,67.885,0.552,25222,0.496,0,0,71.3,50882884,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.747
Comoros,487,0,1.286,7,0,0,560.031,0,1.479,8.05,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869595,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.503
Congo,5089,0,11.571,89,0,0,922.239,0,2.097,16.129,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.48,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,0,64.57,0.606
Costa Rica,79182,0,1019,950,0,17.429,15543.822,0,200.035,186.49,0,3.421,1.02,0,0,0,0,0,0,0,0,1169,214752,42.157,0.229,2354,0.462,0,0,62.96,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
Cote d'Ivoire,19882,33,36.143,120,0,0,753.726,1.251,1.37,4.549,0,0,0.92,0,0,0,0,0,0,0,0,794,166529,6.313,0.03,905,0.034,0.04,25,36.11,26378275,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,0,0,19.351,0,57.78,0.492
Croatia,17659,258,208.857,298,5,3.714,4301.546,62.846,50.875,72.59,1.218,0.905,1.26,0,0,296,72.102,0,0,233.652,56.915,0,326159,79.449,0,4741,1.155,0.044,22.7,28.7,4105268,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,0,5.54,78.49,0.831
Cuba,5809,29,50.286,122,0,0,512.863,2.56,4.44,10.771,0,0,0.82,0,0,0,0,0,0,0,0,7334,651035,57.478,0.648,7431,0.656,0.007,147.8,73.15,11326616,110.408,43.1,14.738,9.719,0,0,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.777
Cyprus,1824,13,18.286,22,0,0,2082.432,14.842,20.877,25.117,0,0,1.43,0,0,0,0,3,3.425,4,4.567,3177,394025,449.852,3.627,2831,3.232,0.006,154.8,53.7,875899,127.657,37.3,13.416,8.563,32415.132,0,141.171,9.24,19.6,52.7,0,3.4,80.98,0.869
Czechia,82446,1841,2549.857,727,16,17.286,7698.771,171.912,238.105,67.887,1.494,1.614,1.37,265,24.746,1242,115.977,428.367,40.001,1979.942,184.886,7776,1462182,136.538,0.726,17452,1.63,0.146,6.8,38.89,10708982,137.176,43.3,19.027,11.58,32605.906,0,227.485,6.82,30.5,38.3,0,6.63,79.38,0.888
Democratic Republic of Congo,10760,8,21.143,274,0,0.429,120.141,0.089,0.236,3.059,0,0.005,1.08,0,0,0,0,0,0,0,0,126,0,0,0.001,208,0.002,0.102,9.8,43.52,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,0,0,4.472,0,60.68,0.457
Denmark,30168,379,436.714,658,4,1.286,5208.381,65.433,75.397,113.601,0.691,0.222,1.12,18,3.108,105,18.128,0,0,128.692,22.218,33949,4041502,697.749,5.861,43922,7.583,0.01,100.6,50.93,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,0,2.5,80.9,0.929
Djibouti,5419,1,1.429,61,0,0,5484.807,1.012,1.446,61.741,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.22,988002,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,0,1.4,67.11,0.476
Dominica,31,0,0.143,0,0,0,430.609,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,71991,98.567,0,0,0,9673.367,0,227.376,11.62,0,0,0,3.8,75,0.715
Dominican Republic,114480,554,442,2134,6,5.571,10553.191,51.07,40.745,196.72,0.553,0.514,0.99,0,0,0,0,0,0,0,0,0,0,0,0,3309,0.305,0.134,7.5,78.7,10847904,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.736
Ecuador,141034,683,898.143,11647,50,52.571,7993.738,38.712,50.906,660.146,2.834,2.98,0.95,0,0,0,0,0,0,0,0,2461,375275,21.27,0.139,3540,0.201,0,0,51.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
Egypt,103683,108,120.429,5981,11,14,1013.178,1.055,1.177,58.446,0.107,0.137,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.696
El Salvador,29450,92,117.143,863,6,5.286,4540.408,14.184,18.06,133.052,0.925,0.815,1.08,0,0,0,0,0,0,0,0,2405,408212,62.935,0.371,2452,0.378,0.048,20.9,52.78,6486201,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
Equatorial Guinea,5045,0,2.429,83,0,0,3595.904,0,1.731,59.16,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402985,45.194,22.4,2.846,1.752,22604.873,0,202.812,7.78,0,0,24.64,2.1,58.74,0.591
Eritrea,398,0,3.286,0,0,0,112.226,0,0.926,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.41,3546427,44.304,19.3,3.607,2.171,1510.459,0,311.11,6.05,0.2,11.4,0,0.7,66.32,0.44
Estonia,3607,30,58.143,67,0,0.429,2719.106,22.615,43.83,50.507,0,0.323,1.07,4,3.015,41,30.907,4.005,3.019,30.039,22.645,998,272592,205.491,0.752,3044,2.295,0.019,52.4,25.93,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,0,4.69,78.74,0.871
