location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,39870,71,64,1481,2,1.857,1024.19,1.824,1.644,38.044,0.051,0.048,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,15570,171,165.714,424,4,3.429,5410.383,59.42,57.584,147.335,1.39,1.191,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,53325,253,150.714,1809,8,5.857,1216.049,5.77,3.437,41.253,0.182,0.134,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,2995,299,89.286,57,2,0.571,38762.7,3869.799,1155.578,737.721,25.885,7.396,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,6488,122,136.857,219,1,2.857,197.406,3.712,4.164,6.663,0.03,0.087,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,111,0,0.571,3,0,0,1133.486,0,5.835,30.635,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,903730,9524,13428.857,24186,318,388.286,19995.895,210.728,297.126,535.138,7.036,8.591,1.03,0,0,0,0,0,0,0,0,16385,2214028,48.987,0.363,25749,0.57,0.522,1.9,82.87,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,56821,370,592,1026,6,6,19175.333,124.864,199.782,346.243,2.025,2.025,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27310,25,19.571,899,1,0.571,1070.985,0.98,0.768,35.255,0.039,0.022,0.98,0,0,0,0,0,0,0,0,27447,8035558,315.121,1.076,34864,1.367,0.001,1781.4,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,56298,979,1057.429,855,4,5.286,6250.888,108.7,117.409,94.932,0.444,0.587,1.23,97,10.77,464,51.519,0,0,0,0,13668,1822931,202.404,1.518,17809,1.977,0.059,16.8,40.74,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
