location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,7073,408,340.857,173,3,7.286,181.693,10.481,8.756,4.444,0.077,0.187,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,948,2,10.857,31,0,0,329.418,0.695,3.773,10.772,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,7201,182,187.143,555,7,6.857,164.215,4.15,4.268,12.656,0.16,0.156,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.85,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,761,0,0.857,51,0,0.429,9849.22,0,11.094,660.066,0,5.547,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,50,2,0.714,3,1,0.143,1.521,0.061,0.022,0.091,0.03,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.48,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,25,0,0,3,0,0,255.29,0,0,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,8371,303,299,382,9,9.714,185.216,6.704,6.616,8.452,0.199,0.215,1.39,0,0,0,0,0,0,0,0,3485,106097,2.347,0.077,3296,0.073,0.091,11,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,4823,351,204.429,61,1,2.143,1627.614,118.452,68.988,20.586,0.337,0.723,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,7068,14,14,99,0,0.286,277.178,0.549,0.549,3.882,0,0.011,0.76,0,0,0,0,0,0,0,0,19908,1062034,41.649,0.781,29559,1.159,0,2111.4,67.13,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,16269,27,55.286,629,0,1.286,1806.382,2.998,6.138,69.839,0,0.143,0.89,45,4.996,151,16.766,0,0,0,0,3364,365873,40.624,0.374,6627,0.736,0.008,119.9,59.26,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
