location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,42609,146,113.571,1584,4,4.714,1094.55,3.75,2.917,40.69,0.103,0.121,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,25801,507,500.143,590,11,7.714,8965.529,176.176,173.793,205.018,3.822,2.681,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.93,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,64257,811,675.714,2093,16,13.429,1465.347,18.494,15.409,47.73,0.365,0.306,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.52,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,5567,90,74.571,75,0,0,72050.734,1164.822,965.139,970.685,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,12953,137,162.857,312,4,2.286,394.112,4.168,4.955,9.493,0.122,0.07,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.19,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,131,0,0.143,3,0,0,1337.718,0,1.459,30.635,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,1273356,10880,9632.571,34531,348,287.286,28174.225,240.73,213.13,764.032,7.7,6.356,0.92,0,0,0,0,0,0,0,0,25374,2985807,66.064,0.561,22927,0.507,0.42,2.4,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,110548,1861,1914,1636,27,26.857,37306.537,628.03,645.916,552.099,9.112,9.063,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27675,4,6.429,907,0,0,1085.299,0.157,0.252,35.569,0,0,0.98,0,0,0,0,0,0,0,0,52406,9212619,361.281,2.055,39865,1.563,0,6200.8,52.31,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,172380,7514,6754.429,1564,65,48.143,19139.723,834.296,749.959,173.654,7.217,5.345,1.26,536,59.513,3183,353.415,0,0,0,0,31571,2537179,281.708,3.505,28909,3.21,0.234,4.3,75,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,68594,1202,1297.857,885,18,15,6765.245,118.55,128.004,87.285,1.775,1.479,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.35,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,7060,48,31,154,0,0.571,17953.047,122.06,78.831,391.61,0,1.453,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,84042,231,202.571,332,1,0.714,49390.479,135.756,119.049,195.112,0.588,0.42,0.88,0,0,0,0,0,0,0,0,10355,1854081,1089.621,6.086,10576,6.215,0.019,52.2,58.33,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,425353,1733,1598.429,6127,19,17.571,2582.759,10.523,9.706,37.203,0.115,0.107,1.09,0,0,0,0,0,0,0,0,14524,2482515,15.074,0.088,13573,0.082,0.118,8.5,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,249,6,1.429,7,0,0,866.476,20.879,4.971,24.359,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,109357,1057,1006.286,1022,6,3.857,11573.001,111.86,106.493,108.156,0.635,0.408,1.15,0,0,0,0,0,0,0,0,0,0,0,0,26805,2.837,0.038,26.6,22.22,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,515391,7916,6739.714,13758,197,203.857,44470.067,683.025,581.53,1187.097,16.998,17.59,0.7,1463,126.234,6879,593.549,0,0,0,0,31788,5396743,465.653,2.743,32012,2.762,0.211,4.7,65.74,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
