location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,44503,140,209.714,1678,12,10,1143.203,3.596,5.387,43.105,0.308,0.257,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,32196,737,709,685,13,10.429,11187.713,256.098,246.369,238.029,4.517,3.624,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,73774,1019,993.571,2255,19,16.571,1682.377,23.238,22.658,51.424,0.433,0.378,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.52,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,6207,65,68.857,76,0,0.143,80333.916,841.261,891.182,983.628,0,1.849,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,14413,146,148.429,336,2,2,438.535,4.442,4.516,10.223,0.061,0.061,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,139,0,0.714,4,0,0,1419.41,0,7.294,40.846,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,1366182,7140,8762.286,36902,112,227.857,30228.09,157.979,193.874,816.492,2.478,5.042,0.9,0,0,0,0,0,0,0,0,16550,3203341,70.877,0.366,21054,0.466,0.416,2.4,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,124839,1193,1283.429,1931,31,27.571,42129.309,402.601,433.118,651.653,10.462,9.305,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27821,15,15.714,907,0,0,1091.025,0.588,0.616,35.569,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,45256,1.775,0,2880,52.31,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,241962,6611,6238.714,2328,104,83.143,26865.562,734.034,692.698,258.483,11.547,9.232,0.94,697,77.389,3900,433.025,0,0,0,0,30808,2851604,316.62,3.421,29864,3.316,0.209,4.8,82.41,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,89898,2735,2352.714,1107,28,23,8866.402,269.746,232.042,109.18,2.762,2.268,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.35,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
