location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,997,63,55.571,33,3,2,25.611,1.618,1.428,0.848,0.077,0.051,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,562,14,16.571,26,0,0.429,195.288,4.865,5.758,9.035,0,0.149,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.81,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,2629,95,102.143,375,8,11.714,59.953,2.166,2.329,8.552,0.182,0.267,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.13,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,713,9,10.714,36,1,1,9227.982,116.482,138.669,465.929,12.942,12.942,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.48,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,24,0,0.714,2,0,0,0.73,0,0.022,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.74,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,23,0,0.286,3,0,0.143,234.866,0,2.918,30.635,0,1.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,2839,81,99.571,132,3,6,62.816,1.792,2.203,2.921,0.066,0.133,1.25,0,0,0,0,0,0,0,0,1181,31342,0.693,0.026,1579,0.035,0.063,15.9,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,1291,43,39.714,20,0,1,435.673,14.511,13.402,6.749,0,0.337,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,6610,42,42.143,67,0,1,259.217,1.647,1.653,2.627,0,0.039,0.42,0,0,0,0,0,0,0,0,14486,420996,16.51,0.568,9579,0.376,0.004,227.3,69.44,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,14749,78,114.857,452,9,14.571,1637.613,8.661,12.753,50.187,0.999,1.618,0.46,204,22.651,613,68.063,0,0,0,0,3311,179243,19.902,0.368,4909,0.545,0.023,42.7,77.78,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,1398,25,42.857,19,1,1.143,137.881,2.466,4.227,1.874,0.099,0.113,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.67,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,55,0,1.286,9,0,0.143,139.861,0,3.269,22.886,0,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,1881,108,106.429,7,0,0.143,1105.441,63.47,62.547,4.114,0,0.084,1.32,0,0,0,0,0,0,0,0,4164,86732,50.971,2.447,3251,1.911,0.033,30.5,75,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,2456,312,262.143,91,7,8.143,14.913,1.894,1.592,0.553,0.043,0.049,1.97,0,0,0,0,0,0,0,0,2663,26604,0.162,0.016,2197,0.013,0.119,8.4,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,75,0,0.571,5,0,0.143,260.987,0,1.988,17.399,0,0.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.89,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,5807,510,461.286,47,2,3,614.542,53.972,48.817,4.974,0.212,0.317,1.65,0,0,0,0,0,0,0,0,5522,98231,10.396,0.584,4890,0.517,0.094,10.6,18.52,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,38496,1313,1264.143,5683,230,297.571,3321.594,113.291,109.075,490.353,19.845,25.676,0.97,1071,92.41,4940,426.244,0,0,1944.499,167.779,7200,215961,18.634,0.621,9343,0.806,0.135,7.4,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,18,0,0.571,2,0,0,45.269,0,1.437,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,35,0,0,1,0,0,2.887,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.83,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,5,0,0,0,0,0,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,520,27,31.429,32,1,1.143,44.547,2.313,2.692,2.741,0.086,0.098,1.41,0,0,0,0,0,0,0,0,212,4135,0.354,0.018,230,0.02,0.137,7.3,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,1285,17,39.429,48,1,1.286,391.671,5.182,12.018,14.631,0.305,0.392,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.59,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,20,5,1,1,0,0,8.505,2.126,0.425,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.11,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,38654,1996,2351.714,2462,108,177,181.85,9.39,11.064,11.583,0.508,0.833,1.54,0,0,0,0,0,0,0,0,0,0,0,0,5345,0.025,0,0,74.54,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
Brunei,138,1,0.286,1,0,0,315.441,2.286,0.653,2.286,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,0,2.7,75.86,0.853
Bulgaria,894,16,31.286,42,1,1.857,128.662,2.303,4.503,6.045,0.144,0.267,1.24,36,5.181,259,37.275,0,0,0,0,0,26417,3.802,0,989,0.142,0.032,31.6,73.15,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.813
