location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,107,16,11,4,1,0.571,2.749,0.411,0.283,0.103,0.026,0.015,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.59,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,197,11,17.286,10,2,1.143,68.455,3.822,6.007,3.475,0.695,0.397,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,454,45,45,29,3,2,10.353,1.026,1.026,0.661,0.068,0.046,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,308,41,31.429,3,0,0.429,3986.281,530.641,406.763,38.827,0,5.547,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.15,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,5,1,0.429,0,0,0,0.152,0.03,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.74,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,7,0,0.857,0,0,0,71.481,0,8.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,690,101,76,18,5,2,15.267,2.235,1.682,0.398,0.111,0.044,1.66,0,0,0,0,0,0,0,0,409,4067,0.09,0.009,366,0.008,0.208,4.8,100,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,407,78,35.286,1,0,0.143,137.35,26.323,11.908,0.337,0,0.048,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,3640,497,367,14,1,1,142.746,19.49,14.392,0.549,0.039,0.039,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.52,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,8271,614,779.571,68,10,8.571,918.347,68.174,86.557,7.55,1.11,0.952,1.41,0,0,0,0,0,0,0,0,3198,42750,4.747,0.355,3458,0.384,0.225,4.4,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,182,17,18.429,4,1,0.429,17.95,1.677,1.818,0.395,0.099,0.042,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.52,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,10,0,0.857,0,0,0,25.429,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,476,10,24.429,4,0,0.429,279.74,5.877,14.356,2.351,0,0.252,1.31,0,0,0,0,0,0,0,0,0,0,0,0,1427,0.839,0.017,58.4,78.7,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,48,0,3.286,5,0,0.429,0.291,0,0.02,0.03,0,0.003,0,0,0,0,0,0,0,0,0,109,1185,0.007,0.001,89,0.001,0.037,27.1,84.26,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,26,2,2.857,0,0,0,90.475,6.96,9.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.15,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,94,0,2.571,0,0,0,9.948,0,0.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0.116,0.002,427.8,8.33,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,9134,1850,902.714,353,64,40.857,788.119,159.626,77.89,30.458,5.522,3.525,1.93,867,74.808,4089,352.816,0,0,0,0,3850,56200,4.849,0.332,3734,0.322,0.242,4.1,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,2,0,0.286,0,0,0,5.03,0,0.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,6,0,0.571,0,0,0,0.495,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,3,0,0.143,0,0,0,3.888,0,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,74,13,7.857,0,0,0,6.339,1.114,0.673,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0.048,0,56,0.005,0.14,7.1,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,258,21,23.571,5,1,0.571,78.639,6.401,7.185,1.524,0.305,0.174,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.81,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.11,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,3904,487,411.857,111,19,13.714,18.367,2.291,1.938,0.522,0.089,0.065,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.54,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
Brunei,120,5,5.286,1,1,0.143,274.296,11.429,12.082,2.286,2.286,0.327,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.78,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,0,2.7,75.86,0.853
Bulgaria,331,38,24,7,4,0.571,47.637,5.469,3.454,1.007,0.576,0.082,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.15,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.813
Burkina Faso,207,27,20.429,11,2,1.286,9.903,1.292,0.977,0.526,0.096,0.062,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,20903278,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.423
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89,11890781,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,0,0,6.144,0.8,61.58,0.417
Cambodia,99,0,6.571,0,0,0,5.921,0,0.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,16718971,90.672,25.6,4.412,2.385,3645.07,0,270.892,4,2,33.7,66.229,0.8,69.82,0.582
Cameroon,91,0,9.143,2,0,0.286,3.428,0,0.344,0.075,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,26545864,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,0,0,2.735,1.3,59.29,0.556
Canada,5576,894,614.143,61,7,6,147.739,23.687,16.272,1.616,0.185,0.159,2.11,0,0,0,0,0,0,0,0,16804,187448,4.967,0.445,14081,0.373,0.044,22.9,72.69,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,0,2.5,82.43,0.926
Cape Verde,5,0,0.286,1,0,0.143,8.993,0,0.514,1.799,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.07,555988,135.58,25.7,4.46,3.437,6222.554,0,182.219,2.42,2.1,16.5,0,2.1,72.98,0.654
Central African Republic,3,0,0,0,0,0,0.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.52,4829764,7.479,18.3,3.655,2.251,661.24,0,435.727,6.1,0,0,16.603,1,53.28,0.367
