location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,33180,239,278.857,900,34,22.857,852.335,6.139,7.163,23.119,0.873,0.587,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,2964,71,71.143,79,3,3,1029.953,24.672,24.721,27.452,1.042,1.042,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,16404,463,404.714,959,7,7.714,374.085,10.558,9.229,21.869,0.16,0.176,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,855,0,0,52,0,0,11065.812,0,0,673.008,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,346,0,10,19,0,1.143,10.528,0,0.304,0.578,0,0.035,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,70,2,0.143,3,0,0,714.811,20.423,1.459,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,80447,2632,2597,1582,75,43.143,1779.967,58.236,57.461,35.003,1.659,0.955,1.22,0,0,0,0,0,0,0,0,7875,411820,9.112,0.174,8141,0.18,0.319,3.1,92.59,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,28936,330,544.143,491,7,8.286,9765.007,111.365,183.631,165.697,2.362,2.796,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,8755,172,131.571,106,0,0.286,343.335,6.745,5.16,4.157,0,0.011,1.8,0,0,0,0,0,0,0,0,45730,2759165,108.203,1.793,49067,1.924,0.003,372.9,68.98,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,18365,85,91.714,706,0,0.429,2039.106,9.438,10.183,78.389,0,0.048,1.31,11,1.221,67,7.439,0,0,0,0,6301,654105,72.627,0.7,6819,0.757,0.013,74.4,47.22,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,20837,513,552.714,258,8,7.429,2055.098,50.596,54.513,25.446,0.789,0.733,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,104,0,0,11,0,0,264.464,0,0,27.972,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,29821,454,511.714,98,1,2,17525.445,266.81,300.728,57.593,0.588,1.175,1.04,0,0,0,0,0,0,0,0,9945,612096,359.722,5.845,10797,6.345,0.047,21.1,75,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,165618,3201,3402.429,2096,44,44.714,1005.639,19.437,20.66,12.727,0.267,0.272,0.93,0,0,0,0,0,0,0,0,14245,863270,5.242,0.086,16039,0.097,0.212,4.7,74.54,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,98,0,0.143,7,0,0,341.023,0,0.497,24.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,63804,250,287.714,429,6,6,6752.231,26.457,30.448,45.4,0.635,0.635,0.71,0,0,0,0,0,0,0,0,0,1074240,113.684,0,11748,1.243,0.024,40.8,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,62058,42,99.571,9774,3,6,5354.621,3.624,8.591,843.341,0.259,0.518,1.09,27,2.33,169,14.582,0,0,0,0,10721,1341942,115.788,0.925,11963,1.032,0.008,120.1,50,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,30,0,0.857,2,0,0,75.449,0,2.156,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.44,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,1199,0,1.714,21,0,0.286,98.901,0,0.141,1.732,0,0.024,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,80,0,0.429,0,0,0,103.679,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
