location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,45600,216,203.286,1737,9,12,1171.383,5.549,5.222,44.62,0.231,0.308,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,35600,656,711,753,10,13.714,12370.561,227.952,247.064,261.658,3.475,4.766,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,79110,1085,1065.429,2352,23,18.286,1804.062,24.743,24.297,53.636,0.525,0.417,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.52,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,6534,106,66.857,76,0,0,84566.104,1371.902,865.297,983.628,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.26,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,14920,99,112.286,341,1,1.143,453.961,3.012,3.416,10.375,0.03,0.035,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,141,1,0.286,4,0,0,1439.833,10.212,2.918,40.846,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,1399431,9043,7142.429,37941,227,201.286,30963.756,200.085,158.033,839.481,5.023,4.454,0.91,0,0,0,0,0,0,0,0,23384,3292465,72.849,0.517,18648,0.413,0.383,2.6,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,130870,1785,1270.143,2068,28,28.286,44164.585,602.382,428.634,697.886,9.449,9.546,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27873,8,11.571,907,0,0,1093.064,0.314,0.454,35.569,0,0,0.98,0,0,0,0,0,0,0,0,44283,9872011,387.139,1.737,44695,1.753,0,3862.7,47.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,266038,5526,5336.429,2773,106,93.857,29538.772,613.564,592.515,307.892,11.769,10.421,0.9,705,78.278,3756,417.037,0,0,0,0,33318,2993814,332.41,3.699,29458,3.271,0.181,5.5,82.41,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,106101,3705,3158.143,1256,32,29,10464.461,365.414,311.479,123.876,3.156,2.86,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.91,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,7482,13,19.143,163,0,0,19026.162,33.058,48.679,414.497,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,86347,162,147.143,341,1,0.571,50745.1,95.205,86.474,200.402,0.588,0.336,0.88,0,0,0,0,0,0,0,0,10026,2003210,1177.263,5.892,9913,5.826,0.015,67.4,58.33,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,456438,2292,2182.714,6524,37,31.286,2771.508,13.917,13.254,39.614,0.225,0.19,1.1,0,0,0,0,0,0,0,0,17052,2711029,16.461,0.104,15179,0.092,0.144,7,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,266,3,1.857,7,0,0,925.633,10.439,6.463,24.359,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,130012,1563,1517.429,1128,9,7.714,13758.872,165.409,160.586,119.374,0.952,0.816,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,567532,2565,2466.857,16219,142,146.143,48969.008,221.319,212.851,1399.442,12.252,12.61,0.66,1034,89.218,4395,379.219,0,0,0,0,34040,5839040,503.817,2.937,28931,2.496,0.085,11.7,63.89,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,5515,92,71,131,2,4.143,13869.992,231.376,178.562,329.459,5.03,10.419,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,2974,0,8.286,43,0,0,245.315,0,0.683,3.547,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,389,3,1.571,0,0,0,504.139,3.888,2.037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.81,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,144390,114,90.571,8939,6,7.143,12369.54,9.766,7.759,765.782,0.514,0.612,0.92,0,0,0,0,0,0,0,0,1145,356346,30.527,0.098,1016,0.087,0.089,11.2,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,84252,924,1070.714,2480,51,46.714,25680.204,281.637,326.356,755.91,15.545,14.239,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.15,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,10258,266,94.857,31,0,0,4362.09,113.113,40.337,13.182,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.93,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,6204220,37614,31779,171460,691,485.571,29188.169,176.958,149.506,806.645,3.251,2.284,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
Brunei,150,0,0.286,3,0,0,342.87,0,0.653,6.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.19,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,0,2.7,75.86,0.853
Bulgaria,136628,3568,3170.429,3529,162,125.714,19663.104,513.496,456.279,507.883,23.315,18.092,1.11,430,61.884,6655,957.768,0,0,0,0,8820,941261,135.464,1.269,7879,1.134,0.402,2.5,48.15,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.813
