location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,41728,95,99.429,1547,3,3.143,1071.918,2.44,2.554,39.74,0.077,0.081,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,21904,381,310.714,532,5,6.429,7611.37,132.393,107.969,184.863,1.737,2.234,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.93,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,58979,405,324.714,1980,0,7,1344.985,9.236,7.405,45.153,0,0.16,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,4910,22,71.429,75,0,0.429,63547.531,284.734,924.462,970.685,0,5.547,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,11577,349,243.714,291,2,2.857,352.246,10.619,7.415,8.854,0.061,0.087,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.19,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,128,0,0.571,3,0,0,1307.083,0,5.835,30.635,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,1195276,12145,11238.143,32052,429,331.714,26446.63,268.72,248.655,709.181,9.492,7.339,0.92,0,0,0,0,0,0,0,0,26630,2800060,61.954,0.589,23788,0.526,0.472,2.1,81.94,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,94776,1328,2052.286,1413,22,27.286,31983.974,448.159,692.583,476.844,7.424,9.208,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27622,12,9.857,907,0,0,1083.221,0.471,0.387,35.569,0,0,0.81,0,0,0,0,0,0,0,0,31770,8887171,348.518,1.246,41230,1.617,0,4182.8,47.69,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,118198,4182,4585.143,1192,33,26.714,13123.779,464.336,509.098,132.35,3.664,2.966,1.45,366,40.638,2065,229.281,0,0,0,0,25881,2305382,255.972,2.874,25671,2.85,0.179,5.6,75,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,58282,1242,1019,768,15,11.429,5748.199,122.495,100.501,75.746,1.479,1.127,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.35,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,6790,55,41.143,149,3,1.857,17266.458,139.861,104.623,378.896,7.629,4.723,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,82363,230,228.286,324,2,1.143,48403.751,135.168,134.161,190.411,1.175,0.672,0.88,0,0,0,0,0,0,0,0,10699,1770015,1040.217,6.288,9403,5.526,0.024,41.2,58.33,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,412647,1659,1580.143,5983,17,20.714,2505.608,10.074,9.595,36.329,0.103,0.126,1.06,0,0,0,0,0,0,0,0,14061,2373590,14.413,0.085,12775,0.078,0.124,8.1,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,238,0,0.714,7,0,0,828.198,0,2.486,24.359,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,101329,929,960,992,3,3.857,10723.416,98.314,101.595,104.981,0.317,0.408,1.16,0,0,0,0,0,0,0,0,0,0,0,0,21872,2.315,0.044,22.8,22.22,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,452541,5186,15036,12126,268,155.429,39047.109,447.47,1297.368,1046.281,23.124,13.411,0.91,1353,116.742,7489,646.182,0,0,0,0,54872,5127659,442.436,4.735,54081,4.666,0.278,3.6,65.74,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,3790,166,84.286,61,2,1.429,9531.69,417.483,211.975,153.412,5.03,3.593,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,2683,0,18,41,0,0,221.311,0,1.485,3.382,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,358,2,1.857,0,0,0,463.964,2.592,2.407,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
