location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,39928,58,63.143,1482,1,1.857,1025.679,1.49,1.622,38.07,0.026,0.048,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,15752,182,169.143,429,5,3.714,5473.626,63.243,58.775,149.072,1.737,1.291,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,53399,74,142.857,1818,9,7.143,1217.736,1.688,3.258,41.459,0.205,0.163,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,2995,0,89.286,57,0,0.571,38762.7,0,1155.578,737.721,0,7.396,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,6680,192,136.429,222,3,1.571,203.248,5.842,4.151,6.755,0.091,0.048,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,111,0,0.571,3,0,0,1133.486,0,5.835,30.635,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,917035,13305,13223.857,24572,386,392.143,20290.281,294.386,292.591,543.679,8.541,8.677,1.03,0,0,0,0,0,0,0,0,27193,2241221,49.589,0.602,25236,0.558,0.524,1.9,82.87,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,57566,745,640.429,1032,6,6,19426.748,251.415,216.125,348.268,2.025,2.025,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27337,27,22.286,904,5,1,1072.044,1.059,0.874,35.451,0.196,0.039,0.97,0,0,0,0,0,0,0,0,27430,8062988,316.197,1.076,34788,1.364,0.001,1561,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,57326,1028,1072.429,861,6,5.571,6365.029,114.141,119.074,95.599,0.666,0.619,1.25,107,11.88,504,55.96,0,0,0,0,21708,1844639,204.814,2.41,18305,2.032,0.059,17.1,44.91,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
