location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,44988,282,217.143,1702,12,9.571,1155.662,7.244,5.578,43.721,0.308,0.246,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,33556,795,732,716,17,12.143,11660.296,276.253,254.361,248.801,5.907,4.219,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,75867,1005,1039.714,2294,22,18,1730.107,22.918,23.71,52.313,0.502,0.41,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.52,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,6304,48,55.714,76,0,0,81589.335,621.239,721.081,983.628,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,14634,141,145.571,337,0,1.857,445.259,4.29,4.429,10.254,0,0.057,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,139,0,0.714,4,0,0,1419.41,0,7.294,40.846,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,1374631,4265,8035.286,37122,120,199.286,30415.032,94.367,177.788,821.36,2.655,4.409,0.89,0,0,0,0,0,0,0,0,11232,3224341,71.342,0.249,19458,0.431,0.413,2.4,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,126709,485,1260.429,1976,24,26.857,42760.376,163.673,425.356,666.839,8.099,9.063,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27843,9,12.143,907,0,0,1091.887,0.353,0.476,35.569,0,0,1.01,0,0,0,0,0,0,0,0,31580,9740770,381.993,1.238,48429,1.899,0,3988.2,47.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,250333,3145,5960,2459,71,81.714,27795.012,349.196,661.752,273.028,7.883,9.073,0.88,685,76.057,3863,428.917,0,0,0,0,20422,2901857,322.199,2.267,29678,3.295,0.201,5,82.41,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
