location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,39170,25,42.571,1453,5,2.143,1006.208,0.642,1.094,37.325,0.128,0.055,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,12921,134,139,370,0,3.286,4489.888,46.563,48.301,128.57,0,1.142,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,50579,179,197.857,1703,5,7,1153.428,4.082,4.512,38.836,0.114,0.16,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,1753,0,38.571,53,0,0,22688.151,0,499.21,685.951,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,4475,112,98,162,3,2.571,136.158,3.408,2.982,4.929,0.091,0.078,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,97,0,0.286,3,0,0,990.524,0,2.918,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,678266,13467,10936.143,14766,390,329.429,15007.287,297.97,241.973,326.712,8.629,7.289,1.06,0,0,0,0,0,0,0,0,26039,1771865,39.204,0.576,22567,0.499,0.485,2.1,87.96,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,48251,374,225.714,945,3,2.857,16283.223,126.213,76.172,318.908,1.012,0.964,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27000,20,19.857,869,8,4.571,1058.828,0.784,0.779,34.079,0.314,0.179,0.57,0,0,0,0,0,0,0,0,47634,7441327,291.818,1.868,37512,1.471,0.001,1889.1,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,40816,832,709,783,6,3.571,4531.888,92.379,78.722,86.938,0.666,0.397,1.12,78,8.661,344,38.195,0,0,0,0,18518,1507782,167.412,2.056,15840,1.759,0.045,22.3,37.04,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,39686,162,129.857,581,1,1.429,3914.125,15.978,12.807,57.302,0.099,0.141,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.37,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,3699,81,74.571,86,6,2.429,9406.278,205.977,189.63,218.692,15.258,6.176,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,67701,687,644.571,231,0,2,39787.069,403.742,378.807,135.756,0,1.175,0.97,0,0,0,0,0,0,0,0,22705,1378104,809.895,13.343,11905,6.996,0.054,18.5,63.89,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,355384,1540,1588.571,5072,28,30.429,2157.905,9.351,9.646,30.797,0.17,0.185,0.9,0,0,0,0,0,0,0,0,12900,1878500,11.406,0.078,13108,0.08,0.121,8.3,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,189,0,0.571,7,0,0,657.686,0,1.988,24.359,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.19,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,76651,294,237.714,802,6,4.429,8111.8,31.113,25.157,84.874,0.635,0.469,1.21,0,0,0,0,0,0,0,0,0,0,0,0,12855,1.36,0.018,54.1,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
