location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,43468,228,167.286,1635,15,8.286,1116.616,5.857,4.297,42,0.385,0.213,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,28432,602,528.714,631,8,8.571,9879.769,209.188,183.722,219.265,2.78,2.978,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,68589,910,842.286,2168,14,15.143,1564.136,20.752,19.208,49.44,0.319,0.345,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.52,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,5914,42,68.143,76,0,0.143,76541.772,543.584,881.937,983.628,0,1.849,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,13615,164,133.571,324,2,2.286,414.255,4.99,4.064,9.858,0.061,0.07,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.19,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,134,0,0.429,4,0,0.143,1368.352,0,4.376,40.846,0,1.459,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,1318384,7893,9697.857,35727,291,260,29170.513,174.64,214.574,790.494,6.439,5.753,0.91,0,0,0,0,0,0,0,0,21490,3088138,68.328,0.475,21905,0.485,0.443,2.3,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,117886,549,1488.571,1788,25,29.714,39782.886,185.271,502.347,603.395,8.437,10.028,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27758,9,12.714,907,0,0,1088.554,0.353,0.499,35.569,0,0,1.32,0,0,0,0,0,0,0,0,22430,9401769,368.699,0.88,39276,1.54,0,3089.2,52.31,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,208613,4657,7123.857,1887,58,61.857,23162.751,517.077,790.977,209.518,6.44,6.868,1.03,612,67.952,3685,409.153,0,0,0,0,26232,2694112,299.133,2.913,30721,3.411,0.232,4.3,75,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,77083,1395,1576.714,985,18,19,7602.492,137.585,155.507,97.148,1.775,1.874,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.35,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,7256,70,41.714,163,7,1.286,18451.461,178.005,106.076,414.497,17.8,3.269,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,84882,179,178.571,337,3,1.143,49884.137,105.196,104.944,198.051,1.763,0.672,0.88,0,0,0,0,0,0,0,0,9489,1903910,1118.905,5.577,10069,5.917,0.018,56.4,58.33,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,434472,2139,1793,6215,21,17.571,2638.13,12.988,10.887,37.738,0.128,0.107,1.16,0,0,0,0,0,0,0,0,15768,2554789,15.513,0.096,14331,0.087,0.125,8,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,250,0,1,7,0,0,869.956,0,3.48,24.359,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,115448,1263,1169.429,1053,7,6,12217.597,133.66,123.758,111.437,0.741,0.635,1.16,0,0,0,0,0,0,0,0,0,0,0,0,28180,2.982,0.041,24.1,22.22,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,537871,1932,4955.571,14616,195,200,46409.734,166.701,427.587,1261.129,16.825,17.257,0.65,1408,121.488,6580,567.75,0,0,0,0,21449,5524333,476.662,1.851,28368,2.448,0.175,5.7,63.89,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,4883,22,93.286,94,4,3.286,12280.539,55.329,234.61,236.406,10.06,8.263,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,2884,40,14.714,43,0,0,237.891,3.299,1.214,3.547,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,377,2,1.857,0,0,0,488.588,2.592,2.407,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,143371,125,115.714,8859,10,8.143,12282.245,10.708,9.913,758.929,0.857,0.698,0.9,0,0,0,0,0,0,0,0,919,345687,29.614,0.079,963,0.082,0.12,8.3,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,72689,733,1324.286,1973,84,55.714,22155.775,223.42,403.645,601.375,25.603,16.982,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.56,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,9103,878,181.143,30,3,0.429,3870.94,373.359,77.029,12.757,1.276,0.182,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.48,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,5876464,13371,28776,166014,216,483.714,27646.219,62.905,135.379,781.024,1.016,2.276,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
Brunei,148,0,0,3,0,0,338.299,0,0,6.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.19,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,0,2.7,75.86,0.853
Bulgaria,101770,3519,3256.286,2282,152,73,14646.442,506.444,468.635,328.419,21.875,10.506,1.16,288,41.448,5353,770.388,0,0,0,0,2716,856616,123.282,0.391,8741,1.258,0.373,2.7,48.15,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.813
Burkina Faso,2652,11,10.143,68,0,0.143,126.87,0.526,0.485,3.253,0,0.007,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,20903278,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.423
Burundi,630,2,2.286,1,0,0,52.982,0.168,0.192,0.084,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81,11890781,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,0,0,6.144,0.8,61.58,0.417
Cambodia,303,1,0.429,0,0,0,18.123,0.06,0.026,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.59,16718971,90.672,25.6,4.412,2.385,3645.07,0,270.892,4,2,33.7,66.229,0.8,69.82,0.582
Cameroon,22692,0,38.714,433,0,0,854.822,0,1.458,16.311,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,26545864,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,0,0,2.735,1.3,59.29,0.556
Canada,305473,6033,4776.714,11075,74,65,8093.682,159.848,126.562,293.438,1.961,1.722,1.15,0,0,0,0,0,0,0,0,54704,10402744,275.627,1.449,59525,1.577,0.08,12.5,60.65,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,0,2.5,82.43,0.926
Cape Verde,9840,18,60.143,103,0,0.429,17698.224,32.375,108.173,185.256,0,0.771,1.05,0,0,0,0,0,0,0,0,591,0,0,1.063,470,0.845,0.128,7.8,71.3,555988,135.58,25.7,4.46,3.437,6222.554,0,182.219,2.42,2.1,16.5,0,2.1,72.98,0.654
Central African Republic,4900,0,2.857,63,0,0.143,1014.542,0,0.592,13.044,0,0.03,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.07,4829764,7.479,18.3,3.655,2.251,661.24,0,435.727,6.1,0,0,16.603,1,53.28,0.367
Chad,1603,6,7.429,101,0,0.286,97.59,0.365,0.452,6.149,0,0.017,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.37,16425859,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,0,0,5.818,0,54.24,0.404
