location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,34441,85,214.286,1012,16,20.857,884.728,2.183,5.505,25.996,0.411,0.536,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,3454,83,80.143,93,4,2.429,1200.222,28.841,27.849,32.316,1.39,0.844,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,19195,483,464.857,1011,7,8.429,437.732,11.015,10.601,23.055,0.16,0.192,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.07,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,855,0,0,52,0,0,11065.812,0,0,673.008,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,506,44,22.857,26,3,1,15.396,1.339,0.695,0.791,0.091,0.03,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.39,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,74,0,0.857,3,0,0,755.657,0,8.753,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,100166,2657,3193,1845,35,48.286,2216.269,58.789,70.648,40.822,0.774,1.068,1.2,0,0,0,0,0,0,0,0,5728,465128,10.291,0.127,8740,0.193,0.365,2.7,92.59,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,31969,577,480.429,565,6,11.571,10788.551,194.72,162.13,190.67,2.025,3.905,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,9980,183,199.571,108,0,0.286,391.374,7.177,7.826,4.235,0,0.011,1.56,0,0,0,0,0,0,0,0,53995,3075488,120.608,2.117,51722,2.028,0.004,259.2,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,18897,114,88.143,708,2,0.286,2098.175,12.658,9.787,78.611,0.222,0.032,1.17,10,1.11,73,8.105,0,0,0,0,5031,696740,77.361,0.559,6991,0.776,0.013,79.3,35.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,24041,520,531,306,8,8,2371.1,51.286,52.371,30.18,0.789,0.789,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,111,0,1,11,0,0,282.265,0,2.543,27.972,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,32941,471,510.571,108,4,1.571,19359.032,276.801,300.057,63.47,2.351,0.924,1.02,0,0,0,0,0,0,0,0,7639,656659,385.911,4.489,7787,4.576,0.066,15.3,69.44,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,183795,2666,3054,2352,47,42.857,1116.01,16.188,18.544,14.281,0.285,0.26,0.92,0,0,0,0,0,0,0,0,11059,943487,5.729,0.067,13495,0.082,0.226,4.4,74.54,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,103,0,0.714,7,0,0,358.422,0,2.486,24.359,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,64932,165,196.857,464,5,5.857,6871.605,17.462,20.833,49.104,0.529,0.62,0.72,0,0,0,0,0,0,0,0,0,1134653,120.078,0,10076,1.066,0.02,51.2,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,62707,238,98.714,9782,0,1.571,5410.619,20.536,8.517,844.031,0,0.136,1.29,27,2.33,130,11.217,0,0,65.761,5.674,5622,1409194,121.591,0.485,11139,0.961,0.009,112.8,50,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,37,0,1,2,0,0,93.053,0,2.515,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.44,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,1378,0,25.571,26,0,0.714,113.666,0,2.109,2.145,0,0.059,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,84,2,0.571,0,0,0,108.863,2.592,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
