location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,46274,158,183.714,1795,21,13.286,1188.697,4.059,4.719,46.11,0.539,0.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,38182,557,660.857,810,12,13.429,13267.774,193.551,229.64,281.465,4.17,4.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,83199,978,1047.429,2431,21,19.571,1897.309,22.303,23.886,55.438,0.479,0.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.52,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,6745,33,63,76,0,0,87296.965,427.102,815.376,983.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.26,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,15139,36,72.143,348,2,1.571,460.624,1.095,2.195,10.588,0.061,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,141,0,0.286,4,0,0,1439.833,0,2.918,40.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,1424533,5726,7128.857,38730,257,229.714,31519.162,126.693,157.733,856.938,5.686,5.083,0,0,0,0,0,0,0,0,0,19405,3358757,74.316,0.429,19202,0.425,0.371,2.7,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,135124,356,1202.143,2164,22,26.857,45600.179,120.139,405.686,730.283,7.424,9.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27912,10,9.857,908,0,0.143,1094.593,0.392,0.387,35.608,0,0.006,0,0,0,0,0,0,0,0,0,24224,9996243,392.011,0.95,36496,1.431,0,3702.5,47.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,282456,2748,4589,3184,79,103.571,31361.698,305.116,509.527,353.526,8.772,11.5,0,701,77.834,3639,404.046,0,0,0,0,15054,3098318,344.013,1.671,28066,3.116,0.164,6.1,82.41,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,121176,2981,3699.286,1392,31,33.143,11951.268,294.008,364.851,137.289,3.057,3.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.91,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,7541,24,15.714,163,0,0,19176.194,61.03,39.96,414.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,86956,169,152.857,341,0,0.286,51103.002,99.319,89.832,200.402,0,0.168,0,0,0,0,0,0,0,0,0,9845,2043740,1201.082,5.786,10131,5.954,0.015,66.3,58.33,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,464932,2525,2167.429,6644,35,32.571,2823.084,15.332,13.161,40.343,0.213,0.198,0,0,0,0,0,0,0,0,0,15372,2770528,16.823,0.093,15367,0.093,0.141,7.1,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,276,1,2.286,7,0,0,960.431,3.48,7.954,24.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,136647,1639,1595,1158,7,7.714,14461.039,173.452,168.795,122.548,0.741,0.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,577345,746,2491.857,16645,98,127.143,49815.714,64.368,215.008,1436.199,8.456,10.97,0,900,77.656,4029,347.639,0,0,0,0,23524,5931308,511.778,2.03,29374,2.535,0.085,11.8,63.89,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,5854,111,86.429,148,1,4,14722.562,279.16,217.364,372.214,2.515,10.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.22,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,3015,41,14.143,43,0,0,248.697,3.382,1.167,3.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,410,14,3.429,0,0,0,531.355,18.144,4.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.81,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,144708,86,96.286,8957,5,5.857,12396.782,7.367,8.249,767.324,0.428,0.502,0,0,0,0,0,0,0,0,0,977,360083,30.847,0.084,1071,0.092,0.09,11.1,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,87901,527,1049.714,2681,61,48.429,26792.428,160.631,319.955,817.175,18.593,14.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.15,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,10742,484,107.143,34,3,0.429,4567.905,205.815,45.561,14.458,1.276,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.93,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,6335878,21138,35467.143,173120,287,519.286,29807.563,99.445,166.858,814.455,1.35,2.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.94,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
Brunei,150,0,0.143,3,0,0,342.87,0,0.327,6.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.19,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,0,2.7,75.86,0.853
Bulgaria,145300,2814,2904.857,4035,221,138,20911.154,404.983,418.059,580.705,31.806,19.861,0,457,65.77,6783,976.19,0,0,0,0,1965,966426,139.085,0.283,7386,1.063,0.393,2.5,57.41,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.813
Burkina Faso,2886,30,18.857,68,0,0,138.064,1.435,0.902,3.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,20903278,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.423
Burundi,688,7,3.429,1,0,0,57.86,0.589,0.288,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81,11890781,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,0,0,6.144,0.8,61.58,0.417
Cambodia,326,3,2.857,0,0,0,19.499,0.179,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33,16718971,90.672,25.6,4.412,2.385,3645.07,0,270.892,4,2,33.7,66.229,0.8,69.82,0.582
Cameroon,24445,328,86.143,437,0,0.286,920.859,12.356,3.245,16.462,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48,26545864,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,0,0,2.735,1.3,59.29,0.556
Canada,381557,7895,5832.286,12147,101,82.429,10109.571,209.183,154.53,321.842,2.676,2.184,0,0,0,0,0,0,0,0,0,63070,11475642,304.054,1.671,76426,2.025,0.076,13.1,64.35,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,0,2.5,82.43,0.926
Cape Verde,10761,14,65.571,105,0,0.143,19354.734,25.18,117.937,188.853,0,0.257,0,0,0,0,0,0,0,0,0,406,0,0,0.73,358,0.644,0.183,5.5,71.3,555988,135.58,25.7,4.46,3.437,6222.554,0,182.219,2.42,2.1,16.5,0,2.1,72.98,0.654
Central African Republic,4913,0,0.286,63,0,0,1017.234,0,0.059,13.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.37,4829764,7.479,18.3,3.655,2.251,661.24,0,435.727,6.1,0,0,16.603,1,53.28,0.367
Chad,1688,6,5.714,101,0,0,102.765,0.365,0.348,6.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.37,16425859,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,0,0,5.818,0,54.24,0.404
Chile,551743,1313,1380.429,15410,54,43.429,28862.574,68.685,72.212,806.122,2.825,2.272,0,0,0,0,0,0,0,0,0,37496,5325430,278.582,1.961,33997,1.778,0.041,24.6,76.39,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,0,2.11,80.18,0.843
China,92902,88,98.714,4743,0,0.143,64.546,0.061,0.069,3.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,0,4.34,76.91,0.752
Colombia,1316806,8430,8832.429,36766,182,183.857,25879.154,165.675,173.583,722.561,3.577,3.613,0,0,0,0,0,0,0,0,0,26596,5085495,99.945,0.523,30869,0.607,0,0,60.19,50882884,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.747
Comoros,611,0,2.143,7,0,0,702.626,0,2.464,8.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869595,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.503
Congo,5774,0,20.286,94,0,0.143,1046.376,0,3.676,17.035,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.52,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,0,64.57,0.606
Costa Rica,139638,2545,1049,1726,36,12.143,27411.636,499.596,205.924,338.822,7.067,2.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.56,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
Cote d'Ivoire,21331,21,26.143,132,1,0.143,808.658,0.796,0.991,5.004,0.038,0.005,0,0,0,0,0,0,0,0,0,745,218207,8.272,0.028,1001,0.038,0.026,38.3,25,26378275,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,0,0,19.351,0,57.78,0.492
Croatia,128442,1830,3250.143,1786,74,55.429,31287.117,445.769,791.701,435.051,18.026,13.502,0,0,0,2358,574.384,0,0,0,0,5027,749346,182.533,1.225,9463,2.305,0.343,2.9,44.44,4105268,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,0,5.54,78.49,0.831
Cuba,8284,51,57.857,135,1,0.429,731.375,4.503,5.108,11.919,0.088,0.038,0,0,0,0,0,0,0,0,0,10607,1125751,99.39,0.936,10603,0.936,0.005,183.3,56.48,11326616,110.408,43.1,14.738,9.719,0,0,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.777
Cyprus,10565,182,231.143,49,1,0.714,12061.893,207.787,263.892,55.943,1.142,0.815,0,0,0,0,0,0,0,0,0,2543,621399,709.441,2.903,5294,6.044,0.044,22.9,65.74,875899,127.657,37.3,13.416,8.563,32415.132,0,141.171,9.24,19.6,52.7,0,3.4,80.98,0.869
Czechia,523298,3575,3808.571,8295,157,133.571,48865.336,333.832,355.643,774.583,14.661,12.473,0,675,63.031,4741,442.712,0,0,0,0,22265,3088793,288.43,2.079,18888,1.764,0.202,5,69.44,10708982,137.176,43.3,19.027,11.58,32605.906,0,227.485,6.82,30.5,38.3,0,6.63,79.38,0.888
Democratic Republic of Congo,12772,70,70.571,333,0,0.571,142.606,0.782,0.788,3.718,0,0.006,0,0,0,0,0,0,0,0,0,348,0,0,0.004,357,0.004,0.198,5.1,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,0,0,4.472,0,60.68,0.457
Denmark,81002,1130,1261.429,837,8,6.857,13984.662,195.09,217.78,144.505,1.381,1.184,0,44,7.596,259,44.715,0,0,0,0,80131,7420529,1281.124,13.834,72804,12.569,0.017,57.7,45.37,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,0,2.5,80.9,0.929
Djibouti,5679,2,1.571,61,0,0,5747.964,2.024,1.591,61.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.96,988002,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,0,1.4,67.11,0.476
Dominica,85,0,1.143,0,0,0,1180.703,0,15.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93,71991,98.567,0,0,0,9673.367,0,227.376,11.62,0,0,0,3.8,75,0.715
Dominican Republic,143988,515,737,2331,1,2.857,13273.348,47.475,67.939,214.88,0.092,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,0.479,0.142,7.1,0,10847904,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.736
Ecuador,192685,568,963,13461,38,33.714,10921.291,32.194,54.582,762.963,2.154,1.911,0,0,0,0,0,0,0,0,0,2927,608942,34.515,0.166,4552,0.258,0,0,52.78,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
Egypt,115911,370,361.429,6650,14,12.857,1132.669,3.616,3.532,64.983,0.137,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.19,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.696
El Salvador,38405,0,120.429,1114,3,4.714,5921.031,0,18.567,171.749,0.463,0.727,0,0,0,0,0,0,0,0,0,0,552608,85.197,0,2575,0.397,0.047,21.4,47.22,6486201,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
Equatorial Guinea,5153,0,2.286,85,0,0,3672.883,0,1.629,60.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402985,45.194,22.4,2.846,1.752,22604.873,0,202.812,7.78,0,0,24.64,2.1,58.74,0.591
Eritrea,577,0,2.714,0,0,0,162.699,0,0.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3546427,44.304,19.3,3.607,2.171,1510.459,0,311.11,6.05,0.2,11.4,0,0.7,66.32,0.44
