location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,40026,32,58.571,1483,0,1.571,1028.197,0.822,1.505,38.096,0,0.04,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,16212,257,187.571,439,5,4,5633.47,89.304,65.179,152.547,1.737,1.39,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,53777,193,159.857,1827,0,6.286,1226.356,4.401,3.645,41.664,0,0.143,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,3190,0,88.857,59,0,0.714,41286.482,0,1150.031,763.606,0,9.245,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,7096,250,162.571,228,1,2.857,215.905,7.607,4.946,6.937,0.03,0.087,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,112,0,0.143,3,0,0,1143.697,0,1.459,30.635,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,949063,17096,13242,25342,421,376,20998.931,378.265,292.992,560.716,9.315,8.319,1.03,0,0,0,0,0,0,0,0,32350,2306641,51.037,0.716,25886,0.573,0.512,2,82.87,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,59995,1371,788.857,1046,7,6,20246.46,462.67,266.215,352.993,2.362,2.025,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,27371,14,20.714,904,0,1,1073.378,0.549,0.812,35.451,0,0.039,0.9,0,0,0,0,0,0,0,0,43626,8153116,319.732,1.711,36863,1.446,0.001,1779.6,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,60224,1552,1166.714,877,5,5.571,6686.8,172.322,129.543,97.375,0.555,0.619,1.31,119,13.213,545,60.513,0,0,0,0,19813,1881485,208.905,2.2,17804,1.977,0.066,15.3,44.91,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,43280,530,282.286,619,3,2.286,4268.592,52.272,27.841,61.05,0.296,0.225,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.2,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,5385,194,96,112,3,1.429,13693.649,493.327,244.121,284.808,7.629,3.633,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,76954,333,361.714,289,2,3.571,45224.946,195.7,212.575,169.842,1.175,2.099,0.9,0,0,0,0,0,0,0,0,9463,1577500,927.078,5.561,9024,5.303,0.04,24.9,63.89,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
