location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,35060,76,166,1117,21,22.571,900.629,1.952,4.264,28.694,0.539,0.58,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,3851,99,94.714,104,3,3,1338.175,34.401,32.912,36.139,1.042,1.042,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,21355,585,506.714,1052,12,9.143,486.99,13.341,11.555,23.99,0.274,0.208,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.07,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,877,15,3.143,52,0,0,11350.547,194.137,40.676,673.008,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,607,31,30.143,28,1,0.857,18.469,0.943,0.917,0.852,0.03,0.026,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.39,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,74,0,0.143,3,0,0,755.657,0,1.459,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,114783,3637,3441.429,2112,62,56,2539.684,80.472,76.145,46.73,1.372,1.239,1.2,0,0,0,0,0,0,0,0,11230,507876,11.237,0.248,9444,0.209,0.364,2.7,92.59,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,33559,554,459,607,15,10.286,11325.127,186.958,154.898,204.844,5.062,3.471,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,11233,423,265.571,116,3,1.429,440.512,16.588,10.415,4.549,0.118,0.056,1.48,0,0,0,0,0,0,0,0,65575,3287716,128.931,2.572,53841,2.111,0.005,202.7,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,19270,116,93.571,711,1,0.714,2139.59,12.88,10.389,78.944,0.111,0.079,1.23,11,1.221,83,9.216,0,0,0,0,10052,726345,80.648,1.116,7231,0.803,0.013,77.3,35.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
