location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,34,4,2.571,1,1,0.143,0.873,0.103,0.066,0.026,0.026,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,89,13,6.714,2,0,0.143,30.926,4.517,2.333,0.695,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.48,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,201,62,21.857,17,2,1.857,4.584,1.414,0.498,0.388,0.046,0.042,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.89,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,113,25,16,1,1,0.143,1462.499,323.562,207.08,12.942,12.942,1.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,2,0,0.286,0,0,0,0.061,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,1,0,0,0,0,0,10.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,266,108,31.571,4,0,0.286,5.886,2.39,0.699,0.089,0,0.006,1.83,0,0,0,0,0,0,0,0,221,1723,0.038,0.005,184,0.004,0.172,5.8,88.89,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,194,34,24,0,0,0,65.469,11.474,8.099,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,1549,478,178.857,7,0,0.571,60.745,18.745,7.014,0.275,0,0.022,2.34,0,0,0,0,0,0,0,0,0,143056,5.61,0,0,0,0,0,47.22,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,3582,768,388.857,16,8,2.143,397.717,85.273,43.176,1.777,0.888,0.238,2.25,0,0,0,0,0,0,0,0,2823,21368,2.373,0.313,1886,0.209,0.206,4.9,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,65,12,6,1,0,0,6.411,1.184,0.592,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.11,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,4,0,0.571,0,0,0,10.172,0,1.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,334,29,17.143,2,1,0.286,196.288,17.043,10.075,1.175,0.588,0.168,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1684,0.99,0.01,98.2,69.44,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,27,2,3.143,2,0,0.286,0.164,0.012,0.019,0.012,0,0.002,0,0,0,0,0,0,0,0,0,56,620,0.004,0,47,0,0.067,15,81.48,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,14,8,2,0,0,0,48.718,27.839,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,76,0,7,0,0,0,8.043,0,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,0.099,0.007,134.1,8.33,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,3401,586,359.286,75,8,10.143,293.452,50.563,31.001,6.471,0.69,0.875,2.2,322,27.783,1646,142.024,0,0,1541.84,133.036,1414,31478,2.716,0.122,2438,0.21,0.147,6.8,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,2,0,0.286,0,0,0,0.165,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,2,0,0.143,0,0,0,2.592,0,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,24,5,2,0,0,0,2.056,0.428,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0.02,0,28,0.002,0.071,14,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,126,33,14.571,1,0,0.143,38.405,10.058,4.441,0.305,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.81,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,1546,525,197.714,25,10,3.571,7.273,2.47,0.93,0.118,0.047,0.017,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.76,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
Brunei,88,5,5.429,0,0,0,201.151,11.429,12.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,0,2.7,75.86,0.853
Bulgaria,187,24,19.429,3,0,0.143,26.912,3.454,2.796,0.432,0,0.021,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.15,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.813
Burkina Faso,75,11,10.286,4,2,0.571,3.588,0.526,0.492,0.191,0.096,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.15,20903278,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.423
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89,11890781,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,0,0,6.144,0.8,61.58,0.417
Cambodia,84,31,11,0,0,0,5.024,1.854,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3,16718971,90.672,25.6,4.412,2.385,3645.07,0,270.892,4,2,33.7,66.229,0.8,69.82,0.582
Cameroon,40,13,5.429,0,0,0,1.507,0.49,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,26545864,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,0,0,2.735,1.3,59.29,0.556
Canada,1469,192,173.857,21,2,2.857,38.922,5.087,4.606,0.556,0.053,0.076,2.48,0,0,0,0,0,0,0,0,9941,98824,2.618,0.263,10550,0.28,0.016,60.7,71.3,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,0,2.5,82.43,0.926
Cape Verde,3,0,0.429,0,0,0,5.396,0,0.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.52,555988,135.58,25.7,4.46,3.437,6222.554,0,182.219,2.42,2.1,16.5,0,2.1,72.98,0.654
Central African Republic,3,0,0.286,0,0,0,0.621,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,4829764,7.479,18.3,3.655,2.251,661.24,0,435.727,6.1,0,0,16.603,1,53.28,0.367
Chad,1,0,0.143,0,0,0,0.061,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,16425859,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,0,0,5.818,0,54.24,0.404
Chile,687,95,83.714,1,1,0.143,35.938,4.97,4.379,0.052,0.052,0.007,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.85,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,0,2.11,80.18,0.843
China,81435,130,61.714,3274,15,10.143,56.579,0.09,0.043,2.275,0.01,0.007,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,0,4.34,76.91,0.752
Colombia,231,35,28.143,2,2,0.286,4.54,0.688,0.553,0.039,0.039,0.006,1.87,0,0,0,0,0,0,0,0,846,6910,0.136,0.017,533,0.01,0,0,50.93,50882884,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.747
Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869595,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.503
Congo,3,0,0.286,0,0,0,0.544,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,0,64.57,0.606
Costa Rica,134,17,15.286,2,0,0.286,26.305,3.337,3.001,0.393,0,0.056,1.08,0,0,0,0,0,0,0,0,227,1534,0.301,0.045,150,0.029,0,0,71.3,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794
Cote d'Ivoire,14,0,1.857,0,0,0,0.531,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.19,26378275,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,0,0,19.351,0,57.78,0.492
Croatia,254,48,29.286,1,0,0.143,61.872,11.692,7.134,0.244,0,0.035,2.29,0,0,0,0,0,0,0,0,0,0,0,0,237,0.058,0.124,8.1,77.78,4105268,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,0,5.54,78.49,0.831
Cuba,35,14,4.429,1,0,0.143,3.09,1.236,0.391,0.088,0,0.013,0,0,0,0,0,0,0,0,0,0,518,0.046,0,0,0,0,0,30.56,11326616,110.408,43.1,14.738,9.719,0,0,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.777
Cyprus,95,11,9.857,1,1,0.143,108.46,12.559,11.254,1.142,1.142,0.163,0,0,0,0,0,3,3.425,24,27.4,0,0,0,0,0,0,0,0,51.85,875899,127.657,37.3,13.416,8.563,32415.132,0,141.171,9.24,19.6,52.7,0,3.4,80.98,0.869
