country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,5,0,0,4.084
Albania,4,0,0,19.112
Algeria,4,0,0,13.523
Andorra,0,0,0,38.827
Angola,5,0,0,0.943
Antigua and Barbuda,4,0,0,20.423
Argentina,1,0,0,99.965
Armenia,3,0,0,149.161
Australia,5,0,0,8.157
Austria,4,9.771,1.221,18.764
Azerbaijan,0,0,0,46.453
Bahamas,4,0,0,12.715
Bahrain,3,0,0,228.611
Bangladesh,4,0,0,18.423
Barbados,5,0,0,0
Belarus,4,0,0,16.827
Belgium,4,12.511,2.416,22.52
Belize,5,0,0,0
Benin,4,0,0,11.466
Bhutan,5,0,0,1.296
Bolivia,3,0,0,166.709
Bosnia and Herzegovina,0,0,0,69.19
Botswana,5,0,0,0
Brazil,3,0,0,160.788
Brunei,5,0,0,0
Bulgaria,2,83.76,4.03,42.887
Burkina Faso,5,0,0,0.335
Burundi,5,0,0,0.589
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,4,0,0,10.996
Cape Verde,1,0,0,80.937
Central African Republic,5,0,0,3.313
Chad,5,0,0,0.061
Chile,3,0,0,143.386
China,5,0,0,0.052
Colombia,3,0,0,175.58
Comoros,5,0,0,0
Congo,0,0,0,49.836
Costa Rica,1,0,0,83.037
Cote d'Ivoire,5,0,0,5.383
Croatia,2,33.372,0,23.872
Cuba,5,0,0,0.353
Cyprus,5,0,0,2.283
Czechia,4,6.91,1.868,12.139
Democratic Republic of Congo,5,0,0,0.558
Denmark,5,3.453,0.863,8.46
Djibouti,4,0,0,10.121
Dominica,5,0,0,0
Dominican Republic,1,0,0,126.292
Ecuador,0,0,0,61.157
Egypt,5,0,0,6.87
El Salvador,0,0,0,38.543
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,5,3.015,1.508,3.015
Eswatini,0,0,0,57.75
Ethiopia,5,0,0,2.853
Fiji,5,0,0,0
Finland,5,1.083,0.18,1.444
France,2,101.818,6.925,12.884
Gabon,1,0,0,87.162
Gambia,5,0,0,0
Georgia,5,0,0,1.003
Germany,5,0,0,7.102
Ghana,4,0,0,14.386
Greece,5,0,0,2.399
Grenada,5,0,0,0
Guatemala,0,0,0,48.561
Guinea,5,0,0,5.406
Guinea-Bissau,4,0,0,12.703
Guyana,5,0,0,6.357
Haiti,5,0,0,2.368
Honduras,1,0,0,88.646
