country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,4,0,0.283,20.088
Albania,5,0,0,2.78
Algeria,2,0,0.228,4.447
Andorra,5,0,0,0
Angola,5,0,0.03,0.03
Antigua and Barbuda,5,0,0,0
Argentina,7,0.088,0.266,15.577
Armenia,3,0,1.012,126.213
Australia,1,0.846,0.039,0.588
Austria,2,0.652,0.444,5.552
Azerbaijan,7,0,0.296,12.526
Bahamas,2,0,0,7.629
Bahrain,3,4.333,0.588,228.023
Bangladesh,7,0.066,0.121,11.373
Barbados,2,0,0,6.96
Belarus,0,1.652,0.423,99.584
Belgium,4,0.796,2.157,25.799
Belize,5,0,0,0
Benin,5,0,0,0
Bhutan,2,0,0,3.888
Bolivia,4,0.095,0.857,28.784
Bosnia and Herzegovina,2,0,0,5.791
Botswana,5,0,0,0
Brazil,0,0,4.54,77.663
Brunei,5,0,0,0
Bulgaria,2,0.231,0.144,5.181
Burkina Faso,5,0,0,0
Burundi,5,0,0,0
Cambodia,5,0,0,0.06
Cameroon,5,0,0,0
Canada,4,0.708,2.809,31.901
Cape Verde,7,0,0,16.187
Central African Republic,7,0,0.207,15.115
Chad,5,0,0.122,2.253
Chile,6,0.797,2.249,514.851
China,5,0,0,0.002
Colombia,4,0.172,0.452,20.557
Comoros,5,0,0,0
Congo,2,0,0,3.262
Costa Rica,5,0.046,0,1.374
Cote d'Ivoire,5,0.028,0.038,0.948
Croatia,5,0.232,0,0
Cuba,5,0.126,0,1.324
Cyprus,1,2.756,0,0
Czechia,2,0.472,0.187,7.19
Democratic Republic of Congo,5,0.003,0,0.893
Denmark,7,1.516,0,10.186
Djibouti,5,0,0,0
Dominica,5,0,0,0
Dominican Republic,4,0.238,0.184,39.916
Ecuador,4,0.066,2.267,24.372
Egypt,2,0,0.274,7.104
El Salvador,7,0.369,0,14.492
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,7,0.476,0,10.554
Eswatini,7,0,0,11.205
Ethiopia,5,0.059,0,0.531
Fiji,5,0.116,0,0
Finland,2,0.475,0,5.595
France,2,0.292,0.659,5.209
Gabon,0,0,0,92.554
Gambia,5,0,0,0
Georgia,5,0,0,1.253
Germany,2,0,0.394,3.294
Ghana,2,0.11,0,4.216
Greece,5,0.484,0.192,0.192
Grenada,5,0,0,0
Guatemala,7,0.054,0.223,17.359
Guinea,2,0,0.076,8.3
Guinea-Bissau,5,0,0,0
Guyana,5,0,0,0
Haiti,2,0,0.088,4.648
Honduras,5,0,0,0
Hungary,2,0.358,0.621,3.623
Iceland,5,0.17,0,2.93
India,2,0.084,0.103,4.804
Indonesia,2,0.026,0.091,3.47
International,5,0,0,0
Iran,4,0.207,0.702,22.252
Iraq,2,0,0.124,7.657
Ireland,7,0.866,2.43,15.391
Israel,5,0.083,0,0.578
Italy,7,1.198,1.968,11.065
Jamaica,5,0.139,0,2.026
Japan,5,0.022,0.071,0.198
Jordan,5,0,0,0.392
Kazakhstan,1,1.21,0,0
Kenya,5,0,0,0.577
Kosovo,7,0,0,10.865
Kuwait,3,0.748,2.342,210.745
Kyrgyzstan,5,0,0,2.299
Laos,5,0,0,0
Latvia,2,0.785,0,8.483
Lebanon,5,0,0,1.612
Lesotho,5,0,0,0
Liberia,5,0,0.395,1.186
Libya,5,0.022,0,0.437
Liechtenstein,5,0,0,0
Lithuania,2,1.433,0.735,4.408
Luxembourg,7,1.936,0,14.378
Madagascar,5,0,0,1.445
Malawi,5,0.019,0,0
Malaysia,5,0.27,0,1.483
Maldives,0,1.106,0,72.15
Mali,5,0,0.049,2.272
Malta,4,2.913,0,20.383
Marshall Islands,5,0,0,0
Mauritania,2,0,0,5.807
Mauritius,5,0,0,0
Mexico,4,0.034,1.474,25.82
Moldova,4,0,1.239,36.441
Monaco,4,0,0,25.482
Mongolia,5,0,0,0
Montenegro,5,0,0,0
Morocco,5,0.275,0.027,2.005
Mozambique,5,0.015,0,0.128
Myanmar,5,0.014,0,0.037
Namibia,5,0,0,0.394
Nepal,5,0.118,0,2.334
Netherlands,7,0,1.342,10.33
New Zealand,5,0.305,0,0
Nicaragua,5,0,0,0
Niger,5,0,0.041,0.248
Nigeria,5,0.007,0,1.286
North Macedonia,7,0.357,0.48,9.6
Norway,5,0.192,0,2.582
Oman,0,0,0.392,90.667
Pakistan,7,0.067,0.145,9.797
Palestine,5,0,0.196,0
Panama,0,0.387,0.927,71.846
Papua New Guinea,5,0,0,0
Paraguay,5,0.131,0,1.682
Peru,3,0.099,3.912,123.014
Philippines,5,0.07,0.055,1.643
Poland,2,0.694,0.291,8.244
Portugal,4,1.057,1.275,26.577
Qatar,6,1.441,0.694,601.168
Romania,2,0.464,0.52,7.537
Russia,0,1.936,0.952,64.645
Rwanda,5,0.086,0,0.309
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,3,0,29.465,117.862
Sao Tome and Principe,5,0,0,0
Saudi Arabia,0,0.543,0.431,70.144
Senegal,2,0.056,0.06,4.001
Serbia,7,0.649,0.147,9.993
Seychelles,5,0,0,0
Sierra Leone,5,0,0.125,1.88
Singapore,3,0,0,109.737
Slovakia,5,0.302,0,0.183
Slovenia,5,0.164,0,0
Solomon Islands,5,0,0,0
Somalia,5,0,0,0
South Africa,4,0.36,0.169,20.537
South Korea,5,0.209,0,0.488
South Sudan,2,0,0.179,8.219
Spain,7,0,1.069,9.967
Sri Lanka,5,0.093,0,0.981
Sudan,2,0,0.205,5.701
Suriname,5,0,0,0
Sweden,4,0,4.357,39.904
Switzerland,5,0.292,0.231,2.08
Syria,5,0,0,0.629
Taiwan,5,0.007,0,0
Tajikistan,7,0,0,19.607
Tanzania,5,0,0,0
Thailand,5,0.113,0,0.043
Timor,5,0,0,0
Togo,5,0.1,0,1.208
Trinidad and Tobago,5,0.046,0,0
Tunisia,5,0.056,0.085,0
Turkey,7,0.476,0.379,14.062
Uganda,5,0,0,0.503
Ukraine,7,0.241,0.389,9.878
United Arab Emirates,0,4.166,0.303,82.1
United Kingdom,4,1.177,3.241,22.214
United States,0,1.172,3.426,63.755
Uruguay,2,0.472,0.576,3.167
Uzbekistan,5,0,0,2.599
Vanuatu,5,0,0,0
Vatican,5,0,0,0
Venezuela,5,0,0,2.321
Vietnam,5,0,0,0.01
Yemen,5,0,0.201,0.101
Zambia,5,0,0,0
Zimbabwe,5,0.01,0,0.336
