country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,6,0,0.128,8.477
Albania,2,0,0,5.907
Algeria,2,0,0.114,4.333
Andorra,6,0,12.942,12.942
Angola,5,0,0,0.03
Antigua and Barbuda,5,0,0,0
Argentina,0,0.073,0.089,2.943
Armenia,3,0,0.337,37.797
Australia,0,0.57,0.039,1.098
Austria,0,0.756,0.666,3.22
Azerbaijan,2,0,0,7.496
Bahamas,6,0,0,15.258
Bahrain,4,3.476,0,109.898
Bangladesh,2,0,0.006,4.773
Barbados,5,0,0,0
Belarus,7,0,0.423,91.118
Belgium,3,1.857,7.938,20.881
Belize,5,0,0,0
Benin,5,0,0,0
Bhutan,5,0,0,0
Bolivia,6,0.033,0.343,10.366
Bosnia and Herzegovina,2,0,0.305,6.096
Botswana,5,0,0,0
Brazil,3,0,2.686,32.156
Brunei,5,0,0,0
Bulgaria,2,0.167,0.288,7.484
Burkina Faso,5,0,0.096,0.765
Burundi,5,0,0,0
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,3,0.616,4.955,33.331
Cape Verde,3,0,0,19.785
Central African Republic,5,0,0,0
Chad,0,0,0.426,3.227
Chile,7,0.417,0.262,71.824
China,5,0,0,0.001
Colombia,6,0.08,0.393,12.578
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,0,0.014,0,2.552
Cote d'Ivoire,0,0.006,0.038,1.213
Croatia,0,0.227,0.731,2.679
Cuba,0,0.171,0,1.501
Cyprus,2,1.427,0,4.567
Czechia,2,0.876,0.467,7.19
Democratic Republic of Congo,5,0,0,0.257
Denmark,3,2.727,1.726,26.07
Djibouti,2,0,0,4.049
Dominica,5,0,0,0
Dominican Republic,3,0.093,0.737,22.585
Ecuador,5,0,0,0
Egypt,2,0,0.156,3.791
El Salvador,2,0.246,0.154,4.934
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,2,1.328,0,6.031
Eswatini,0,0,0,2.586
Ethiopia,5,0.009,0.009,0.043
Fiji,5,0,0,0
Finland,6,0.681,1.083,15.341
France,3,0,5.102,16.913
Gabon,6,0,0,13.479
Gambia,5,0,0,0
Georgia,0,0,0,2.757
Germany,6,0,0,10.205
Ghana,5,0,0,0
Greece,5,0.269,0,0.959
Grenada,5,0,0,0
Guatemala,0,0.015,0,1.842
Guinea,2,0,0.076,7.691
Guinea-Bissau,5,0,0,0
Guyana,0,0,1.271,1.271
Haiti,5,0,0.088,0.088
Honduras,6,0,1.01,9.289
Hungary,0,0.166,1.242,3.105
Iceland,5,0.932,0,0
India,0,0.061,0.092,2.147
Indonesia,0,0.01,0.029,1.769
International,5,0,0,0
Iran,6,0.134,0.75,15.751
Iraq,0,0.147,0.099,2.113
Ireland,7,1.521,4.05,42.732
Israel,2,1.035,0.231,3.697
Italy,3,0.914,3.903,17.78
Jamaica,5,0,0,0.675
Japan,5,0.012,0.087,0.988
Jordan,5,0,0,0.588
Kazakhstan,6,0.722,0,8.308
Kenya,5,0.02,0,0.837
Kosovo,0,0,2.07,2.07
Kuwait,4,0,0,123.169
Kyrgyzstan,0,0,0.153,1.993
Laos,5,0,0,0
Latvia,5,0.364,0.53,0
Lebanon,5,0,0,0.147
Lesotho,5,0,0,0
Liberia,5,0,0.395,0.791
Libya,5,0.024,0,0
Liechtenstein,5,0,0,0
Lithuania,0,2.345,0,1.469
Luxembourg,3,2.04,0,19.17
Madagascar,5,0,0,0.072
Malawi,5,0.004,0,0
Malaysia,5,0.235,0.031,0.927
Maldives,7,0.919,1.85,59.2
Mali,0,0,0.148,1.58
Malta,2,3.157,2.265,4.53
Marshall Islands,5,0,0,0
Mauritania,5,0.018,0,0
Mauritius,5,0,0,0
Mexico,6,0.039,1.83,8.687
Moldova,3,0,0.992,28.508
Monaco,5,0,0,0
Mongolia,5,0,0,0.305
Montenegro,0,0,0,1.592
Morocco,2,0.116,0.054,4.497
Mozambique,5,0.009,0,0.032
Myanmar,5,0.005,0,0
Namibia,5,0,0,0
Nepal,5,0.007,0,0.24
Netherlands,3,0,5.077,18.559
New Zealand,5,1.423,0.207,0.415
Nicaragua,5,0,0,0.151
Niger,5,0,0.041,0.33
Nigeria,5,0.005,0.024,0.718
North Macedonia,2,0.089,0.48,3.84
Norway,6,0.796,0.184,9.407
Oman,3,0,0.196,19.191
Pakistan,6,0.045,0.226,9.163
Palestine,0,0,0,1.764
Panama,7,0.212,2.318,75.554
Papua New Guinea,5,0,0,0
Paraguay,0,0.064,0,2.243
Peru,4,0.085,3.033,115.765
Philippines,0,0.06,0.128,1.816
Poland,6,0.255,0.476,11.23
Portugal,3,1.585,1.079,17.457
Qatar,1,1.03,0,330.087
Romania,6,0.352,1.196,16.894
Russia,7,1.188,0.651,69.223
Rwanda,5,0.069,0,0
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,4,0,0,206.258
Sao Tome and Principe,1,0,0,688.991
Saudi Arabia,7,0.375,0.259,45.815
Senegal,0,0.042,0.06,3.464
Serbia,3,0.708,0.441,17.635
Seychelles,5,0,0,0
Sierra Leone,0,0,0.251,2.633
Singapore,4,0,0,108.028
Slovakia,0,0.869,0,1.465
Slovenia,0,0.697,0.481,2.886
Solomon Islands,5,0,0,0
Somalia,2,0,0.189,4.971
South Africa,2,0.177,0.169,5.935
South Korea,5,0.11,0.02,0.039
South Sudan,5,0,0,0.536
Spain,3,0,3.957,28.19
Sri Lanka,5,0.07,0.047,0.934
Sudan,0,0,0.091,2.281
Suriname,5,0,0,0
Sweden,7,0,7.228,65.054
Switzerland,0,0.68,1.271,3.235
Syria,5,0,0,0
Taiwan,5,0.027,0,0
Tajikistan,2,0,0.21,6.605
Tanzania,5,0,0,0
Thailand,5,0.105,0,0.014
Timor,5,0,0,0
Togo,5,0.057,0,0.242
Trinidad and Tobago,5,0,0,0
Tunisia,5,0.035,0,0.338
Turkey,3,0.395,0.7,21.722
Uganda,5,0,0,0.022
Ukraine,6,0.118,0.297,8.369
United Arab Emirates,7,3.437,0.91,46.712
United Kingdom,7,0.969,10.68,54.341
United States,7,0.948,6.946,74.048
Uruguay,2,0.249,0,3.742
Uzbekistan,5,0,0,0.538
Vanuatu,5,0,0,0
Vatican,5,0,0,0
Venezuela,5,0,0,0.141
Vietnam,5,0,0,0
Yemen,5,0,0.067,0.335
Zambia,5,0.079,0,0.054
Zimbabwe,5,0,0,0
