country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,7,0,0,1.105
Albania,2,0,0.347,6.255
Algeria,7,0,0.639,3.17
Andorra,6,0,12.942,491.814
Angola,7,0,0,0
Antigua and Barbuda,1,0,0,20.423
Argentina,7,0.028,0.177,1.748
Armenia,5,0,1.012,31.047
Australia,2,0,0.157,9.961
Austria,5,4.033,1.332,46.411
Azerbaijan,2,0,0,4.044
Bahamas,2,0,0,7.629
Bahrain,5,0,0,43.489
Bangladesh,7,0.001,0,0.012
Barbados,5,0,0,41.758
Belarus,1,0,0.212,14.922
Belgium,0,0.525,15.79,119.417
Belize,7,0,0,0
Benin,7,0,0,0
Bhutan,7,0,0,1.296
Bolivia,7,0,0.086,0.685
Bosnia and Herzegovina,1,0,0.914,22.555
Botswana,7,0,0,0
Brazil,2,0,0.395,5.683
Brunei,2,0,0,4.572
Bulgaria,2,0,0,5.037
Burkina Faso,7,0,0,0.287
Burundi,7,0,0,0.084
Cambodia,7,0,0,0.06
Cameroon,7,0,0.038,2.75
Canada,5,0.443,0.795,45.678
Cape Verde,7,0,0,0
Central African Republic,7,0,0,0
Chad,7,0,0,0.061
Chile,1,0.14,0.105,19.512
China,7,0,0.004,0.049
Colombia,7,0.023,0.039,1.887
Comoros,7,0,0,0
Congo,7,0,0.362,0.544
Costa Rica,2,0.026,0,4.122
Cote d'Ivoire,7,0,0,0.152
Croatia,2,0.164,0.244,11.692
Cuba,7,0.071,0,1.854
Cyprus,5,0.688,1.142,41.101
Czechia,5,0.623,0.467,32.683
Democratic Republic of Congo,7,0,0.045,0.279
Denmark,5,0.993,3.28,48.859
Djibouti,2,0,0,7.085
Dominica,7,0,0,0
Dominican Republic,2,0.017,0.277,8.85
Ecuador,1,0.04,1.53,23.522
Egypt,7,0,0.059,0.84
El Salvador,7,0,0.154,1.388
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,1.974
Estonia,4,1.949,4.523,59.553
Eswatini,7,0,0,0
Ethiopia,7,0.001,0,0
Fiji,7,0.027,0,2.231
Finland,2,0.421,0.361,12.995
France,5,0,15.075,33.398
Gabon,7,0,0,1.348
Gambia,7,0,0,0
Georgia,2,0,0,4.262
Germany,4,0,2.232,82.617
Ghana,7,0,0,0.29
Greece,2,0.143,0.288,12.376
Grenada,2,0,0,8.887
Guatemala,7,0.003,0,0.447
Guinea,7,0,0,1.675
Guinea-Bissau,7,0,0,0
Guyana,7,0,2.543,0
Haiti,7,0,0,0
Honduras,2,0,0.404,4.745
Hungary,2,0.123,0.104,6.211
Iceland,6,3.707,5.861,290.11
India,7,0,0.01,0.395
Indonesia,7,0.002,0.048,0.413
International,7,0,0,0
Iran,5,0,1.476,34.229
Iraq,7,0,0.05,1.094
Ireland,4,0.4,2.633,81.413
Israel,4,1.181,1.04,83.068
Italy,4,0.658,12.57,77.206
Jamaica,7,0,0,1.013
Japan,7,0.037,0.024,2.238
Jordan,7,0,0,2.058
Kazakhstan,7,0.126,0,2.929
Kenya,7,0.012,0.037,0.539
Kosovo,2,0,0,6.726
Kuwait,2,0,0,5.854
Kyrgyzstan,7,0,0,0.766
Laos,7,0,0,0
Latvia,2,0.543,0,6.362
Lebanon,7,0,0.293,2.198
Lesotho,7,0,0,0
Liberia,7,0,0,0
Libya,7,0,0.146,0.146
Liechtenstein,0,0,0,183.549
Lithuania,1,0.919,0.367,24.979
Luxembourg,6,2.142,1.598,268.381
Madagascar,7,0,0,0.072
Malawi,7,0,0,0.157
Malaysia,2,0.056,0.154,6.426
Maldives,7,0.17,0,0
Mali,7,0,0,0.247
Malta,1,1.692,0,18.118
Marshall Islands,7,0,0,0
Mauritania,7,0.001,0,0
Mauritius,2,0,0.786,6.29
Mexico,7,0.013,0.101,1.024
Moldova,1,0,0.248,20.327
Monaco,0,0,0,127.408
Mongolia,7,0,0,0
Montenegro,5,0,0,33.436
Morocco,7,0.008,0.135,1.463
Mozambique,7,0.001,0,0
Myanmar,7,0,0,0.092
Namibia,7,0,0,0
Nepal,7,0.001,0,0.034
Netherlands,4,0,9.688,63.73
New Zealand,1,0.841,0,18.456
Nicaragua,7,0,0,0
Niger,7,0,0,0.991
Nigeria,7,0,0,0.049
North Macedonia,1,0.165,0,14.4
Norway,5,0.657,1.107,52.387
Oman,2,0,0,4.112
Pakistan,7,0.059,0.027,1.2
Palestine,2,0,0,5.293
Panama,5,0.141,0.464,31.52
Papua New Guinea,7,0,0,0
Paraguay,7,0.016,0,1.122
Peru,7,0.04,0.516,2.76
Philippines,7,0,0.1,2.938
