country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,7,0,0,4.084
Albania,0,0,0,19.112
Algeria,6,0,0,13.523
Andorra,8,0,0,38.827
Angola,7,0,0,0.943
Antigua and Barbuda,0,0,0,20.423
Argentina,2,0,0,99.965
Armenia,4,0,0,149.161
Australia,6,0,0,8.157
Austria,0,9.771,1.221,18.764
Azerbaijan,8,0,0,46.453
Bahamas,6,0,0,12.715
Bahrain,4,0,0,228.611
Bangladesh,0,0,0,18.423
Barbados,7,0,0,0
Belarus,0,0,0,16.827
Belgium,0,12.511,2.416,22.52
Belize,7,0,0,0
Benin,6,0,0,11.466
Bhutan,7,0,0,1.296
Bolivia,4,0,0,166.709
Bosnia and Herzegovina,8,0,0,69.19
Botswana,7,0,0,0
Brazil,4,0,0,160.788
Brunei,7,0,0,0
Bulgaria,3,83.76,4.03,42.887
Burkina Faso,7,0,0,0.335
Burundi,7,0,0,0.589
Cambodia,7,0,0,0
Cameroon,7,0,0,0
Canada,6,0,0,10.996
Cape Verde,2,0,0,80.937
Central African Republic,7,0,0,3.313
Chad,7,0,0,0.061
Chile,4,0,0,143.386
China,7,0,0,0.052
Colombia,4,0,0,175.58
Comoros,7,0,0,0
Congo,8,0,0,49.836
Costa Rica,2,0,0,83.037
Cote d'Ivoire,6,0,0,5.383
Croatia,3,33.372,0,23.872
Cuba,7,0,0,0.353
Cyprus,7,0,0,2.283
Czechia,6,6.91,1.868,12.139
Democratic Republic of Congo,7,0,0,0.558
Denmark,6,3.453,0.863,8.46
Djibouti,6,0,0,10.121
Dominica,7,0,0,0
Dominican Republic,2,0,0,126.292
Ecuador,8,0,0,61.157
Egypt,6,0,0,6.87
El Salvador,8,0,0,38.543
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,7,3.015,1.508,3.015
Eswatini,8,0,0,57.75
Ethiopia,7,0,0,2.853
Fiji,7,0,0,0
Finland,7,1.083,0.18,1.444
France,3,101.818,6.925,12.884
Gabon,2,0,0,87.162
Gambia,7,0,0,0
Georgia,7,0,0,1.003
Germany,6,0,0,7.102
Ghana,0,0,0,14.386
Greece,7,0,0,2.399
Grenada,7,0,0,0
Guatemala,8,0,0,48.561
Guinea,6,0,0,5.406
Guinea-Bissau,6,0,0,12.703
Guyana,6,0,0,6.357
Haiti,7,0,0,2.368
Honduras,2,0,0,88.646
Hungary,1,8.592,0,1.449
Iceland,7,0,0,0
India,0,0,0,25.545
Indonesia,6,0,0,5.345
International,7,0,0,0
Iran,0,0,0,28.324
Iraq,8,0,0,50.295
Ireland,6,2.43,1.62,6.481
Israel,4,0,0,185.43
Italy,1,13.579,0.827,3.821
Jamaica,7,0,0,1.013
Japan,6,0,0,4.697
Jordan,7,0,0,0.294
Kazakhstan,2,0,0,96.29
Kenya,6,0,0,7.234
Kosovo,8,0,0,53.291
Kuwait,2,0,0,129.491
Kyrgyzstan,2,0,0,92.425
Laos,7,0,0,0
Latvia,7,1.06,0,3.181
Lebanon,0,0,0,14.798
Lesotho,0,0,0,25.674
Liberia,7,0,0,2.966
Libya,6,0,0,7.568
Liechtenstein,0,0,0,26.221
Lithuania,7,0,0,2.204
Luxembourg,4,67.095,9.585,198.091
Madagascar,6,0,0,13.651
Malawi,6,0,0,4.861
Malaysia,7,0,0,0.556
Maldives,0,0,0,25.9
Mali,7,0,0,1.333
Malta,7,0,0,0
Marshall Islands,7,0,0,0
Mauritania,6,0,0,10.969
Mauritius,7,0,0,0
Mexico,8,0,0,56.285
Moldova,8,0,0,57.016
Monaco,7,0,0,0
Mongolia,6,0,0,7.626
Montenegro,5,0,0,1079.511
Morocco,6,0,0,4.904
Mozambique,7,0,0,0.608
Myanmar,7,0,0,0
Namibia,0,0,0,18.104
Nepal,7,0,0,3.466
Netherlands,6,0,1.517,6.42
New Zealand,7,0,0,0.207
Nicaragua,7,0,0,0
Niger,7,0,0,0
Nigeria,7,0,0,2.911
North Macedonia,2,0,0,78.238
Norway,7,1.476,0,1.845
Oman,4,0,0,317.039
Pakistan,0,0,0,18.122
Palestine,8,0,0,69
Panama,4,0,0,239.874
Papua New Guinea,7,0,0,0.447
Paraguay,0,0,0,16.123
Peru,2,0,0,119.83
Philippines,0,0,0,15.833
Poland,3,42.382,0,9.327
Portugal,3,43.838,6.571,30.598
Qatar,4,0,0,146.127
Romania,8,0,0,41.533
Russia,8,0,0,43.78
Rwanda,7,0,0,0.926
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,7,0,0,0
Saint Vincent and the Grenadines,7,0,0,0
Samoa,7,0,0,0
San Marino,7,0,0,0
Sao Tome and Principe,6,0,0,4.563
Saudi Arabia,2,0,0,75.056
Senegal,7,0,0,3.763
Serbia,8,0,0,57.608
Seychelles,7,0,0,0
Sierra Leone,7,0,0,1.254
Singapore,8,0,0,55.894
Slovakia,7,1.282,0,2.564
Slovenia,1,9.139,0.481,9.139
Solomon Islands,7,0,0,0
Somalia,7,0,0,0
South Africa,4,0,0,225.481
South Korea,7,0,0,0.761
South Sudan,7,0,0,1.787
Spain,0,0,0,29.943
Sri Lanka,7,0,0,0.467
Sudan,7,0,0,0
Suriname,8,0,0,66.481
Sweden,0,0,0,29.606
Switzerland,6,0,0,10.63
Syria,7,0,0,1.086
Taiwan,7,0,0,0
Tajikistan,6,0,0,4.718
Tanzania,7,0,0,0
Thailand,7,0,0,0.043
Timor,7,0,0,0
Togo,7,0,0,2.053
Trinidad and Tobago,7,0,0,2.144
Tunisia,7,0,0,0.762
Turkey,6,0,0,10.979
Uganda,7,0,0,0.109
Ukraine,0,0,0,18.887
United Arab Emirates,0,0,0,29.625
United Kingdom,1,24.806,2.106,10.12
United States,4,174.905,19.492,216.53
Uruguay,7,0,0,3.167
Uzbekistan,0,0,0,16.164
Vanuatu,7,0,0,0
Vatican,7,0,0,0
Venezuela,6,0,0,11.851
Vietnam,7,0,0,0.01
Yemen,7,0,0,0.805
Zambia,8,0,0,49.772
Zimbabwe,7,0,0,3.902
