country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,5,0,0,1.952
Albania,7,0,0,113.628
Algeria,5,0,0,7.525
Andorra,4,0,0,893.03
Angola,5,0,0,6.998
Antigua and Barbuda,5,0,0,0
Argentina,7,0,0,146.23
Armenia,4,0,0,823.762
Australia,5,0,0,0.235
Austria,4,183.98,32.31,550.275
Azerbaijan,7,0,0,115.887
Bahamas,5,0,0,0
Bahrain,6,0,0,163.377
Bangladesh,5,0,0,9.521
Barbados,5,0,0,0
Belarus,7,0,0,103.394
Belgium,3,588.803,105.525,1017.204
Belize,6,0,0,226.346
Benin,5,0,0,3.299
Bhutan,5,0,0,6.48
Bolivia,5,0,0,6.511
Bosnia and Herzegovina,2,0,0,431.295
Botswana,5,0,0,0
Brazil,8,0,0,47.516
Brunei,5,0,0,0
Bulgaria,1,385.698,24.322,176.298
Burkina Faso,5,0,0,0
Burundi,5,0,0,0.336
Cambodia,5,0,0,0.06
Cameroon,5,0,0,11.678
Canada,8,0,0,61.894
Cape Verde,7,0,0,98.923
Central African Republic,5,0,0,0
Chad,5,0,0,0.913
Chile,8,0,0,84.117
China,5,0,0,0.022
Colombia,6,0,0,179.569
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,5,0,0,0
Cote d'Ivoire,5,0,0,0
Croatia,3,267.218,0,530.781
Cuba,5,0,0,4.238
Cyprus,6,0,0,224.912
Czechia,3,699.039,108.6,610.889
Democratic Republic of Congo,5,0,0,0.748
Denmark,6,26.933,3.28,163.668
Djibouti,5,0,0,2.024
Dominica,5,0,0,0
Dominican Republic,0,0,0,28.946
Ecuador,8,0,0,56.793
Egypt,5,0,0,1.769
El Salvador,8,0,0,87.879
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,8,35.431,3.015,60.307
Eswatini,5,0,0,6.896
Ethiopia,5,0,0,3.601
Fiji,5,0,0,0
Finland,0,0,0,32.126
France,3,367.806,54.678,709.17
Gabon,5,0,0,0
Gambia,5,0,0,0
Georgia,2,0,0,448.965
Germany,7,0,0,149.862
Ghana,5,0,0,2.221
Greece,6,0,0,160.989
Grenada,5,0,0,0
Guatemala,5,0,0,9.21
Guinea,5,0,0,9.366
Guinea-Bissau,5,0,0,0
Guyana,8,0,0,58.483
Haiti,5,0,0,0
Honduras,7,0,0,133.675
Hungary,3,435.284,0,401.435
Iceland,1,210.989,0,73.26
India,0,0,0,32.776
Indonesia,5,0,0,9.857
International,5,0,0,0
Iran,7,0,0,91.901
Iraq,8,0,0,66.082
Ireland,7,65.819,8.911,110.576
Israel,8,0,0,76.021
Italy,3,344.697,32.07,494.61
Jamaica,5,0,0,12.495
Japan,5,0,0,4.87
Jordan,2,0,0,319.411
Kazakhstan,0,0,0,36.268
Kenya,5,0,0,12.739
Kosovo,5,0,0,0
Kuwait,7,0,0,142.37
Kyrgyzstan,5,0,0,0
Laos,5,0,0,0
Latvia,1,118.227,0,128.3
Lebanon,6,0,0,203.503
Lesotho,5,0,0,0
Liberia,5,0,0,0
Libya,7,0,0,138.256
Liechtenstein,4,0,0,471.983
Lithuania,2,0,0,328.767
Luxembourg,1,285.953,46.328,0
Madagascar,5,0,0,0
Malawi,5,0,0,0.105
Malaysia,0,0,0,29.568
Maldives,8,0,0,77.7
Mali,5,0,0,0.543
Malta,2,0,0,317.073
Marshall Islands,5,0,0,0
Mauritania,5,0,0,0.215
Mauritius,5,0,0,3.932
Mexico,0,0,0,34.359
Moldova,7,0,0,134.359
Monaco,6,0,0,178.371
Mongolia,5,0,0,0.915
Montenegro,4,0,0,593.89
Morocco,7,0,0,93.74
