country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,1,0,0,23.505
Albania,4,0,0,5.212
Algeria,7,0,0,2.372
Andorra,7,0,0,0
Angola,7,0,0,0
Antigua and Barbuda,7,0,0,0
Argentina,1,0,0,18.586
Armenia,3,0,0,201.132
Australia,7,0,0,0.196
Austria,4,6.107,2.221,4.219
Azerbaijan,2,0,0,33.336
Bahamas,7,0,0,0
Bahrain,5,0,0,316.764
Bangladesh,1,0,0,17.172
Barbados,7,0,0,0
Belarus,6,0,0,93.869
Belgium,0,55.826,10.44,12.08
Belize,7,0,0,2.515
Benin,7,0,0,0
Bhutan,7,0,0,1.296
Bolivia,2,0,0,41.377
Bosnia and Herzegovina,7,0,0,3.658
Botswana,7,0,0,0
Brazil,3,0,0,145.042
Brunei,7,0,0,0
Bulgaria,0,21.444,1.151,6.045
Burkina Faso,7,0,0,0.144
Burundi,7,0,0,0
Cambodia,7,0,0,0
Cameroon,1,0,0,22.715
Canada,1,0,0,17.964
Cape Verde,6,0,0,61.152
Central African Republic,2,0,0,33.749
Chad,7,0,0,0.487
Chile,3,0,0,220.075
China,7,0,0,0.004
Colombia,2,0,0,29.774
Comoros,7,0,0,0
Congo,4,0,0,4.349
Costa Rica,4,0,0,6.674
Cote d'Ivoire,4,0,0,6.407
Croatia,7,2.923,0,0
Cuba,7,0,0,1.236
Cyprus,7,0,0,2.283
Czechia,7,5.603,0.84,3.268
Democratic Republic of Congo,7,0,0,1.34
Denmark,4,14.675,2.935,11.049
Djibouti,6,0,0,69.838
Dominica,7,0,0,0
Dominican Republic,2,0,0,35.859
Ecuador,2,0,0,34.518
Egypt,1,0,0,13.173
El Salvador,4,0,0,10.484
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,1,10.554,0,15.077
Eswatini,4,0,0,4.31
Ethiopia,7,0,0,1.47
Fiji,7,0,0,0
Finland,4,9.205,1.444,5.414
France,8,193.8,16.316,9.361
Gabon,6,0,0,65.597
Gambia,7,0,0,0
Georgia,7,0,0,1.003
Germany,4,0,0,5.395
Ghana,4,0,0,9.108
Greece,7,0,0,1.439
Grenada,7,0,0,0
Guatemala,1,0,0,18.476
Guinea,4,0,0,5.254
Guinea-Bissau,1,0,0,14.736
Guyana,7,0,0,0
Haiti,4,0,0,8.77
Honduras,4,0,0,9.188
Hungary,0,41.096,0,1.656
Iceland,7,0,0,0
India,4,0,0,6.863
Indonesia,7,0,0,2.57
International,7,0,0,0
Iran,2,0,0,34.36
Iraq,1,0,0,25.011
Ireland,0,28.15,7.493,4.253
Israel,1,0,0,14.673
Italy,8,92.902,5.226,8.567
Jamaica,7,0,0,1.351
Japan,7,0,0,0.372
Jordan,7,0,0,1.862
Kazakhstan,1,0,0,13.048
Kenya,7,0,0,2.492
Kosovo,7,0,0,2.587
Kuwait,3,0,0,169.299
Kyrgyzstan,4,0,0,5.671
Laos,7,0,0,0
Latvia,7,5.302,0,1.59
Lebanon,7,0,0,0.879
Lesotho,7,0,0,0
Liberia,7,0,0,2.57
Libya,4,0,0,4.366
Liechtenstein,7,0,0,0
Lithuania,7,0,0,2.571
Luxembourg,0,30.353,1.598,7.988
Madagascar,7,0,0,0.65
Malawi,7,0,0,0.836
Malaysia,7,0,0,0.587
Maldives,1,0,0,20.35
Mali,7,0,0,1.185
Malta,4,0,0,6.794
Marshall Islands,7,0,0,0
Mauritania,1,0,0,21.292
Mauritius,7,0,0,1.573
Mexico,2,0,0,33.707
Moldova,6,0,0,56.768
Monaco,7,0,0,0
Mongolia,7,0,0,1.525
Montenegro,7,0,0,0
Morocco,7,0,0,1.842
Mozambique,7,0,0,0.064
Myanmar,7,0,0,0
Namibia,7,0,0,0
Nepal,4,0,0,9.541
Netherlands,1,0,7.47,12.256
New Zealand,7,0,0,0
Nicaragua,7,0,0,0
Niger,7,0,0,0.124
Nigeria,7,0,0,1.591
North Macedonia,6,0,0,85.918
Norway,7,4.058,0,3.32
Oman,3,0,0,150.785
Pakistan,1,0,0,21.431
Palestine,7,0,0,0
Panama,6,0,0,97.108
Papua New Guinea,7,0,0,0
Paraguay,7,0,0,0.14
Peru,3,0,0,127.442
Philippines,7,0,0,2.227
Poland,0,55.091,0,9.565
Portugal,0,46.584,6.277,36.973
Qatar,5,0,0,608.804
Romania,4,0,7.901,10.188
Russia,6,0,0,59.739
Rwanda,7,0,0,0.772
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,7,0,0,0
Saint Vincent and the Grenadines,7,0,0,0
Samoa,7,0,0,0
San Marino,6,0,0,58.931
Sao Tome and Principe,6,0,0,63.88
Saudi Arabia,6,0,0,74.424
Senegal,4,0,0,8.003
Serbia,1,0,0,14.108
Seychelles,7,0,0,0
Sierra Leone,7,0,0,1.88
Singapore,2,0,0,44.613
Slovakia,7,0.549,0,0
Slovenia,7,2.886,0,0.962
Solomon Islands,7,0,0,0
Somalia,7,0,0,0
South Africa,2,0,0,44.547
South Korea,7,0,0,0.995
South Sudan,7,0,0,0
Spain,4,0,0,6.801
Sri Lanka,7,0,0,0.187
Sudan,7,0,0,3.444
Suriname,1,0,0,13.637
Sweden,6,0,0,113.474
Switzerland,7,0,0,2.658
Syria,7,0,0,0
Taiwan,7,0,0,0
Tajikistan,4,0,0,8.493
Tanzania,7,0,0,0
Thailand,7,0,0,0.014
Timor,7,0,0,0
Togo,7,0,0,2.416
Trinidad and Tobago,7,0,0,0
Tunisia,7,0,0,0
Turkey,4,0,0,11.027
Uganda,7,0,0,0.765
Ukraine,1,0,0,12.828
United Arab Emirates,6,0,0,63.091
United Kingdom,8,86.203,8.161,16.351
United States,8,98.184,20.906,76.582
Uruguay,7,0,0,0.576
Uzbekistan,7,0,0,2.032
Vanuatu,7,0,0,0
Vatican,7,0,0,0
Venezuela,7,0,0,2.04
Vietnam,7,0,0,0
Yemen,7,0,0,0.536
Zambia,7,0,0,0
Zimbabwe,7,0,0,1.884
