country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,6,0,0,0.899
Albania,7,0,0,9.382
Algeria,2,0,0,4.219
Andorra,3,0,0,142.367
Angola,6,0,0,0
Antigua and Barbuda,1,0,0,61.27
Argentina,4,0,0,2.921
Armenia,0,0,0,24.635
Australia,7,0,0,8.392
Austria,8,92.046,27.203,43.858
Azerbaijan,2,0,0,4.241
Bahamas,6,0,0,0
Bahrain,0,0,0,17.043
Bangladesh,6,0,0,0.03
Barbados,0,0,0,17.399
Belarus,2,0,0,4.974
Belgium,5,475.684,107.424,122.696
Belize,4,0,0,2.515
Benin,6,0,0,0.247
Bhutan,6,0,0,0
Bolivia,6,0,0,0.771
Bosnia and Herzegovina,7,0,0,14.021
Botswana,6,0,0,0
Brazil,2,0,0,4.761
Brunei,4,0,0,2.286
Bulgaria,2,0,0,4.03
Burkina Faso,6,0,0,0.67
Burundi,6,0,0,0
Cambodia,6,0,0,0.239
Cameroon,2,0,0,7.647
Canada,0,0,0,30.549
Cape Verde,6,0,0,0
Central African Republic,6,0,0,1.035
Chad,6,0,0,0
Chile,0,0,0,17.42
China,6,0,0,0.055
Colombia,4,0,0,2.083
Comoros,6,0,0,0
Congo,6,0,0,0
Costa Rica,2,0,0,3.926
Cote d'Ivoire,6,0,0,0.91
Croatia,7,0,0,16.564
Cuba,4,0,0,3.178
Cyprus,1,0,0,45.667
Czechia,0,35.111,8.217,21.757
Democratic Republic of Congo,6,0,0,0
Denmark,8,89.085,23.998,64.397
Djibouti,7,0,0,9.109
Dominica,6,0,0,0
Dominican Republic,7,0,0,9.956
Ecuador,7,0,0,11.619
Egypt,6,0,0,1.173
El Salvador,6,0,0,0.771
Equatorial Guinea,6,0,0,0.713
Eritrea,6,0,0,0
Estonia,8,88.953,15.077,77.646
Eswatini,6,0,0,0
Ethiopia,6,0,0,0.052
Fiji,6,0,0,0
Finland,0,32.487,12.995,17.507
France,5,418.271,100.439,80.783
Gabon,6,0,0,0
Gambia,6,0,0,0
Georgia,2,0,0,5.264
Germany,3,0,0,75.969
Ghana,6,0,0,0.032
Greece,2,0,0,6.62
Grenada,0,0,0,17.775
Guatemala,6,0,0,0.167
Guinea,4,0,0,1.599
Guinea-Bissau,4,0,0,3.049
Guyana,2,0,0,5.085
Haiti,6,0,0,0.175
Honduras,6,0,0,0.303
Hungary,2,57.348,0,3.934
Iceland,8,120.147,32.234,131.868
India,6,0,0,0.017
Indonesia,6,0,0,0.717
International,6,0,0,0
Iran,0,0,0,32.324
Iraq,6,0,0,1.193
Ireland,8,142.574,27.745,85.868
Israel,1,0,0,68.973
Italy,5,542.64,67.282,75.833
