country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,7,0,0,27.78
Albania,2,0,0,8.33
Algeria,2,0,0,5.56
Andorra,5,0,0,0
Angola,2,0,0,8.33
Antigua and Barbuda,5,0,0,0
Argentina,2,0,5.2,11.11
Armenia,5,0,0,0
Australia,7,0,0,19.44
Austria,0,0.034,38,11.11
Azerbaijan,7,0,0,30.56
Bahamas,5,0,0,0
Bahrain,7,0,0,30.56
Bangladesh,7,0,0,13.89
Barbados,7,0,0,16.67
Belarus,5,0,0,0
Belgium,7,0.041,0,13.89
Belize,2,0,0,11.11
Benin,7,0,0,13.89
Bhutan,7,0,0,31.48
Bolivia,9,0,0,62.04
Bosnia and Herzegovina,2,0,0,11.11
Botswana,7,0,0,13.89
Brazil,2,0,0,11.11
Brunei,7,0,0,19.44
Bulgaria,7,0,0,21.3
Burkina Faso,5,0,0,0
Burundi,2,0,0,11.11
Cambodia,7,0,0,19.44
Cameroon,5,0,0,0
Canada,1,0,0,2.78
Cape Verde,7,0,0,19.44
Central African Republic,5,0,0,0
Chad,2,0,0,11.11
Chile,5,0,0,0
China,9,0,0,81.02
Colombia,2,0.001,0,12.04
Comoros,5,0,0,0
Congo,2,0,0,5.56
Costa Rica,2,0,0,11.11
Cote d'Ivoire,5,0,0,0
Croatia,7,0.004,0,13.89
Cuba,7,0,0,13.89
Cyprus,2,0,0,11.11
Czechia,0,0.018,31,19.44
Democratic Republic of Congo,2,0,0,5.56
Denmark,0,0.019,29.7,25.93
Djibouti,5,0,0,0
Dominica,5,0,0,0
Dominican Republic,2,0,0,11.11
Ecuador,2,0,0,8.33
Egypt,5,0,0,0
El Salvador,7,0,0,19.44
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,0,0.022,26.4,0
Eswatini,7,0,0,13.89
Ethiopia,1,0,0,2.78
Fiji,7,0,0,19.44
Finland,0,0.004,32.1,19.44
France,9,0,0,43.98
Gabon,7,0,0,13.89
Gambia,2,0,0,11.11
Georgia,9,0,0,41.67
Germany,7,0,0,25
Ghana,1,0,0,2.78
Greece,7,0,0,28.7
Grenada,5,0,0,0
Guatemala,7,0,0,25
Guinea,7,0,0,13.89
Guinea-Bissau,5,0,0,0
Guyana,7,0,0,13.89
Haiti,2,0,0,8.33
Honduras,2,0,0,11.11
Hungary,2,0.005,0,11.11
Iceland,7,0.17,7.6,16.67
India,7,0,0,26.85
Indonesia,9,0,0,37.04
International,5,0,0,0
Iran,9,0,0,42.59
Iraq,9,0,0,52.78
Ireland,2,0,0,11.11
Israel,0,0.039,36.7,33.33
Italy,9,0.094,4.9,74.54
Jamaica,7,0,0,19.44
Japan,0,0.001,25.6,43.52
Jordan,2,0,0,11.11
Kazakhstan,2,0,0,8.33
Kenya,7,0,0,13.89
Kosovo,5,0,0,0
Kuwait,9,0,0,36.11
Kyrgyzstan,7,0,0,22.22
Laos,5,0,0,0
Latvia,6,0.007,202.8,8.33
Lebanon,9,0,0,37.96
Lesotho,2,0,0,11.11
Liberia,2,0,0,5.56
Libya,2,0,0,5.56
Liechtenstein,5,0,0,0
Lithuania,2,0,0,11.11
Luxembourg,0,0.01,21,11.11
Madagascar,5,0,0,0
Malawi,2,0,0,11.11
Malaysia,7,0,11.6,22.22
Maldives,5,0,0,0
Mali,5,0,0,0
Malta,4,0.222,88.6,0
Marshall Islands,5,0,0,0
Mauritania,2,0,0,5.56
Mauritius,5,0,0,0
Mexico,3,0.001,688.8,2.78
Moldova,2,0,0,8.33
Monaco,7,0,0,27.78
Mongolia,9,0,0,57.41
Montenegro,5,0,0,0
Morocco,2,0,17.5,5.56
Mozambique,2,0,0,8.33
Myanmar,1,0,0,2.78
Namibia,1,0,0,2.78
Nepal,7,0,0,22.22
Netherlands,1,0,0,1.85
New Zealand,7,0.009,0,19.44
Nicaragua,2,0,0,8.33
Niger,5,0,0,0
Nigeria,2,0,0,11.11
North Macedonia,5,0,0,0
