country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,5,0,0.026,1.028
Albania,3,0,0.347,3.127
Algeria,3,0,0.684,2.144
Andorra,4,0,25.885,245.907
Angola,5,0,0,0
Antigua and Barbuda,5,0,0,0
Argentina,5,0.032,0.199,1.77
Armenia,6,0,0.337,13.499
Australia,3,0.422,0.039,3.843
Austria,2,0.614,2.443,33.532
Azerbaijan,6,0,0.099,10.257
Bahamas,3,0,2.543,2.543
Bahrain,1,1.347,0,37.612
Bangladesh,5,0.007,0.006,0.68
Barbados,6,0,0,10.439
Belarus,1,0.317,0.317,44.448
Belgium,0,0.71,24.418,136.329
Belize,3,0,0,2.515
Benin,5,0,0,0
Bhutan,5,0,0,0
Bolivia,3,0.01,0.257,4.626
Bosnia and Herzegovina,6,0,0.305,16.459
Botswana,3,0,0,2.977
Brazil,6,0,0.616,9.042
Brunei,5,0,0,0
Bulgaria,3,0,0,3.598
Burkina Faso,5,0,0.048,1.387
Burundi,5,0,0,0
Cambodia,5,0,0,0.12
Cameroon,5,0,0,0
Canada,1,0.353,2.544,40.088
Cape Verde,5,0,0,0
Central African Republic,5,0,0,0
Chad,5,0,0,0.061
Chile,2,0.417,0.471,22.285
China,5,0,0.001,0.051
Colombia,3,0.026,0.295,3.321
Comoros,5,0,0,0
Congo,3,0,0,2.718
Costa Rica,3,0.052,0,7.263
Cote d'Ivoire,3,0,0,2.275
Croatia,6,0.135,0.244,15.59
Cuba,3,0.115,0.265,5.121
Cyprus,1,1.388,1.142,43.384
Czechia,2,0.764,1.214,23.999
Democratic Republic of Congo,5,0.001,0,0
Denmark,1,0.442,3.28,40.226
Djibouti,5,0,0,0
Dominica,5,0,0,0
Dominican Republic,2,0.072,0.922,21.94
Ecuador,2,0.056,1.7,29.19
Egypt,5,0,0.147,1.358
El Salvador,5,0,0.154,1.542
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,6,1.2,0,16.585
Eswatini,5,0,0,0
Ethiopia,5,0.003,0,0.009
Fiji,5,0.028,0,0
Finland,2,0.46,0.361,21.297
France,1,0,20.544,66.015
Gabon,3,0,0,4.493
Gambia,5,0,0,0
Georgia,5,0,0,1.755
Germany,1,0,3.079,58.305
Ghana,5,0,0,2.092
Greece,3,0.106,0.384,6.812
Grenada,5,0,0,0
Guatemala,5,0.003,0,0.447
Guinea,3,0,0,2.284
Guinea-Bissau,5,0,0,1.524
Guyana,5,0,0,0
Haiti,5,0,0.088,0.263
Honduras,3,0,0.101,3.13
Hungary,6,0.215,0.828,8.799
Iceland,0,4.401,0,93.773
India,5,0.012,0.035,0.586
Indonesia,5,0.008,0.146,1.232
International,5,0,0,0
Iran,2,0.124,1.393,19.454
Iraq,5,0.051,0,0.746
Ireland,0,1.111,5.671,101.26
Israel,1,0.664,1.04,39.628
Italy,0,0.765,10.089,69.531
Jamaica,5,0,0,0
Japan,3,0.022,0.063,4.697
Jordan,5,0,0.098,1.372
Kazakhstan,3,0.138,0.053,2.876
Kenya,5,0.006,0.019,0.093
Kosovo,2,0,0.517,20.696
Kuwait,6,0,0,12.879
Kyrgyzstan,5,0,0,1.533
Laos,5,0,0,0.137
Latvia,3,0.754,0.53,6.362
Lebanon,5,0,0,0.879
Lesotho,5,0,0,0
Liberia,5,0,0,0
Libya,5,0.017,0,0.437
Liechtenstein,5,0,0,0
Lithuania,6,1.188,0.367,15.796
Luxembourg,0,1.379,9.585,129.398
Madagascar,5,0,0,0
Malawi,5,0,0,0
Malaysia,3,0.158,0.062,3.368
Maldives,5,0,0,0
Mali,5,0,0,0.741
Malta,0,2.253,2.265,86.063
Marshall Islands,5,0,0,0
Mauritania,5,0,0,0.215
Mauritius,2,0,0,32.239
Mexico,5,0.013,0.155,2.017
Moldova,2,0,0.496,28.508
Monaco,0,0,0,76.445
Mongolia,5,0,0,0
Montenegro,3,0,0,6.369
Morocco,3,0.017,0.108,2.682
Mozambique,5,0.001,0,0
Myanmar,5,0.003,0,0.018
Namibia,5,0,0,0
Nepal,5,0.018,0,0
Netherlands,0,0,8.637,71.258
New Zealand,3,0.786,0,6.014
Nicaragua,5,0,0,0.151
Niger,3,0,0,2.809
Nigeria,5,0,0.005,0.058
North Macedonia,2,0.164,0.48,22.08
Norway,2,0.245,1.291,23.057
Oman,3,0,0.196,7.441
Pakistan,5,0.044,0.005,0.933
Palestine,5,0,0,0
Panama,1,0.157,0.927,64.662
Papua New Guinea,5,0,0,0
Paraguay,5,0.031,0,0.701
Peru,2,0.037,0.516,27.721
Philippines,5,0.018,0.192,1.88
Poland,6,0,0.396,9.776
Portugal,0,1.197,2.844,79.928
Qatar,1,0,0,57.618
Romania,2,0.239,1.455,22.924
Russia,6,0.604,0.089,9.998
Rwanda,5,0.056,0,0
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,1,0,0,36.053
Samoa,5,0,0,0
San Marino,4,0,0,1591.137
Sao Tome and Principe,5,0,0,0
Saudi Arabia,6,0.196,0.086,10.197
Senegal,5,0.012,0,0.358
Serbia,2,0.233,0.147,29.539
Seychelles,5,0,0,0
Sierra Leone,5,0,0,0
Singapore,1,0,0,49.057
Slovakia,3,0.421,0,3.48
Slovenia,6,0.594,1.443,15.874
Solomon Islands,5,0,0,0
Somalia,5,0,0,0
South Africa,5,0.086,0,1.501
South Korea,5,0.216,0.078,0.761
South Sudan,5,0,0,0.089
Spain,0,0,14.009,106.984
Sri Lanka,5,0.013,0,0.047
Sudan,5,0,0,0.023
Suriname,5,0,0,0
Sweden,1,0,8.912,63.866
Switzerland,0,0.695,6.124,89.085
Syria,5,0,0,0
Taiwan,5,0.066,0,0.042
Tajikistan,5,0,0,0
Tanzania,5,0,0,0
Thailand,5,0.051,0.029,0.774
Timor,5,0,0,0
Togo,5,0.016,0,0.362
Trinidad and Tobago,5,0,0,1.429
Tunisia,5,0.05,0.085,1.269
Turkey,1,0.339,1.138,48.092
Uganda,5,0.007,0,0
Ukraine,3,0,0.114,5.122
United Arab Emirates,2,4.044,0.202,33.467
United Kingdom,0,0.278,16.454,72.268
United States,0,0.517,6.704,104.477
Uruguay,3,0.196,0,4.894
Uzbekistan,5,0,0,1.105
Vanuatu,5,0,0,0
Vatican,5,0,0,0
Venezuela,5,0,0,0.141
Vietnam,5,0.042,0,0.041
Yemen,5,0,0,0
Zambia,5,0.005,0,0
Zimbabwe,5,0,0,0
