country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,4,0,0.128,14.925
Albania,3,0,0,0.347
Algeria,5,0,0.137,4.014
Andorra,3,0,0,0
Angola,3,0,0,0.061
Antigua and Barbuda,3,0,0,0
Argentina,5,0.106,0.243,9.691
Armenia,1,0,1.012,73.568
Australia,3,0.935,0.039,0.157
Austria,5,0.729,0.333,5.774
Azerbaijan,4,0,0.099,12.92
Bahamas,3,0,0,0
Bahrain,2,3.041,0,204.515
Bangladesh,5,0.051,0.128,7.596
Barbados,5,0,0,6.96
Belarus,1,0,0.423,99.055
Belgium,4,1.441,2.416,20.018
Belize,3,0,0,0
Benin,3,0,0,-17.24
Bhutan,3,0,0,0
Bolivia,4,0.067,1.285,18.676
Bosnia and Herzegovina,5,0,0.305,5.182
Botswana,3,0,0,0
Brazil,1,0,5.316,77.705
Brunei,3,0,0,0
Bulgaria,0,0.126,0.288,3.454
Burkina Faso,3,0,0,0
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,3,0,0,0
Canada,6,0.438,1.802,28.668
Cape Verde,4,0.331,0,12.59
Central African Republic,5,0,0,8.075
Chad,0,0,0.183,1.583
Chile,2,0.847,1.622,184.137
China,3,0,0,0
Colombia,4,0.121,0.413,12.578
Comoros,3,0,0,0
Congo,0,0,0,1.45
Costa Rica,0,0.027,0,3.141
Cote d'Ivoire,0,0.021,0,1.289
Croatia,0,0.239,0.244,0.974
Cuba,3,0.153,0,0.53
Cyprus,0,2.149,0,1.142
Czechia,5,0.778,0.467,5.696
Democratic Republic of Congo,0,0,0,1.016
Denmark,4,2.587,0.518,13.121
Djibouti,1,0,0,101.214
Dominica,3,0,0,0
Dominican Republic,6,0,0.645,45.907
Ecuador,6,0.062,2.267,32.251
Egypt,5,0,0.137,7.036
El Salvador,4,0.385,0,13.105
Equatorial Guinea,1,0,0,75.553
Eritrea,3,0,0,0
Estonia,5,0.935,0,5.277
Eswatini,0,0,0,2.586
Ethiopia,3,0.037,0,0.113
Fiji,3,0.087,0,0
Finland,0,0.893,0.18,3.429
France,4,0.819,-3.324,13.512
Gabon,6,0,0.449,31.45
Gambia,3,0,0,0
Georgia,0,0,0,1.504
Germany,4,0,0.931,14.645
Ghana,4,0.115,0.064,11.618
Greece,3,0.414,0,0.384
Grenada,3,0,0,0
Guatemala,4,0.039,0.447,12.336
Guinea,5,0,0.152,5.102
Guinea-Bissau,0,0,1.016,3.049
Guyana,0,0,0,1.271
Haiti,3,0,0,0
